,rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,entrez,symbol
84,AT1G02330,435.380874252846,-0.164521331027411,0.145156064607029,-1.13340997134917,0.257042128623743,0.415692839970005,839367,CSU2
85,AT1G02335,18.9398658625098,-0.827721619864326,0.305263230284792,-2.71150121517129,0.00669792955572591,0.0253738074261541,3766642,GL22
86,AT1G02340,117.602737985586,-0.185544468499863,0.511522145948794,-0.362730079175178,0.716806527932261,0.82238065745637,839300,FBI1
87,AT1G02390,413.733587758053,0.647446649652515,0.455392692829392,1.42173262735042,0.155103884526625,0.28995107537653,839558,ATGPAT2
88,AT1G02400,229.477544311701,0.625602391888392,0.425794895444491,1.46925761342282,0.141762928819253,0.271112746827552,839508,ATGA2OX4
89,AT1G02410,476.91815007917,-0.487506324229326,0.123274240299016,-3.95464878182841,7.66471630645388e-05,0.000615328117765571,839364,COX11
90,AT1G02430,6.93925170664785,1.05297258334197,0.438428510765913,2.40169732917796,0.0163192047369331,0.051860323304948,839242,ARFD1B
91,AT1G02440,19.3558642233225,-0.00637435793091916,0.278118064491964,-0.0229196112901301,0.981714396956717,0.989575658943878,839230,ARFD1A
92,AT1G02450,269.735097013152,-0.112121478751708,0.562301373304029,-0.199397483404483,0.841951828911525,0.907626955668803,837800,NIMIN-1
93,AT1G02500,3600.83854905201,-0.0613776229723492,0.162163011066084,-0.378493360285083,0.705064125291609,0.813980417561569,839501,AtSAM1
94,AT1G02520,14.2692758410567,2.03709634423759,0.411622207201872,4.94894665204139,7.461619332383e-07,1.14068780126453e-05,839353,ABCB11
95,AT1G02560,4743.09408496858,-0.450849046280597,0.135278835240775,-3.33273897190316,0.000859955825898692,0.00468562129327784,839433,CLPP5
96,AT1G02580,92.4919443179685,0.385768298216891,0.302101081367353,1.27695106707612,0.201619523392567,0.350025729436114,839422,EMB173
97,AT1G02640,163.155345907356,-1.45921653860571,0.821918271845399,-1.77537912051697,0.0758353091851607,0.170937892769867,837940,ATBXL2
98,AT1G02660,682.23448804952,0.0214950549357253,0.615943093853083,0.0348977935628131,0.972161240024927,0.984378297681191,839544,PLIP2
99,AT1G02680,163.155867396539,-0.162164996869515,0.170595555069384,-0.950581606909748,0.341816809255838,0.506892123264683,837962,TAF13
100,AT1G02690,52.5806526513447,-0.12738169777588,0.248900215625618,-0.511778173657673,0.608806267568464,0.743548997519859,839517,IMPA-6
101,AT1G02720,72.5473345441101,-0.00884720934724117,0.193249627279435,-0.0457812492152871,0.963484604097202,0.980030841229802,839475,AtGATL5
102,AT1G02730,113.173659102053,-0.0266375178000237,0.245570153043372,-0.108472130956888,0.913621186326968,0.949705601811852,839467,ATCSLD5
103,AT1G02740,213.144920306387,-0.0202201020577375,0.0986163944183328,-0.205037936917095,0.837542485257422,0.904943634351213,839455,MRG2
104,AT1G02750,240.021439695597,0.17375827770963,0.133055899427771,1.30590434890077,0.191585087492177,0.336906513320442,839432,DiL-2
105,AT1G02780,7919.11430802295,-0.521660576283443,0.207695134622327,-2.51166488436058,0.0120163136556183,0.040599290417119,839407,eL19x
106,AT1G02790,0.803631106893226,3.92686512149312,3.04817579303013,1.28826727463428,0.197652940697191,0.345207058639373,839391,PG45
107,AT1G02800,6.99271740020091,0.238983050896602,0.467848221081643,0.510813208489036,0.60948185932479,0.744085340227544,839385,ATCEL2
108,AT1G02810,3.56369209201006,1.32209663276578,0.674785539388471,1.95928418081387,0.0500795153073085,0.124542971630695,838078,PMEI-PME7
109,AT1G02820,219.425971626658,-0.934550022075253,0.798263635438418,-1.17072854203359,0.241707908739853,0.397832002512718,839304,AtLEA3
110,AT1G02840,1301.00175439269,0.196546165354763,0.124662887825426,1.57662130874106,0.114882686687472,0.232306839089252,839262,At-SR34
111,AT1G02850,143.443645117739,0.873987639711935,0.234442214846041,3.72794481696006,0.000193047633466942,0.00133479168789807,839435,BGLU11
112,AT1G02860,169.640761640874,0.50005093424233,0.438928083449133,1.13925481895095,0.254596887035563,0.41272461730123,839559,BAH1
113,AT1G02880,314.967172074865,0.336855262134653,0.162948418589835,2.06725088251741,0.0387105198800044,0.101773078762075,839303,TPK1
114,AT1G02900,17.2156513717089,-2.0892328148744,0.382312509248469,-5.46472522958066,4.63624379560161e-08,1.03372281956789e-06,839389,ATRALF1
115,AT1G02910,853.239813475689,0.00370498146656455,0.136931905496643,0.0270571088098629,0.978414184435764,0.987966908183693,839350,LPA1
116,AT1G02920,13053.1809370062,0.327173924601358,0.309157531377101,1.05827577010337,0.289929736092955,0.453097485555598,839295,ATGST11
117,AT1G02930,18726.395859779,0.73633125680234,0.345883005166514,2.12884485737557,0.0332670982561194,0.0902180115085627,839515,ATGST1
118,AT1G02940,4.49777540435311,1.24666865141256,0.58503101832631,2.13094453517883,0.0330937118312576,0.0898805792048791,839479,ATGSTF5
119,AT1G02950,7.65895883768742,-1.10578725565918,0.49403447695813,-2.23827952750938,0.0252028323079441,0.0727659276271339,838240,ATGSTF4
120,AT1G02970,18.2859751305197,0.178276410124768,0.360883289411295,0.494000180544763,0.621306051978534,0.753481886078434,839453,ATWEE1
121,AT1G03000,374.25396145575,0.226035570119864,0.158932066675936,1.42221500574049,0.15496384387664,0.289738458390638,839315,PEX6
122,AT1G03020,16.9432140488528,-3.16077050019659,0.675320405502856,-4.68040129461662,2.86313933624087e-06,3.69707482051876e-05,839505,GRXS1
123,AT1G03040,648.673516802389,-0.0614627865630226,0.146767079280028,-0.418777745421731,0.675378570641726,0.793065806645341,839446,bHLH007
124,AT1G03050,3.69375956404141,-0.5934542324124,0.554588145969303,-1.07008099023676,0.284582854976586,0.44714626155306,839416,PICALM5A
125,AT1G03055,57.316583354956,-0.626546706130216,0.411282678359421,-1.52339677573942,0.127659468198599,0.251000573451173,838334,AtD27
126,AT1G03060,907.309510468939,1.09116166629948,0.200049890151076,5.45444771539462,4.91252863660367e-08,1.08002089157427e-06,839323,BCHA1
127,AT1G03070,3.03615172597393,-0.863474353262329,0.662168910464363,-1.30400920311525,0.192230444526446,0.33776536933525,839581,AtLFG4
128,AT1G03080,953.502228301521,0.85950319027123,0.191189295751769,4.49556125457551,6.93866791030482e-06,7.90749691650828e-05,838350,NET1D
129,AT1G03090,971.362829367695,0.434052808342046,0.88025577657681,0.493098506016077,0.621942986441637,0.753991637682176,838362,MCCA
130,AT1G03110,80.6962889401186,-0.127119433283978,0.289019020203766,-0.439830683788062,0.660059742501654,0.781744949869297,839572,AtTRM82
131,AT1G03120,3.09890362411252,-0.450832629450045,0.714898228377595,-0.630624907930146,0.528285808745961,0.678988994770781,839571,RAB28
132,AT1G03130,12757.5580940629,-1.44537814009859,0.223317636465721,-6.47229732041542,9.65239496082765e-11,4.14146961277994e-09,838400,PSAD-2
133,AT1G03140,767.568204727758,-0.0413071020337852,0.178802457126971,-0.231020885828499,0.817298576326375,0.89227229348269,839567,PRP18a
134,AT1G03150,215.686043159595,0.00195265052643959,0.165415222816614,0.0118045394685613,0.990581558949978,0.99460059787886,839562,NAA20
135,AT1G03160,692.443958700818,0.906959151761832,0.154858973652328,5.85667804952676,4.72217286518093e-09,1.38118949444e-07,839566,FZL
136,AT1G03170,0.901907576877284,1.39299970748497,1.09504538800169,1.27209312303209,0.203340034303834,0.35216889074092,839563,FAF2
137,AT1G03180,24.1767293935513,0.863227766501999,0.234843379132306,3.67575943461312,0.000237142909554041,0.00158216307373889,839560,COMET
138,AT1G03190,130.985372523808,0.545760673682812,0.166934640625493,3.26930750644614,0.00107811065208416,0.00566953916322797,839557,ATXPD
139,AT1G03220,1766.91509484709,0.733776560791892,0.395485690529809,1.85538080988188,0.0635418657831992,0.149531434818726,838517,SAP2
140,AT1G03230,207.293241654798,-0.829325751973433,0.232921022891184,-3.56054486486125,0.000370086069882169,0.00231780738508502,838532,SAP1
141,AT1G03310,509.05274571189,-0.566820066935651,0.317445839701038,-1.78556464141873,0.0741697762376493,0.168164471051788,839531,AtBE2
142,AT1G03330,367.019903753717,-0.37593072566425,0.146250903638396,-2.57045061816326,0.0101566305840932,0.0355538558933719,839526,LSM2
143,AT1G03360,79.3059561923647,-0.193888456330903,0.309560438081672,-0.6263347394532,0.531095404865074,0.681651581563944,839521,ATRRP4
144,AT1G03380,884.346495213718,0.0729591347265911,0.223777064174992,0.326034908874923,0.744397943456373,0.842051819803894,838702,ATATG18G
145,AT1G03410,14.9733555902096,0.0179505799686994,0.351395043235631,0.0510837597577108,0.959258776931606,0.977586583874276,838763,2A6
146,AT1G03430,364.044050291176,-0.180433117620411,0.139644667740611,-1.29208741400399,0.1963268740296,0.343135886067761,839506,AHP5
147,AT1G03457,72.0086087395318,-0.910617003613249,0.464015334770469,-1.96247178784231,0.0497075820644093,0.123883734053272,839497,AtBRN2
148,AT1G03470,36.8108393990918,-0.0462847818683749,0.340707370904882,-0.1358490770113,0.891940592808817,0.936985815570068,839494,NET3A
149,AT1G03475,2052.18154646768,-0.185620332888066,0.20083702709433,-0.924233621526787,0.35536469413491,0.520604432207084,839489,ATCPO-I
150,AT1G03530,144.045036543821,0.0173496593123276,0.218530714697951,0.0793923148803498,0.936720581184975,0.964407486351377,839468,ATNAF1
151,AT1G03550,9.21363323706043,0.499884459697117,0.498448858713197,1.00288013696656,0.315918697395994,0.48121788030261,839464,AtSCAMP4
152,AT1G03600,3898.80068992802,-1.74562042552653,0.190763365440377,-9.15071099472781,5.65600533198344e-20,1.1536679764654e-17,839449,PSB27
153,AT1G03620,21.9693059043519,0.0948381796137399,0.416275324657212,0.227825609629482,0.819781816582831,0.894049929224592,839448,ELMOD_F
154,AT1G03630,2128.81230767341,0.129837267821679,0.282907339179355,0.458939199662706,0.646277828046436,0.772189308132285,839009,POR
155,AT1G03680,3435.5587645414,-1.20437844620549,0.126520157941457,-9.51926132405535,1.74414384687882e-21,4.57401723843971e-19,839436,ATHM1
156,AT1G03750,129.395487786186,0.422794924280681,0.171330843375438,2.46771051814768,0.0135980237299032,0.0448362318135067,839417,CHR9
157,AT1G03760,94.7771743720172,-0.214829335402598,0.237743758162108,-0.903617142520789,0.366198448186868,0.530932316382027,839119,SARL
158,AT1G03770,55.1420266608531,0.2360951228533,0.178516061711347,1.32254274819851,0.185987484315079,0.330013555535794,839413,ATRING1B
159,AT1G03780,36.0444008800684,0.261779141650082,0.300471130214792,0.871228931255222,0.383629166031435,0.5487997206641,839140,AtTPX2
160,AT1G03790,7.95534111053754,0.0723548309119364,0.878891028565053,0.0823251444835756,0.934388159876652,0.963076275932481,839408,AtC3H2
161,AT1G03800,1.94046827382569,-1.1959970556187,0.957438713296836,-1.24916304198773,0.211605446516486,0.361921237668614,839173,ATERF10
162,AT1G03830,59.1547545258734,0.609937492925195,0.315833167166557,1.93120152135111,0.0534581359496578,0.130978676102215,839398,GBPL1
163,AT1G03840,7.7126636133032,-1.34940616457115,0.560791769140497,-2.40625172983428,0.0161171547291032,0.0513367266523157,839396,IDD3
164,AT1G03850,1184.68926678363,-0.592602548110749,0.343760412140377,-1.72388246924941,0.0847290626924659,0.185702569102809,839392,ATGRXS13
165,AT1G03860,529.714949761666,-0.120820450295591,0.252530896762127,-0.478438289511159,0.632338286661342,0.761689638936062,839228,ATPHB2
166,AT1G03870,817.578054406166,-2.37378016685959,0.62135263338033,-3.8203429732736,0.000133266228487867,0.000971771515180144,839384,FLA9
167,AT1G03900,1605.18986138714,-0.249580188161116,0.16349485088808,-1.52653240640566,0.12687732621352,0.249975907267475,839378,ABCI18
168,AT1G03905,50.7255224066343,0.292959130680615,0.215380470619239,1.36019356740344,0.173768677632833,0.31461742414512,839376,ABCI19
169,AT1G03910,713.059349139338,0.536635680870413,0.1028195353313,5.21919963109436,1.79697990085889e-07,3.32652691058996e-06,839371,CTN
170,AT1G03920,6.48068138470329,1.93607417752342,0.528468932051569,3.6635534467606,0.000248740284275131,0.00164598970330335,839369,NDR2
171,AT1G03930,708.239398393616,-0.115943762512392,0.163298223719118,-0.710012392491307,0.477696451375013,0.635956676578242,839368,ADK1
172,AT1G03950,349.366738080766,-0.141161807913645,0.153597883554214,-0.919034850267455,0.358077343944718,0.523674699841586,839362,VPS2.3
173,AT1G03970,268.246833187989,-0.049411831560079,0.185508804815436,-0.266358416837623,0.789963187286459,0.873774806825337,839356,GBF4
174,AT1G03980,2.61768572162966,0.510111398245751,0.786653314919214,0.648457698672683,0.51668896214533,0.669222786165304,839354,ATPCS2
175,AT1G04010,112.211684248117,0.470740456650784,0.185932041508862,2.53178770496288,0.0113482676022905,0.038788361056766,839335,ATPSAT1
176,AT1G04020,46.5358215239507,-0.207154738299355,0.386168101308446,-0.536436690647043,0.591656779395482,0.730133168634982,839329,ATBARD1
177,AT1G04050,27.6919978366255,0.651031405600939,0.243336817588535,2.67543322072119,0.00746327399403292,0.027748263766169,839320,SDG13
178,AT1G04070,80.4599337992736,-0.841984810662087,0.200202796789912,-4.20565958199699,2.60321824126909e-05,0.000241865434993323,839317,ATTOM22-I
179,AT1G04080,901.04955361537,0.82648447597087,0.155572817790909,5.31252494945274,1.08116618561976e-07,2.14761135284199e-06,839314,PRP39
180,AT1G04100,63.1706092094746,-0.296624803214969,0.252454589023064,-1.17496300765549,0.240009515822972,0.395864751726883,839290,IAA10
181,AT1G04110,6.87980445145502,0.325567572059619,0.515523780726011,0.631527747567963,0.527695512271014,0.678492058589749,839287,AtSDD1
182,AT1G04120,824.393458973496,0.294577480836808,0.186568561302944,1.57892347338458,0.114353611144016,0.231568462622658,839277,ABCC5
183,AT1G04130,124.093095449901,0.233734296057666,0.223444989118491,1.04604850160108,0.295538639979501,0.459126988724148,839276,AtTPR2
184,AT1G04160,87.2080508086796,1.38353504242193,0.300047576971497,4.61105220840813,4.00635893229312e-06,4.90489027708517e-05,839246,ATXIB
185,AT1G04170,930.046534148187,0.268664268658719,0.139691817656865,1.92326417656515,0.0544468811193074,0.132782510565999,839238,EIF2
186,AT1G04180,3.87677053891577,0.198737858252726,1.52667344320173,0.130177058582963,0.896426344715683,0.939140745404554,837024,YUC9
187,AT1G04190,310.652818532685,-0.17462934101385,0.143508791168933,-1.21685465811139,0.223659519646886,0.37671041809781,839442,TPR3
188,AT1G04220,5.79973496545733,0.721916845483569,1.03722743297196,0.696006316970491,0.486424873729215,0.643532132807692,839578,DAISY
189,AT1G04240,345.382507183691,-1.07984940971538,0.384904524434236,-2.80549939313557,0.00502386759801198,0.020076593405226,839570,IAA3
190,AT1G04250,376.875947788059,-1.75139520413502,0.498072557213958,-3.51634551787336,0.0004375311913333,0.00265886196245,839568,AtIAA17
191,AT1G04260,212.414948662701,-0.31849980774931,0.161023465135889,-1.9779713936756,0.0479319338842125,0.120259611200745,839565,MPI1
192,AT1G04270,2723.54475085832,-0.858071029143007,0.20647359732681,-4.15583900436837,3.24095992844355e-05,0.000291527587846806,839564,RPS15
193,AT1G04280,915.918197947109,-0.531105305696534,0.204420660465717,-2.59809994002835,0.00937412063654832,0.0333176030175094,839555,NADKc
194,AT1G04300,1161.08221720516,0.558783117000285,0.17047808201696,3.27774169200644,0.00104641104678607,0.00552261354807145,839551,MUSE13
195,AT1G04310,62.8864333319372,-0.338888077521746,0.508793378725028,-0.66606227929097,0.50537129355709,0.659449367715266,839549,ERS2
196,AT1G04330,1.85923217847515,-1.03182401522206,1.10261300479244,-0.935798880239306,0.349376748144617,0.515017424041607,839548,PH2
197,AT1G04360,27.9581919563164,-0.920269896629176,0.352618730073349,-2.60981569651092,0.00905910147418727,0.0323903428522871,839540,ATL1
198,AT1G04400,2109.12371073329,0.132935912819003,0.224114063311032,0.593161851849124,0.553072840081082,0.70049109378176,839529,AT-PHH1
199,AT1G04410,8583.14103944405,-0.336937438895575,0.114649220757818,-2.93885502813241,0.0032942712313317,0.014178999028302,839527,c-NAD-MDH1
200,AT1G04440,1586.70544991723,0.145123568228647,0.209781925378442,0.691782993062188,0.489073618456303,0.64602762732949,839520,CKL13
201,AT1G04480,872.428138526475,-0.807539524167279,0.218170388644781,-3.70141671921433,0.000214399027631361,0.00145698065283899,839511,uL14x
202,AT1G04510,641.380331675224,0.116767176112023,0.109229274140008,1.06900990628532,0.285065205643714,0.447686705291608,839503,MAC3A
203,AT1G04520,105.677091961495,-1.09759377109463,0.426615221904834,-2.57279561238786,0.0100880763323539,0.0353588279276728,839502,PDLP2
204,AT1G04530,1931.05015374938,-0.606356456981712,0.289130361283404,-2.09717324147554,0.0359782423181517,0.096126707098431,839500,TPR4
