,rowname,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,entrez,symbol,diffexpressed
837163,AT1G06520,67.2338276604129,-1.46694598459815,0.509237802454433,-2.88066985115351,0.00396831071919381,0.0165650644645119,837163,ATGPAT1,DOWN
837178,AT1G06680,35798.3679280307,-1.33420183212374,0.144159555420369,-9.25503570147128,2.1415882759356e-20,4.67099486441438e-18,837178,OE23,DOWN
837195,AT1G06830,38.9817683937503,-2.60478331978071,0.562303832493638,-4.63234139491692,3.61553300467795e-06,4.49726575720218e-05,837195,CEPD1,DOWN
837243,AT1G07320,2587.03755089752,-1.32730617316134,0.193761910633908,-6.8501913963325,7.37512475281871e-12,3.94336464028746e-10,837243,EMB2784,DOWN
837252,AT1G07400,36.7476191261292,-1.67172512303885,0.291331083824711,-5.73823122851077,9.5670439505392e-09,2.57643534457736e-07,837252,HSP17.8,DOWN
837274,AT1G07610,209.703881151344,-1.9833042097424,0.335695336587076,-5.90804814242019,3.46184862143999e-09,1.04754207804535e-07,837274,MT1C,DOWN
837277,AT1G07640,375.613884761817,-2.03662090610243,0.227825725082494,-8.93938077170605,3.91357146810706e-19,7.00911104641711e-17,837277,OBP2,DOWN
837286,AT1G07720,452.94047586367,-1.28198113963137,0.449052610930087,-2.85485733392376,0.00430561653764996,0.0176824061722392,837286,KCS3,DOWN
837305,AT1G07900,191.016001066839,-1.1406915581436,0.398871314146702,-2.8597984304383,0.00423910355381218,0.0174776740009224,837305,LBD1,DOWN
837349,AT1G08290,23.6934150751561,-1.35610032815664,0.377420144988326,-3.5930788172385,0.000326793685963355,0.0020914985787585,837349,WIP3,DOWN
837358,AT1G08380,37724.2024700756,-1.95881238971938,0.154851870052438,-12.6495882100491,1.12462722088383e-36,9.17570853661104e-34,837358,PSAO,DOWN
837452,AT1G09310,8088.26023183922,-2.19636926788587,0.38457636240524,-5.71113953584982,1.12222183756208e-08,2.97490070513299e-07,837452,SVB2,DOWN
837455,AT1G09340,5733.16639752996,-1.1079871658868,0.309152116632906,-3.58395464975079,0.000338430871419258,0.00215284252569877,837455,CRB,DOWN
837486,AT1G09590,1756.47462135616,-1.0787931179641,0.256353187362899,-4.20822978275257,2.57379070219567e-05,0.000239569158525722,837486,eL21z,DOWN
837530,AT1G09960,27.6186366818568,-1.17779387291921,0.307525486371665,-3.82990654470753,0.00012819193448944,0.000941313374955961,837530,ATSUC4,DOWN
837553,AT1G10155,21.7336539037077,-3.14625833008447,0.697560068887873,-4.51037619613258,6.4712760298603e-06,7.4281072475824e-05,837553,ATPP2-A10,DOWN
837588,AT1G10480,7.00161935850475,-2.65264926346308,0.673032586313844,-3.94133852863124,8.1028173115353e-05,0.000643000585575688,837588,ZFP5,DOWN
837639,AT1G10960,1269.78436514618,-1.46652680246595,0.339727557792005,-4.31677315787204,1.58326718609093e-05,0.000159332082423011,837639,ATFD1,DOWN
837649,AT1G11080,63.1873921680471,-1.65870017097268,0.562341571885381,-2.94963106748716,0.00318153593518421,0.0137801917255551,837649,scpl31,DOWN
837653,AT1G11120,16.7703420432649,-1.46307266230593,0.426459987487963,-3.43073841680687,0.000601940749529442,0.0034667066068978,837653,DEG23,DOWN
837690,AT1G11475,352.167753405314,-1.00767818663451,0.227576922789858,-4.42785750980992,9.51737387720443e-06,0.000103894067958839,837690,NRPB10,DOWN
837696,AT1G11530,225.669381319381,-1.26031969559718,0.361042725144827,-3.49077715135132,0.000481617792577759,0.00286977504806477,837696,ATCXXS1,DOWN
837733,AT1G11860,7436.98634915024,-1.33622268113022,0.270465683493652,-4.94045183059824,7.79417466089321e-07,1.18330719231438e-05,837733,GLDT,DOWN
837753,AT1G12010,25.3255382589502,-2.34910262961633,0.745954633198544,-3.14912264777245,0.00163761450420817,0.00797237788137055,837753,ACO3,DOWN
837761,AT1G12090,8847.0656780106,-2.44605534272675,0.272095955935651,-8.98967915313383,2.47953206779604e-19,4.47718130503925e-17,837761,ELP,DOWN
837773,AT1G12200,99.7493671252971,-1.16962459401777,0.276330941330685,-4.23269500109321,2.30907553625743e-05,0.000218311695228391,837773,FMO,DOWN
837848,AT1G12900,15800.7863819263,-1.33808900205272,0.301977205463002,-4.43109273761614,9.37567535257166e-06,0.000102703506883044,837848,GAPA-2,DOWN
837885,AT1G13250,193.578120710488,-1.06614159806258,0.252780243893378,-4.21766187753293,2.46848599455075e-05,0.000231439128732578,837885,GATL3,DOWN
837921,AT1G13600,11.9028094765413,-1.99964462401859,0.489543746973935,-4.08471078709347,4.413174908947e-05,0.000382857279047657,837921,AtbZIP58,DOWN
837928,AT1G13670,23.4291331225324,-1.34293739137027,0.441045133948744,-3.04489787552296,0.00232759330963221,0.010670989290835,837928,BGL2,DOWN
837974,AT1G14150,547.484335219616,-1.50895472828173,0.315684494564525,-4.77994565543449,1.7534258446169e-06,2.40962058210016e-05,837974,PnsL2,DOWN
837989,AT1G14280,626.036550789999,-1.61708125703528,0.431830573091418,-3.74471229644258,0.000180600610627725,0.00126259944510256,837989,PKS2,DOWN
838041,AT1G14760,3.20301955334004,-1.85493081840645,0.744690537714292,-2.49087469823353,0.0127429051092007,0.0424872796504589,838041,KNATM,DOWN
838063,AT1G14980,781.015569124686,-1.38367684769504,0.296643982424546,-4.66443592209726,3.09464741446454e-06,3.9519992981588e-05,838063,CPN10,DOWN
838092,AT1G15250,133.030301954368,-1.23020221587661,0.290441574306564,-4.23562714399186,2.27914696146346e-05,0.000216317657966733,838092,eL37z,DOWN
838151,AT1G15820,28522.5515969355,-1.71635212887353,0.188344345746647,-9.11284128052508,8.02521677508116e-20,1.56449115343595e-17,838151,CP24,DOWN
838168,AT1G15980,1216.89817410566,-1.41809403142777,0.293580214144256,-4.83034606252778,1.36295953843669e-06,1.93457704073595e-05,838168,NDF1,DOWN
838170,AT1G16000,94.9251825912472,-1.05783996246382,0.342046515965198,-3.09267866529433,0.00198358790770055,0.00936486455609416,838170,OEP9.1,DOWN
838200,AT1G16310,33.7407406176431,-1.85069141898683,0.316318847832817,-5.85071497214408,4.89464385318523e-09,1.42624483388647e-07,838200,MTP10,DOWN
838210,AT1G16400,51.7586131344818,-1.97351979000656,0.369090017422367,-5.34698771803455,8.94300821564528e-08,1.81739416957979e-06,838210,CYP79F2,DOWN
838211,AT1G16410,1526.20671664866,-1.77382853960711,0.41696486442351,-4.25414391224444,2.09850311831776e-05,0.000201428867945194,838211,BUS1,DOWN
838221,AT1G16510,318.282697210535,-1.24826893393605,0.459982614779535,-2.71373067987434,0.00665302298537734,0.0252322455071024,838221,SAUR41,DOWN
838223,AT1G16530,57.5755783394596,-1.20805885902958,0.450617898538031,-2.68089408554113,0.00734257515750851,0.0273687966403985,838223,ASL9,DOWN
838291,AT1G17200,418.353188341493,-1.35497244223168,0.218916272021428,-6.18945512693115,6.0372535795813e-10,2.1838203465451e-08,838291,CASPL2A1,DOWN
838342,AT1G17650,277.998872315179,-1.1435540370162,0.219476364773278,-5.21037442094277,1.88459907467615e-07,3.46832356023733e-06,838342,AtGLYR2,DOWN
838346,AT1G17700,45.1053973641495,-1.98095914065276,0.347276725249115,-5.70426693361537,1.16844847710759e-08,3.07523912810074e-07,838346,PRA1.F1,DOWN
838440,AT1G18590,380.941870624256,-1.18824922232191,0.297049356366441,-4.00017437121151,6.32958276620899e-05,0.000520083471677799,838440,ATSOT17,DOWN
838453,AT1G18710,92.1407533665524,-1.19095553983182,0.448002771272071,-2.65836645708727,0.00785204622822525,0.0288624605976262,838453,AtMYB47,DOWN
838455,AT1G18730,834.650638103882,-2.01417319352001,0.200823989130675,-10.0295447881448,1.13036525062741e-23,3.7728509251623e-21,838455,NDF6,DOWN
5007704,AT1G18835,7.10539161225972,-3.4463465966051,0.69113936190815,-4.98647130600428,6.14920340904267e-07,9.61396748742378e-06,5007704,MIF3,DOWN
838487,AT1G19050,237.010512301311,-1.09685552013834,0.424906580481287,-2.58140393800431,0.00983993721420405,0.0346268333692813,838487,ARR7,DOWN
838498,AT1G19150,1010.3490189176,-2.00625298798082,0.335888699772997,-5.97296958586788,2.32973346252882e-09,7.39505741297513e-08,838498,LHCA2*1,DOWN
838537,AT1G19510,39.2492703487465,-1.77043987165978,0.406496821950979,-4.35535968808455,1.3284859184696e-05,0.000137009439597223,838537,ATRL5,DOWN
838551,AT1G19640,12.5782402987863,-1.91993108542028,0.613244172844677,-3.13077754414564,0.00174344170211439,0.0084205826037882,838551,JMT,DOWN
838570,AT1G19830,8.31577387685866,-1.98984721867022,0.547233976975616,-3.63619092086981,0.000276699285561497,0.00180765378458903,838570,SAUR54,DOWN
28717252,AT1G19840,32.9621769244151,-1.42444947994251,0.282996518978603,-5.03345230211192,4.81724717292138e-07,7.87233961218732e-06,28717252,SAUR53,DOWN
838598,AT1G20090,671.616947447099,-1.14666441535207,0.315957088185956,-3.62917768971591,0.000284325486575854,0.00185034154912245,838598,ARAC4,DOWN
838606,AT1G20160,66.7251670785081,-1.14562650372197,0.246613800675721,-4.64542738720608,3.39373129619303e-06,4.27730589928889e-05,838606,ATSBT5.2,DOWN
838608,AT1G20190,504.696639411673,-1.12622031067185,0.322962549608066,-3.48715450766222,0.000488189231458499,0.00290265062882572,838608,ATEXP11,DOWN
838622,AT1G20340,25756.7189068042,-1.77299086131891,0.179557145498725,-9.87424285674835,5.38379966755369e-23,1.6246537380348e-20,838622,DRT112,DOWN
838674,AT1G20823,309.404117462027,-1.93324545285559,0.457755327609969,-4.22331611725732,2.40733791371796e-05,0.00022672615177979,838674,AtATL80,DOWN
838710,AT1G21140,9.63299844560402,-2.21946590236805,0.579313630408596,-3.83119917410304,0.000127520221609071,0.000937318305580988,838710,AtVTL1,DOWN
838735,AT1G21360,5.76032911163522,-3.73300551464048,1.41967106551607,-2.62948622770126,0.00855139955866718,0.0309629817353516,838735,GLTP2,DOWN
838744,AT1G21460,170.747359667791,-1.77912966016413,0.306658456675017,-5.80166508191089,6.56596094507066e-09,1.8687539232424e-07,838744,AtSWEET1,DOWN
838791,AT1G21890,1.44194041545692,-3.97268286457069,1.41512396580412,-2.80730378438137,0.0049958104565994,0.0199844785881745,838791,UMAMIT19,DOWN
838845,AT1G22380,6.89820933681377,-3.21548511678363,1.04872056376739,-3.06610285702076,0.00216868696767196,0.0100758783243907,838845,AtUGT85A3,DOWN
838865,AT1G22590,156.661647230571,-1.66059437153515,0.355736926672435,-4.66804047324621,3.04086006777461e-06,3.89391151326747e-05,838865,AGL87,DOWN
838875,AT1G22690,361.535824213804,-1.77130008739496,0.194266742593876,-9.11787609008275,7.6610940631741e-20,1.50684143855056e-17,838875,GASA9,DOWN
838877,AT1G22710,1108.84146601481,-1.50849098142719,0.164928418199048,-9.14633753175653,5.88964579512307e-20,1.17948188382515e-17,838877,ATSUC2,DOWN
838895,AT1G22885,154.181734228126,-2.10344728524397,0.266208678557336,-7.90149778979098,2.75571739310032e-15,2.75934992966395e-13,838895,PROSCOOP13,DOWN
838946,AT1G23380,38.0478535446555,-1.20758488187572,0.313427009796251,-3.85284242944069,0.000116754529215672,0.000870973763661377,838946,KNAT6,DOWN
838983,AT1G23730,67.9921202844757,-1.22423623859935,0.398062261101525,-3.07548933478803,0.00210157444461348,0.00983756554194439,838983,ATBCA3,DOWN
838987,AT1G23760,3.92322673910043,-2.55224210605659,0.925919210370013,-2.75644146646085,0.00584340702911685,0.0227227561243451,838987,JP630,DOWN
28717267,AT1G25425,51.4034803158888,-1.33315546582138,0.27539542567825,-4.84087730410936,1.29267170692042e-06,1.851512680868e-05,28717267,CLE43,DOWN
839183,AT1G26410,281.742983469239,-1.05531427446405,0.341418367075401,-3.09097100868914,0.00199503111813932,0.00941082237719294,839183,AtBBE6,DOWN
838331,AT1G26880,1038.9805925829,-1.12497064290712,0.226425666513324,-4.9683883467377,6.75116544296865e-07,1.04659692852327e-05,838331,eL34z,DOWN
839602,AT1G27130,710.741913275782,-1.18209892574051,0.217803567798314,-5.42736254364358,5.71928814892728e-08,1.23157574421035e-06,839602,ATGSTU13,DOWN
839688,AT1G27950,1459.94055371607,-2.05488974210363,0.227796710668244,-9.02071735836569,1.86861620551991e-19,3.45913835221833e-17,839688,LTPG1,DOWN
839723,AT1G28290,350.399647800143,-1.07283495505604,0.305120549551266,-3.5161019362145,0.00043793280939675,0.00266056863160535,839723,AGP31,DOWN
839779,AT1G29050,234.774782510461,-1.12085827023214,0.305078087602625,-3.67400451156655,0.000238778512941782,0.00159154367975628,839779,TBL38,DOWN
839781,AT1G29070,2101.82504559413,-1.23280615390113,0.18963890689996,-6.50080816249101,7.98896559503872e-11,3.49184371216484e-09,839781,bL34c,DOWN
839790,AT1G29160,36.2985195427948,-1.99407181944215,0.523397383786532,-3.8098620306735,0.000139044363885211,0.00100591405321094,839790,COG1,DOWN
839799,AT1G29250,344.342043369536,-1.02120827817563,0.326697051222163,-3.12585704203734,0.00177287712551846,0.00853468317264995,839799,ALBA1,DOWN
839819,AT1G29430,75.7365290299136,-1.77486086679417,0.537993169430987,-3.29903977902054,0.000970161624692614,0.00519739553267354,839819,SAUR62,DOWN
839820,AT1G29440,24.1270810465667,-1.94548011567071,0.533843100011485,-3.64429195699796,0.00026812891877655,0.00175896722803116,839820,SAUR63,DOWN
839821,AT1G29450,85.770428133482,-2.34527652973949,0.463812439416058,-5.05651925311059,4.26977782224686e-07,7.12567694289971e-06,839821,SAUR64,DOWN
839822,AT1G29460,65.7605263121462,-1.80362701041781,0.525696422384214,-3.43092882815854,0.000601518396718031,0.00346518011540311,839822,SAUR65,DOWN
839827,AT1G29500,77.7512517186887,-1.99400111858051,0.470802790085224,-4.23532137143784,2.28225067510526e-05,0.000216518949706691,839827,SAUR66,DOWN
839828,AT1G29510,62.8831323633946,-1.60925908117625,0.506150395274203,-3.17940891917006,0.00147575739810034,0.00731865369715273,839828,SAUR67,DOWN
839843,AT1G29660,1484.38621829079,-1.15518350951093,0.305703246145097,-3.77877410226334,0.00015760231104709,0.00112030374638798,839843,GGL5,DOWN
839864,AT1G29860,39.332432377981,-1.15963889698389,0.294676936145734,-3.9352889715481,8.30966520346992e-05,0.000657701381839148,839864,ATWRKY71,DOWN
839918,AT1G30380,18251.5028830613,-2.13044004429281,0.171368148053809,-12.4319488101363,1.75307751847118e-35,1.3792337376572e-32,839918,PSAK,DOWN
839945,AT1G30650,22.3029052482443,-1.09023682621561,0.441623294708441,-2.46870316688205,0.0135603650598764,0.0447321476346236,839945,ABT1,DOWN
839967,AT1G30840,19.3592887388814,-1.97931383552122,0.464565162917301,-4.26057309827505,2.03903378187209e-05,0.000196663201317252,839967,ATPUP4,DOWN
840021,AT1G31330,34773.7416175314,-1.40496132258275,0.147696395998419,-9.51249563731937,1.86142317787842e-21,4.82415190417457e-19,840021,PSAF,DOWN
840047,AT1G31580,36856.998714872,-1.11975160148671,0.311201467607385,-3.59815655785852,0.000320480693115425,0.00205767099639747,840047,CXC750,DOWN
840062,AT1G31750,13.1552495105108,-2.19816706073883,0.52056646871342,-4.22264435542996,2.41452655345533e-05,0.000227208908355692,840062,GPRP1,DOWN
840063,AT1G31760,15.035573068211,-1.21740936882433,0.486239524309256,-2.50372359292216,0.01228940013989,0.0413002586852229,840063,SWIB5,DOWN
840123,AT1G32310,83.7218036035272,-1.11370860158022,0.18688483072766,-5.95933119474628,2.53272332497636e-09,7.92519348379321e-08,840123,SAMBA,DOWN
840141,AT1G32470,2441.18465306567,-1.663525993022,0.289438856481019,-5.74741765237416,9.06167064156082e-09,2.47129064273678e-07,840141,GDC-H1,DOWN
840149,AT1G32550,579.123731908762,-1.52144780642789,0.17785026757964,-8.55465570636039,1.18221047744951e-17,1.71334964524574e-15,840149,FdC2,DOWN
840194,AT1G32990,1909.02278779708,-1.54790699801397,0.152344172749208,-10.1605920993261,2.97265631999803e-24,1.05620396892317e-21,840194,PRPL11,DOWN
840199,AT1G33040,580.034957526558,-1.68285024481395,0.20171352406077,-8.34277350836902,7.25680743483889e-17,9.08296653307193e-15,840199,NACA5,DOWN
840237,AT1G33440,20.7548956902708,-1.41293826420723,0.52588882287177,-2.68676230175698,0.00721482753145494,0.0269793644017011,840237,AtNPF4.4,DOWN
840371,AT1G34670,3.47916591838954,-1.98668544710695,0.67135910487781,-2.95919938029073,0.00308439473034972,0.0134493530314478,840371,AtMYB93,DOWN
840472,AT1G35680,3434.22644962336,-1.29563233732207,0.165197183236403,-7.84294448572994,4.40102588523662e-15,4.19697832146655e-13,840472,ASD,DOWN
840493,AT1G35910,19.7567507857048,-1.00675560717035,0.358620794029773,-2.80729847217608,0.00499589284965623,0.0199844785881745,840493,AtTPPD,DOWN
840792,AT1G41830,877.588652543172,-1.09605131033506,0.32286725012643,-3.39474291649543,0.000686930708106062,0.00387711928487534,840792,SKS6,DOWN
840799,AT1G41880,1899.76452637074,-1.11300775153827,0.274743725053979,-4.05107614858026,5.09826109447247e-05,0.000432231953957069,840799,eL33z,DOWN
840847,AT1G42430,340.578158734237,-1.03378997979691,0.324533491819396,-3.18546469272336,0.00144521737716644,0.00718823517760206,840847,ESV1,DOWN
840949,AT1G43650,38.686907597001,-1.23236443650729,0.325205632966094,-3.7894928979775,0.000150955126924376,0.00108037377875799,840949,UMAMIT22,DOWN
841033,AT1G44575,11318.1653887466,-1.34815864692146,0.331049158610902,-4.07238203709202,4.65347695149549e-05,0.000400435327205055,841033,CP22,DOWN
841044,AT1G44800,337.402602005522,-2.01307109827848,0.35448251754295,-5.67890092925265,1.35562964001375e-08,3.50918511631761e-07,841044,SIAR1,DOWN
841113,AT1G46480,35.9912903120528,-1.71080677742134,0.438982669297077,-3.89720801543437,9.73080339457951e-05,0.000749248053055547,841113,WOX4,DOWN
841140,AT1G47370,9.96668764786961,-1.3289208949197,0.469770517545503,-2.82887249260163,0.00467123057749386,0.0188985378129683,841140,RBA1,DOWN
841143,AT1G47395,143.884006767046,-2.66772135741225,0.632073222901561,-4.22058910384774,2.43664720059201e-05,0.00022909475536424,841143,FEP2,DOWN
841144,AT1G47400,101.368004734376,-2.58791079962919,0.663383865900437,-3.90107588178455,9.57661240554862e-05,0.000740221735725721,841144,FEP3,DOWN
841160,AT1G47510,112.420410224691,-1.234227938969,0.506609358172481,-2.43625175701708,0.0148403517774453,0.0480327914725364,841160,5PTASE11,DOWN
841214,AT1G47960,165.926434169485,-2.04533630800687,0.247997794412277,-8.24739717082589,1.61881690254243e-16,1.91725363151114e-14,841214,ATC/VIF1,DOWN
841255,AT1G48350,1887.6904991122,-1.32959221284888,0.12864212560952,-10.3355895788345,4.86411696732206e-25,1.78586054455229e-22,841255,EMB3105,DOWN
841269,AT1G48480,327.465361424072,-1.17186816081423,0.26165012743713,-4.47876013779435,7.50778377808271e-06,8.47181796581168e-05,841269,RKL1,DOWN
841281,AT1G48600,1331.72245501731,-1.06070167363779,0.371123775678769,-2.85808062740742,0.00426212079058287,0.0175561441465501,841281,AtPMEAMT,DOWN
841355,AT1G49320,78.2708953796215,-2.71834080537063,0.455527788852904,-5.96745329679198,2.40985233568803e-09,7.60553540155752e-08,841355,ATUSPL1,DOWN
841365,AT1G49410,325.998775826449,-1.20496114319336,0.265919956296933,-4.53129264901001,5.86238602323519e-06,6.7933983012019e-05,841365,TOM6,DOWN
841403,AT1G49800,3.06224820744151,-3.37631935828597,0.953639900241826,-3.54045521525452,0.000399437420330232,0.00247307670951509,841403,prePIPL1,DOWN
841450,AT1G50280,55.8266040232125,-1.1797948919836,0.377166695775744,-3.12804631267096,0.00175972450881877,0.00848991923012892,841450,BPH1,DOWN
841512,AT1G50900,383.38908342143,-1.05963474395596,0.18143217537491,-5.84039044764989,5.20786223335222e-09,1.51151511381444e-07,841512,GDC1,DOWN
841529,AT1G51070,698.258121021894,-1.08948610204763,0.201142271477492,-5.41649497166758,6.07786991424635e-08,1.29995164644411e-06,841529,bHLH115,DOWN
841557,AT1G51340,165.720907561279,-1.14968970242066,0.161603205082034,-7.11427537490394,1.12502330637647e-12,7.04066432277478e-11,841557,MATE,DOWN
841559,AT1G51355,9.18033435947379,-2.15565553465907,0.542434372988866,-3.97403933453037,7.06638853785917e-05,0.000573142389913474,841559,SMR9,DOWN
841569,AT1G51440,33.0800715092063,-1.55728471576545,0.452726567868553,-3.43979087221936,0.000582163836398844,0.00337150023070934,841569,DALL2,DOWN
841652,AT1G52220,4322.29571025336,-1.49865995766742,0.137545379170027,-10.8957492189894,1.20768458358567e-27,5.32081673836172e-25,841652,CURT1C,DOWN
841653,AT1G52230,10948.5038218872,-2.28131546495818,0.201500885216563,-11.3216151011264,1.0256467352261e-29,5.25441207681297e-27,841653,PSAH-2,DOWN
841687,AT1G52560,4.31514900381535,-1.40564432189026,0.555097465988175,-2.53224777271854,0.0113333874903281,0.0387495255353775,841687,HSP26.5,DOWN
2745823,AT1G52827,45.6403534937885,-1.59066855214035,0.355208222289491,-4.47812987516931,7.52997875506859e-06,8.48480317112051e-05,2745823,ATCDT1,DOWN
841749,AT1G53160,47.5924913003811,-1.71722116560365,0.447494938152428,-3.83740913962857,0.000124339216867152,0.000916076457647655,841749,FTM6,DOWN
841751,AT1G53170,237.428181317024,-1.64398496777276,0.293523330385802,-5.60086643065796,2.13283037843039e-08,5.17905556925798e-07,841751,ATERF-8,DOWN
841787,AT1G53520,139.17044367574,-1.03036717448313,0.210326566316033,-4.89889219669432,9.63785022688515e-07,1.42778885439175e-05,841787,AtFAP3,DOWN
841842,AT1G54040,407.027451865263,-1.08279170948685,0.361329407681733,-2.996688579637,0.00272929371171747,0.0121806343548266,841842,ESP,DOWN
841843,AT1G54050,73.3849154406138,-1.31793531848411,0.320435341586236,-4.1129524351465,3.90630893792244e-05,0.000344759934268804,841843,HSP17.4B,DOWN
841896,AT1G54540,3.25558709119744,-2.4652016615507,0.846283164962242,-2.9129749516649,0.00358003316878256,0.0152130691888717,841896,NHL4,DOWN
841910,AT1G54690,112.524370200826,-1.08972831111079,0.247091672721658,-4.41021868162403,1.03266281339766e-05,0.000110878808960706,841910,G-H2AX,DOWN
841919,AT1G54780,4584.09773248438,-1.66235607951211,0.193139515173932,-8.60702212084911,7.49829813528674e-18,1.13136992891939e-15,841919,AtTLP18.3,DOWN
841970,AT1G55260,634.083920944026,-1.3300358925365,0.279754533898516,-4.7542961109577,1.99138991964384e-06,2.69461477517408e-05,841970,LTPG6,DOWN
842016,AT1G55670,2748.27136156125,-1.14497406800678,0.148673444938903,-7.70126816175753,1.34722426603281e-14,1.14586885546088e-12,842016,PSAG,DOWN
2745833,AT1G56045,716.024030693596,-1.44936042467988,0.233264849823717,-6.21336830549136,5.18606989224532e-10,1.91913839516322e-08,2745833,eL41z,DOWN
842074,AT1G56210,41.3789376040435,-1.21284601990161,0.299630274213368,-4.04780866381323,5.1699380694584e-05,0.000436689285782588,842074,AtHMP10,DOWN
842196,AT1G58270,490.537950869515,-1.11636355055409,0.224857469086587,-4.9647608108771,6.8785791518893e-07,1.06410266950119e-05,842196,ZW9,DOWN
842205,AT1G58360,841.400445626031,-1.4517761194892,0.259556379719875,-5.59329776850801,2.22796700984063e-08,5.38156636620386e-07,842205,AAP1,DOWN
842267,AT1G59740,72.1618061317193,-1.04498997097613,0.348166028246282,-3.00141279216633,0.00268730000618784,0.0120224475703314,842267,AtNPF4.3,DOWN
842354,AT1G60600,338.369388966052,-1.02472259426953,0.263453457941679,-3.88957731766183,0.000100418972109209,0.000768901472573433,842354,ABC4,DOWN
842360,AT1G60660,86.7306396764944,-1.00120920927454,0.199683257282467,-5.01398676534132,5.33136552840369e-07,8.57260227921203e-06,842360,ATCB5LP,DOWN
842379,AT1G60870,593.952354492009,-1.11180866692597,0.169145882587837,-6.57307556007821,4.92864304319119e-11,2.22942664473221e-09,842379,MEE9,DOWN
842386,AT1G60950,13977.8376186712,-1.85022366177631,0.221688842878935,-8.34603869887456,7.05906858641728e-17,8.98868334625355e-15,842386,ATFD2,DOWN
842441,AT1G61470,62.9391318405159,-1.45014773547231,0.328658902990243,-4.41231843190132,1.02269550292514e-05,0.000110273907165628,842441,CAF1e,DOWN
842446,AT1G61520,45722.574358219,-1.19785550485692,0.181371410523341,-6.60443397005374,3.99039014627869e-11,1.84672908681456e-09,842446,LHCA3,DOWN
842455,AT1G61590,0.884563351647612,-3.24864258365628,1.2467469410538,-2.60569525112321,0.00916879989650179,0.0326843870258155,842455,PBL15,DOWN
842534,AT1G62360,52.7719643606289,-1.54431531516575,0.21174286148662,-7.29335243853466,3.02335826324967e-13,2.12106876373016e-11,842534,BUM,DOWN
842536,AT1G62380,2349.25613598475,-1.45164643623926,0.275940733790291,-5.26071818502331,1.43493819442415e-07,2.74632958166548e-06,842536,ACO2,DOWN
842538,AT1G62400,31.9850678896232,-1.49786845243188,0.272265239791473,-5.50150453865905,3.76563917910635e-08,8.58729456278817e-07,842538,HT1,DOWN
842540,AT1G62420,20.9233520424597,-1.13915760118565,0.426048599531854,-2.67377384279016,0.00750030129105854,0.02785302379311,842540,RXR3,DOWN
842547,AT1G62500,107.049054923214,-1.4497976983858,0.440710337716059,-3.28968389055551,0.00100299993527065,0.00534084737106049,842547,DEG27,DOWN
842576,AT1G62770,31.5723691157625,-1.79788251291655,0.671415650269849,-2.67774889100955,0.00741187623101495,0.0275804428197683,842576,PMEI9,DOWN
