,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0048285,BP,GO:0048285,organelle fission,105/4343,221/20875,0.475113122171946,2.28367175347441,9.83293325736837,5.23823100846215e-19,6.87132655815917e-17,3.35700872678534e-17,831114/839145/824876/825279/841186/829211/843928/839419/834213/828912/839286/823396/819903/832060/830913/829506/815898/837423/819954/835175/844215/820208/823970/843271/827261/835619/826539/818131/838675/832467/830311/841256/842187/836362/819931/824630/827156/844068/822195/825338/817819/827271/838135/823975/844108/821383/839140/842804/827054/835234/843839/828396/832059/822331/836773/820123/837893/817411/835166/838831/840448/816667/830445/833741/836473/821947/829704/842672/825523/834671/818827/817921/2745578/821452/831404/821972/836513/844213/832208/821860/831088/824873/844441/841446/834917/821496/824955/821509/834255/835898/828385/827876/822570/818197/835305/835621/828494/824441/827450/832252/824260/835207/839457/842341/843058,105
GO:0044042,BP,GO:0044042,glucan metabolic process,107/4343,231/20875,0.463203463203463,2.22642696163304,9.60695618781604,2.52614496952097e-18,3.05857650495969e-16,1.49427740506645e-16,832220/825831/839292/834677/824749/842035/836523/828801/831970/822338/825650/819903/816556/832157/839579/819069/825025/831846/821259/825838/840099/839256/838037/827298/836408/825079/835035/844082/839880/844225/834088/838138/831596/819834/836698/837610/816747/821313/836213/836595/837160/827940/831608/830399/814637/818766/821783/839467/827612/830847/838257/833656/830665/829376/837716/830559/830090/828501/816697/834426/831140/840953/828564/821127/834883/815247/829936/832042/820845/824746/831233/835641/831769/818580/842961/818682/837095/827550/836702/832497/834978/824742/839531/837698/831618/830315/821589/833975/843185/826481/818349/825117/843319/835257/824383/827185/822590/820265/837619/823850/818212/832706/842839/836609/823634/827051/843133,107
GO:1901607,BP,GO:1901607,alpha-amino acid biosynthetic process,89/4343,177/20875,0.502824858757062,2.41687057945053,9.70259000953271,2.60596204458449e-18,3.05857650495969e-16,1.49427740506645e-16,831666/827122/829277/832326/817170/835571/833841/841405/821050/825317/842935/824484/819954/843869/829921/825259/831169/824872/825500/838140/838445/822396/816232/817329/836707/829387/824923/820320/821292/838431/839868/832223/817437/832736/829106/819152/835466/826975/815134/840006/844395/831660/830292/827027/835427/829510/832872/820660/841433/824015/819022/819654/826769/831255/830888/820166/817519/831061/833535/825167/839817/843742/836210/830442/818978/827715/843612/821147/831490/821845/821977/828213/840011/836625/837292/818195/825068/821482/825376/829949/818912/835286/821287/824130/821203/831270/832365/816812/836709,89
GO:0032787,BP,GO:0032787,monocarboxylic acid metabolic process,184/4343,490/20875,0.375510204081633,1.80492183057888,9.2412654285438,5.77626405820659e-18,6.44053442490035e-16,3.14654384223359e-16,835862/831876/829277/837237/820630/837140/821163/825326/833655/841516/844376/825905/816781/820946/830354/814643/7922308/834591/823556/816808/824568/820006/828222/836163/835571/824060/819945/843384/842693/824385/839031/840296/836279/830144/843703/838147/820862/824459/830586/815842/837583/831759/817832/836724/827788/837236/839434/824599/843048/825655/838140/837330/841699/818138/843028/839315/821543/824002/841900/827043/839891/840069/817437/820257/834876/840138/826580/822525/834813/836519/816124/829574/819337/837610/819845/830108/830912/843835/817548/835006/837147/814962/816765/837731/837888/832268/839429/818437/835895/824702/829420/817523/821870/817165/818379/824208/821967/830751/843182/820812/830052/822102/829954/819664/820239/841863/837386/827612/830332/824033/829227/822181/820951/841367/816893/819205/836367/830825/822475/824779/820288/10723110/829220/820773/821965/834946/816652/830740/835369/834671/820387/835863/828608/828553/828019/831484/842561/817570/822167/820828/828564/831500/844094/830302/827835/827018/830339/817205/825492/840346/831406/828213/837418/816505/819219/830441/841670/816887/820461/842961/837095/817694/815152/818937/838176/834273/833497/815998/829602/828758/839932/837377/822168/823942/820216/844282/843393/828569/816888/841787/838468/828759/837117/835943,184
GO:0015031,BP,GO:0015031,protein transport,180/4343,478/20875,0.376569037656904,1.81001120448719,9.18241427595258,9.58008354721159e-18,1.01731363382295e-15,4.97011853201203e-16,828241/823935/842256/825402/820142/835297/836105/839805/825097/837616/839001/821868/819016/819114/829065/818422/821415/828571/816289/824597/815211/838737/819959/832359/816605/829059/830461/839362/831546/841276/827864/838077/833947/825463/832123/840987/831870/841841/821079/824529/834094/837054/838957/816245/842922/824649/827303/819945/835435/823924/819740/842693/827368/832124/834213/825257/843634/821641/837454/824785/825430/833459/816198/839690/838193/2745966/816310/824539/820132/823749/834706/835643/825162/836484/839800/818915/832340/824451/831621/819330/818380/841599/839620/827637/837606/824250/838106/819069/831021/840321/844050/821074/828557/836381/827055/842372/837448/818317/835217/830626/825344/819896/831565/835612/836300/818821/830707/839158/815065/817107/832102/837340/821342/824812/827605/831675/830005/824118/830382/836892/835645/817711/839315/842301/839047/834750/827934/820197/815060/820629/828875/816701/839517/839288/825488/829726/832987/819185/819358/831524/839374/837091/838263/831810/824048/831041/820144/814640/827922/837659/817429/820777/835320/839248/837378/825654/838767/837205/829369/816018/823827/816386/816936/830273/841512/830890/834483/827144/816623/816342/819589/820876/832327/844294/830369/836579/828494/835615/828774/817439,180
GO:0033014,BP,GO:0033014,tetrapyrrole biosynthetic process,50/4343,79/20875,0.632911392405063,3.042142601072,9.32061914584903,3.10339396890585e-16,2.88357022944168e-14,1.40877752535857e-14,837528/829322/819059/841439/842700/836476/843330/817056/843310/839489/821673/827991/837610/834442/816538/818633/818093/820069/818766/831207/830724/821840/827230/837374/835507/817589/824861/817196/821181/818644/834757/820722/828851/834085/824345/827580/836751/835937/839009/828611/824034/5007676/827479/820628/828029/817195/824885/834633/831984/828853,50
GO:0033013,BP,GO:0033013,tetrapyrrole metabolic process,61/4343,109/20875,0.559633027522936,2.68992388891119,9.06648662679656,8.15277174356513e-16,6.73358555116675e-14,3.28971491407014e-14,837528/829322/819059/831225/821463/821082/841439/842700/842073/836476/843330/817056/843310/839489/829854/830372/821673/827991/837610/834442/816538/818633/818093/820069/818766/831207/830724/821840/827230/837374/835507/817589/824861/817196/821181/818644/834757/833552/820722/828851/834085/824345/827580/836751/835937/816623/839009/828611/824034/5007676/827479/820628/828029/817195/824885/833840/837377/834633/839472/831984/828853,61
GO:0048366,BP,GO:0048366,leaf development,161/4343,436/20875,0.369266055045872,1.77490879555205,8.38106230262291,3.9674994352844e-15,3.05087025540835e-13,1.49051249202154e-13,827740/829431/822330/821718/825452/829157/836617/831157/831594/832196/841851/818982/817382/838512/835701/831508/831764/838002/841072/822318/821453/841853/824589/837384/820052/829025/819952/816762/821610/826870/843736/829605/820292/827642/828372/839286/821463/825650/843703/829056/831213/842760/830019/824390/831492/828328/836497/830756/829660/825648/829743/816875/821781/828558/841262/821259/829390/838333/839401/842071/816870/827605/829626/827125/837997/827173/828890/824112/824002/842268/831171/844375/816908/820582/828096/830701/844095/820060/829930/830566/825528/838138/816181/837610/3768574/836861/825338/836584/819300/834442/820732/832268/824457/839901/827123/842529/842311/843693/830751/819424/816815/828240/821783/820777/842858/839329/836710/817962/838363/827609/827568/818213/830445/835467/834197/839108/820723/830360/835648/816640/819127/837989/828645/832093/818362/829175/825828/828908/836845/828263/837048/823899/825775/817173/817199/827914/828475/818820/837654/827588/824229/820658/816940/830735/841842/824775/831234/844282/829392/843393/829311/828569/830889/817788/826750/3768521/832582/835307/818854/836053/818853,161
GO:0000725,BP,GO:0000725,recombinational repair,57/4343,102/20875,0.558823529411765,2.68603296718181,8.74886254789752,7.79687756974874e-15,5.43344905641866e-13,2.65452904101643e-13,820589/819671/829211/835101/842783/844312/842992/824027/817585/835619/835797/829727/833791/816985/816142/820746/834960/823975/836584/828153/838161/815415/840026/835514/820432/828443/832338/841056/834670/842858/820123/839329/830659/822101/840448/831710/836473/837359/842384/815890/834492/825124/828016/830696/832208/828615/827854/821860/819743/835721/836221/827651/832830/828230/832495/837636/817404,57
GO:0000902,BP,GO:0000902,cell morphogenesis,172/4343,481/20875,0.357588357588358,1.71877894650172,8.17432187232054,1.38354149743299e-14,8.81513582650165e-13,4.30666300704707e-13,821312/827481/825831/827468/824280/820142/842275/836617/3770404/839141/818982/841276/824568/820419/820600/836163/824309/822317/817306/820201/839323/843224/842251/834213/837454/825107/831400/832846/828972/831809/836801/814896/819903/816556/824269/832157/818380/824986/836156/843512/828120/838713/841891/821074/829654/842992/835217/831565/829390/816519/838333/839401/828814/836723/824043/832051/839256/816539/819230/827298/840336/839370/821626/837958/841511/836408/823959/824002/814835/844301/844375/817444/835035/844082/819627/830737/816290/834876/829750/833791/836519/838571/841733/825338/843546/834756/836555/843886/842806/843756/840052/825234/840032/842529/824702/818102/829600/832409/829016/843182/828396/831383/820651/844348/831959/827922/820777/835761/839937/836710/829913/821884/817411/820450/821224/838203/838371/824863/816346/830000/814838/831736/830445/831411/835702/832498/830794/842672/817121/818827/836209/843509/828645/822543/827328/837394/830453/818130/28718283/818978/839218/821519/815247/837388/842999/817134/832073/835641/837654/824229/826851/842777/843671/818656/831725/843911/828940/844288/827503/838443/830066/821324/838608/818341/837657/829610/841373/816598/834664/3768521/833982/822457,172
GO:0061024,BP,GO:0061024,membrane organization,111/4343,269/20875,0.412639405204461,1.98338650325653,8.32029245053609,1.56316865637826e-14,9.68296139923198e-13,4.73064198640788e-13,829037/838324/839154/819122/817595/838600/821163/828700/842275/815211/832359/830461/817912/831546/825231/814689/817170/837737/833947/825463/814675/837404/820600/825736/834094/837054/837198/819740/827368/825430/827210/838193/830364/820132/834798/838158/828304/827341/830785/829362/834718/835918/844050/825521/827055/819896/818821/819128/842073/837340/820236/832346/840099/824118/835645/822407/817711/815275/826763/836348/822306/831086/820197/826935/818514/827512/816701/840144/816633/832987/819185/842833/817646/814640/821840/817429/837378/818086/839566/835467/10723110/817569/829306/843812/816386/822055/818051/829696/841244/839753/827144/823899/833476/816623/841033/816342/820461/830699/821680/843139/819295/817673/832500/840472/825466/827759/831975/828181/839343/828774/818854,111
GO:0009733,BP,GO:0009733,response to auxin,143/4343,381/20875,0.375328083989501,1.80404645481944,8.1183041730512,3.08717986405232e-14,1.86065164779369e-12,9.09027356840441e-13,825831/826728/824330/844193/835537/825905/829404/831094/818540/819927/832196/837960/838144/824564/28717252/827397/817382/834591/835882/837151/814953/832523/832224/834610/821610/820292/839286/831213/842760/830019/814997/844295/842951/830756/831539/825648/832179/829654/837318/841262/829390/816519/817055/836724/826984/819215/835062/828541/827605/837997/837498/839913/837306/842268/831171/839949/828982/820447/829029/825473/816290/821879/844105/822525/829627/841860/836437/842632/843886/819339/814726/816538/840234/832205/823914/825505/843693/819633/820612/814670/821663/828045/829913/830693/827102/840058/816798/823286/836367/834409/834390/844441/816657/827328/818903/28718283/829628/829629/827103/815247/830040/829424/827127/817134/817956/828358/830041/837403/821852/826497/831515/818033/828440/841717/822519/818390/839822/816658/836598/831348/828920/844046/836451/821123/843393/839570/838070/838916/831310/834792/838128/843952/831668/831670/829631/831669/820297/831078/840056/832840/816812/829361/28719402,143
GO:0006260,BP,GO:0006260,DNA replication,75/4343,157/20875,0.477707006369427,2.29613947915307,8.35531267419535,3.82958613785788e-14,2.16346339298548e-12,1.05696701049798e-12,818570/839987/837513/835914/835624/828120/816875/819896/844215/837997/838490/817340/817292/821626/829114/826707/829727/832836/838771/818812/818043/824226/844068/816985/821600/836517/816142/820746/841506/834960/824368/831145/831023/837333/828153/832272/815415/818650/817506/834193/840026/838127/842613/841056/842991/843052/834670/835166/843086/822101/823286/837406/842384/822324/837346/816715/834492/818332/826875/818827/814641/825111/844213/832208/819743/836845/818444/832830/834508/832503/837238/837636/816632/832610/817518,75
GO:0006974,BP,GO:0006974,DNA damage response,144/4343,388/20875,0.371134020618557,1.78388733143274,7.98850259855509,7.10915577350477e-14,3.68684124998038e-12,1.801218170276e-12,819106/839145/838260/837513/817745/820589/838002/819671/838268/829211/819648/825353/843403/838935/835101/842783/844224/837726/834138/824422/819971/822427/839286/833835/831926/824162/830019/841463/836159/844312/817562/842992/829390/817716/824027/830834/817585/835619/817292/841256/835797/834717/829727/828147/832836/834370/838771/824630/844095/836745/827156/816759/822040/831369/833791/844068/841536/816985/843207/821600/830705/836517/816142/838188/820746/841506/837882/834960/817690/821195/818224/823975/836584/821383/837333/828153/832272/838161/815415/818650/828049/843467/817506/840026/835514/820432/828443/832338/841056/829206/824001/842991/823847/834670/842858/820123/824051/839329/819713/835166/830659/834601/822101/823286/840448/831710/836473/837359/824375/837406/842384/822324/837346/815890/834492/829704/825124/828016/830696/836513/832208/828615/820718/827854/821860/834503/814803/819743/835721/816748/836208/819372/836221/827651/832830/828230/844410/835567/832495/837636/827450/817404/821394/822045,144
GO:0097435,BP,GO:0097435,supramolecular fiber organization,83/4343,184/20875,0.451086956521739,2.16818793861186,8.15766646950731,9.77154711420476e-14,4.95239774197196e-12,2.41950987157941e-12,817676/828991/836883/3770404/836110/822317/836111/835554/820052/839878/832393/828972/829056/814896/841458/829654/821819/830707/815304/839678/838333/830557/836723/826539/816539/818131/819230/821277/838614/836408/823959/844366/844375/835035/821534/830737/816290/822136/829750/828777/819717/835516/838571/822157/839791/825338/816747/836595/824543/829600/835234/832409/829016/831959/818595/836773/834889/835761/819943/821884/838990/817411/824985/830445/835616/830483/837558/819774/843509/817539/827328/837394/818454/827588/817886/839246/816548/828845/834901/824260/837657/818577/828449,83
GO:0005982,BP,GO:0005982,starch metabolic process,44/4343,72/20875,0.611111111111111,2.9373576892573,8.44011045799383,1.16223646923795e-13,5.75952739200141e-12,2.81383566236557e-12,822338/839579/825025/831846/821259/840099/834088/838138/836698/837610/818766/837716/816697/840953/828564/821127/834883/832042/820845/824746/831769/818580/842961/818682/827550/832497/834978/824742/839531/831618/830315/821589/833975/826481/825117/843319/835257/824383/827185/820265/837619/818212/832706/836609,44
GO:1901137,BP,GO:1901137,carbohydrate derivative biosynthetic process,158/4343,447/20875,0.353467561521253,1.69897198866133,7.65659480945171,4.95011634369458e-13,2.16446263655665e-11,1.05745519416386e-11,837766/825458/839418/824256/837277/829277/816264/824280/844193/841232/833655/839292/843775/840113/841394/824749/843659/819579/831801/828801/837466/818747/831764/838368/841853/838646/817294/842339/824385/822338/817083/839031/839879/842476/843462/831104/836801/835643/831926/816556/838226/841584/831347/814701/836306/829351/821668/819061/837318/5007658/830063/818610/828392/835415/836047/837184/829440/816680/834391/829626/822396/824043/814998/831337/831888/831009/824930/828757/821577/839891/818892/820447/817332/839420/831882/826975/834088/819820/841733/828100/837610/826702/819845/830153/827853/835006/818382/834634/834523/816765/842375/839429/841433/837341/815963/816134/820656/830985/844345/823847/841763/821663/841863/837348/827230/822181/820951/839197/816715/829359/837716/816652/829306/839964/820140/827035/836210/834060/836263/835110/839601/837388/821399/839993/825797/827743/820128/840346/838210/833928/831769/818580/826551/842553/820461/824770/843530/843749/839224/825068/842897/833497/832497/839531/827553/818912/827011/836451/830662/826811/824557/831270/838211/832365/821508/818212/844013/830663,158
GO:0042440,BP,GO:0042440,pigment metabolic process,83/4343,190/20875,0.436842105263158,2.09971884581359,7.80487157544956,8.4016349355423e-13,3.60300882812679e-11,1.7602615705033e-11,837528/844193/829322/819059/817382/831225/834719/824980/820292/843462/821463/831213/842760/821082/841439/842700/836476/840099/843330/817056/843310/839489/829854/827061/830372/821673/831587/827991/837610/837193/834442/816538/5007993/835028/818633/818093/829561/819424/818766/831207/830724/821840/827230/837374/835507/817589/824861/817196/821181/818644/834757/833552/820722/828851/834085/824345/828865/827580/840067/822159/824479/835937/816623/828213/839009/828611/824034/5007676/835806/827479/820628/834291/828029/817195/824885/822623/828387/830471/831586/834633/831984/828853/835489,83
GO:0051276,BP,GO:0051276,chromosome organization,91/4343,216/20875,0.421296296296296,2.02499658880617,7.76121481043064,8.70563973027022e-13,3.66293898084955e-11,1.78954063968812e-11,842256/838268/829211/837384/816475/835208/835624/844406/831005/824632/816519/844215/820208/823970/826539/830024/830311/841256/829727/836362/815060/844095/820629/827156/822195/820189/816142/825338/817819/827271/838135/823975/844108/839140/828153/815415/820636/818650/831111/842804/840026/835514/841471/830439/841056/828396/830291/834670/820123/824051/837893/817411/835166/830659/820238/831828/838831/830445/833741/837359/842384/815890/834492/825523/825124/817921/830696/831404/821972/836513/844213/832208/828615/821860/824873/839431/819743/834917/821496/836221/827651/821951/832830/835898/828385/815069/837636/827450/835207/816705/843058,91
GO:0071214,BP,GO:0071214,cellular response to abiotic stimulus,89/4343,210/20875,0.423809523809524,2.03707663125117,7.74172689763051,1.03323373722312e-12,4.18929315274102e-11,2.04669266607834e-11,818936/821170/838600/836366/816733/832196/839141/817170/842462/832018/835111/839323/829710/840339/814896/821781/834754/818561/833570/819402/835657/819383/819271/827173/843330/841755/820220/831793/817365/835840/824559/841375/827778/839268/835972/829567/816538/844143/819424/842991/835926/819713/832097/823721/821420/817569/829747/815055/831928/837332/844279/827854/843129/814714/819743/838761/817761/814823/842526/818903/818273/840100/817134/837376/835868/829571/827842/836554/839449/827588/818027/819311/839405/827154/837455/829115/831218/818029/822391/836451/825754/839300/830471/838916/816092/839815/831453/818854/818596,89
GO:0104004,BP,GO:0104004,cellular response to environmental stimulus,89/4343,210/20875,0.423809523809524,2.03707663125117,7.74172689763051,1.03323373722312e-12,4.18929315274102e-11,2.04669266607834e-11,818936/821170/838600/836366/816733/832196/839141/817170/842462/832018/835111/839323/829710/840339/814896/821781/834754/818561/833570/819402/835657/819383/819271/827173/843330/841755/820220/831793/817365/835840/824559/841375/827778/839268/835972/829567/816538/844143/819424/842991/835926/819713/832097/823721/821420/817569/829747/815055/831928/837332/844279/827854/843129/814714/819743/838761/817761/814823/842526/818903/818273/840100/817134/837376/835868/829571/827842/836554/839449/827588/818027/819311/839405/827154/837455/829115/831218/818029/822391/836451/825754/839300/830471/838916/816092/839815/831453/818854/818596,89
