,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0090693,BP,GO:0090693,plant organ senescence,58/1678,176/20875,0.329545454545455,4.09967900097519,12.2090116502651,1.87154088828322e-21,1.6282405728064e-19,1.23925088392087e-19,826642/818959/815864/821706/818171/820307/843353/832476/818902/822092/834489/843656/28717391/834629/833948/838272/836040/839324/840317/832524/839864/828534/818505/828053/828481/833738/843282/837660/831156/827634/817103/822299/831654/824408/819561/820214/821185/836383/830779/815862/824807/819129/833957/827297/831024/835238/821061/831345/834630/840139/844081/841899/828849/838510/838668/840318/825251/842743,58
GO:0009415,BP,GO:0009415,response to water,103/1678,471/20875,0.218683651804671,2.72051324876192,11.1658799120376,2.96297864238208e-21,2.46061908165094e-19,1.87277262516111e-19,815949/818414/838122/822298/839488/842862/837082/820155/826796/832474/819332/833998/836040/838107/831174/833862/834244/818354/6240315/819248/841722/839515/821904/828053/824082/837075/819365/6240283/820538/839889/819562/817901/819392/832750/818353/817103/820789/843057/840150/823846/838483/828081/825927/832703/820214/821185/828444/837210/824807/838420/834758/838896/818097/819221/821569/841849/842010/825362/840250/825481/821495/842114/831117/832206/816622/830154/820956/830565/819280/5007997/828520/821975/824355/831765/818429/819715/818166/828849/817215/842580/821005/837413/828713/817925/819331/822041/822207/843258/824786/844174/824921/839666/839907/818706/818435/837414/843262/838535/842281/828945/817608/818701/823815,103
GO:0019748,BP,GO:0019748,secondary metabolic process,88/1678,371/20875,0.237196765498652,2.95082388544956,11.2090255200833,9.2265614554138e-21,7.02371990793376e-19,5.34574021166738e-19,825182/820564/817496/836802/832525/843126/843329/842880/817628/825184/822298/839488/829955/830416/818902/817495/820403/836368/842945/828364/843328/843799/820083/831174/827678/839295/820316/839515/820402/832145/842720/827931/838136/826844/838288/836533/838289/834871/814822/6241037/837768/843161/831202/842479/814770/843600/826456/817869/843661/839479/824408/819055/844421/822042/824807/838708/829572/842478/835828/840272/820331/817498/821677/830078/830154/829779/820209/832383/817491/818429/838438/821710/834106/827000/839768/837304/842261/844174/817599/827912/818706/836499/836475/838668/823706/842281/831183/835504,88
GO:0002831,BP,GO:0002831,regulation of response to biotic stimulus,63/1678,220/20875,0.286363636363636,3.56247968360602,11.2964323784202,1.31158995320789e-19,9.21644170965696e-18,7.0146167133102e-18,838338/821832/834101/822298/824681/817495/831173/841606/817828/832474/824763/830142/833963/2745743/824073/835358/836686/28720712/822184/843716/6241037/832750/825139/832618/829308/824405/837800/824408/830401/837210/824807/829589/833957/831158/820141/827493/844423/832170/837999/821808/826884/843620/822093/825706/838336/842432/825434/828457/10723040/818549/831345/827085/822474/836377/834768/828782/820355/842733/821788/817049/821717/842281/826918,63
GO:0032101,BP,GO:0032101,regulation of response to external stimulus,65/1678,235/20875,0.276595744680851,3.44096315268937,11.1255744336061,2.55549571826694e-19,1.66746095616918e-17,1.26910144504911e-17,838338/831147/821832/834101/822298/824681/817495/831173/841606/817828/832474/824763/819120/830142/833963/2745743/824073/835358/836686/28720712/822184/843716/6241037/832750/825139/832618/829308/824405/837800/824408/830401/837210/824807/829589/833957/831158/820141/827493/844423/832170/837999/821808/826884/843620/822093/825706/838336/842432/825434/828457/10723040/818549/831345/827085/822474/836377/834768/828782/820355/842733/821788/817049/821717/842281/826918,65
GO:0009611,BP,GO:0009611,response to wounding,69/1678,268/20875,0.257462686567164,3.20294015619163,10.7311149342629,1.41573687580783e-18,8.91914231758935e-17,6.78834269670472e-17,843660/834101/817022/834646/832474/834485/820321/838107/834469/820429/822119/834378/835085/824608/832145/820591/824582/842405/844028/838185/6241037/838179/834484/819392/843740/836103/825291/5008297/838483/830779/839265/818046/838708/830894/844423/841602/830520/841944/843998/826958/837125/836518/817553/834842/817841/821048/830457/838310/843500/817876/842428/820619/829623/842580/828713/823620/814753/827381/817599/838707/842733/838501/839666/844276/839349/828151/823426/823706/826409,69
GO:0000302,BP,GO:0000302,response to reactive oxygen species,50/1678,167/20875,0.29940119760479,3.72467222884386,10.4516668501765,1.01051985278164e-16,5.76943678447518e-15,4.3911076497518e-15,820564/821135/843660/838122/828414/839488/832476/838212/828413/828271/834678/837429/834244/828053/836011/842405/28720712/837075/828481/821047/837252/817155/838483/831076/820264/824807/833957/832820/831075/823964/826884/821048/827622/835019/826718/837405/816248/828713/831720/837304/838652/819961/841709/819767/833746/840318/834532/842280/819567/843864,50
GO:0071446,BP,GO:0071446,cellular response to salicylic acid stimulus,33/1678,77/20875,0.428571428571429,5.33160224757364,11.258104651759,1.04859085167388e-16,5.80538026063085e-15,4.41846416287463e-15,815864/833667/821135/820307/832320/838107/831826/839748/814985/836686/824257/831156/824405/824408/838043/830401/831863/824807/823964/834545/830587/817841/827085/820355/842733/821788/828151/827710/821251/839846/838812/843864/839735,33
GO:0009753,BP,GO:0009753,response to jasmonic acid,58/1678,220/20875,0.263636363636364,3.27974320078015,10.0500172050283,2.4579422283222e-16,1.28304584318419e-14,9.76523814620639e-15,838122/843353/836602/842862/817022/834646/820155/841160/824763/832686/838107/831174/839748/834469/819248/824212/842405/844028/6240283/828481/827725/821780/821902/837768/843740/824306/820789/827834/5008204/824405/824408/830779/818046/824807/818626/838896/842861/818489/841944/834545/837125/836518/817841/838310/842428/834768/829623/842580/823620/822207/820355/842733/838501/844276/828151/823426/827710/821251,58
GO:0009626,BP,GO:0009626,plant-type hypersensitive response,32/1678,82/20875,0.390243902439024,4.85479229047356,10.340260179084,7.79495319651592e-15,3.65163576667554e-13,2.77925321797504e-13,838508/838338/829955/831173/824608/828420/836686/824257/837365/824405/824408/838043/817197/815862/829589/831158/827493/823964/832170/834892/826884/843620/834660/10723040/820355/823593/821676/839846/821607/821717/842281/839735,32
GO:0009404,BP,GO:0009404,toxin metabolic process,27/1678,61/20875,0.442622950819672,5.50640887864163,10.4207714658393,2.41081348983239e-14,1.04870386807709e-12,7.98166571445762e-13,817496/843329/817628/822298/818902/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/824408/824807/817498/830154/817491/818429/842261/844174/823706,27
GO:0042430,BP,GO:0042430,indole-containing compound metabolic process,32/1678,87/20875,0.367816091954023,4.57578123929692,9.88112399346348,5.56389911273741e-14,2.31028265431165e-12,1.75835184878615e-12,817628/823555/822298/818902/817495/841032/837075/6241037/826456/824408/829566/824807/838708/816952/835828/824629/814980/830154/839103/830457/818429/838438/822529/818588/828484/828815/822530/832812/823706/842281/835504/827088,32
GO:0043067,BP,GO:0043067,regulation of programmed cell death,33/1678,94/20875,0.351063829787234,4.36737630918266,9.6739645841455,1.06379628402272e-13,4.31901291313226e-12,3.28719272793923e-12,838338/831173/837408/822119/830902/828614/817807/837783/817746/842710/824405/836574/834210/824188/827714/829566/829589/833957/834758/831158/827493/843620/10723040/834842/824900/839561/838779/820355/835203/821717/834543/844252/836158,33
GO:0042537,BP,GO:0042537,benzene-containing compound metabolic process,28/1678,74/20875,0.378378378378378,4.70718036272268,9.44494871697676,9.18500290166211e-13,3.49604172944514e-11,2.6608308844508e-11,826642/841032/832524/829869/842720/838288/827371/838289/843716/843810/830058/832750/814770/824408/829566/820141/830894/817876/818986/836377/818588/828685/816894/836475/839846/826918/839735/818701,28
GO:0009636,BP,GO:0009636,response to toxic substance,46/1678,184/20875,0.25,3.11010131108462,8.49970032185104,2.3649429930079e-12,8.81785887392947e-11,6.71125605534574e-11,817496/843329/823555/842203/817495/836368/843328/843799/820083/814938/835511/839295/839515/841082/827931/832290/838288/836533/838289/838907/814822/814770/843027/832537/839479/821934/842650/824120/817498/828669/818252/821935/817491/835019/837405/816248/844385/842261/844174/827912/824119/838652/843454/842281/843864/814906,46
GO:0002682,BP,GO:0002682,regulation of immune system process,35/1678,120/20875,0.291666666666667,3.62845152959873,8.53711953333904,9.10081972021185e-12,3.26023482918177e-10,2.48135868945301e-10,838338/815949/821832/834101/831173/817828/832474/833523/2745743/824073/836686/28720712/832618/824405/824807/829589/833957/831158/820141/827493/832170/826884/843620/838336/842432/825434/10723040/818549/834768/843068/820355/817049/818291/821717/842281,35
GO:0050776,BP,GO:0050776,regulation of immune response,35/1678,120/20875,0.291666666666667,3.62845152959873,8.53711953333904,9.10081972021185e-12,3.26023482918177e-10,2.48135868945301e-10,838338/815949/821832/834101/831173/817828/832474/833523/2745743/824073/836686/28720712/832618/824405/824807/829589/833957/831158/820141/827493/832170/826884/843620/838336/842432/825434/10723040/818549/834768/843068/820355/817049/818291/821717/842281,35
GO:0044550,BP,GO:0044550,secondary metabolite biosynthetic process,43/1678,177/20875,0.242937853107345,3.02224534184495,7.98800670897001,3.35982311296479e-11,1.18046092834359e-09,8.98446625956779e-10,820564/843126/817628/822298/829955/830416/818902/817495/828364/820316/832145/842720/826844/6241037/837768/831202/842479/843600/826456/824408/844421/822042/824807/829572/842478/835828/821677/830078/830154/829779/832383/818429/838438/834106/827000/839768/837304/817599/827912/836475/823706/831183/835504,43
GO:0010243,BP,GO:0010243,response to organonitrogen compound,39/1678,157/20875,0.248407643312102,3.09029174859364,7.77257557298539,1.33992198249661e-10,4.37149546789518e-09,3.32713710315417e-09,818959/815949/830991/834896/834895/817459/841606/817022/817458/834646/832660/837429/819248/818064/823752/837365/817460/819940/836103/817923/826456/824489/843997/821036/834207/836301/832950/842428/842580/837441/842733/839666/824693/823706/821717/842281/826409/828942/827088,39
GO:1901615,BP,GO:1901615,organic hydroxy compound metabolic process,65/1678,363/20875,0.179063360881543,2.22762077377962,6.9758265394268,7.0650194015806e-10,2.15129840778129e-08,1.6373492332435e-08,827562/826642/821135/842880/818013/832524/829869/829559/842720/816041/828732/827371/843716/839889/817901/829560/843810/830058/832750/816173/814770/822299/824408/835480/816040/817457/827526/835987/820141/835991/830894/816412/817525/816218/836477/818252/831604/842805/10723114/837168/820139/817693/841899/818986/836377/837122/828685/816894/844385/829473/816152/818706/836475/838668/831884/839846/828805/826918/820850/817257/838224/835504/832482/839735/818701,65
GO:0009407,BP,GO:0009407,toxin catabolic process,19/1678,46/20875,0.41304347826087,5.13842825309634,8.30734547220728,7.18696439956027e-10,2.15255474721256e-08,1.63830543085748e-08,817496/843329/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/817498/817491/842261/844174,19
GO:0045088,BP,GO:0045088,regulation of innate immune response,30/1678,107/20875,0.280373831775701,3.48796408719771,7.62817756594396,7.90123222951961e-10,2.32831472311812e-08,1.77207602295338e-08,838338/821832/834101/831173/817828/832474/2745743/824073/836686/28720712/824405/824807/829589/833957/831158/820141/827493/832170/826884/843620/838336/842432/825434/10723040/818549/834768/820355/817049/821717/842281,30
GO:0009699,BP,GO:0009699,phenylpropanoid biosynthetic process,29/1678,104/20875,0.278846153846154,3.46895915467131,7.46249421337007,1.73400940782941e-09,4.95005498141302e-08,3.76747767720831e-08,820564/843126/829955/830416/828364/820316/832145/842720/826844/831202/842479/843600/844421/822042/829572/842478/821677/830078/829779/832383/834106/827000/839768/837304/817599/827912/836475/831183/835504,29
GO:0010038,BP,GO:0010038,response to metal ion,49/1678,247/20875,0.198380566801619,2.46793464361371,6.86133731784222,2.81219847266219e-09,7.668487476946e-08,5.83647161411901e-08,818959/834473/843353/824349/843842/834489/833892/827114/837408/838107/830142/835511/828641/839295/838184/839515/827931/838832/838907/821270/818630/829439/843027/836638/828255/821817/817197/842650/835437/826791/824915/828512/824355/825138/817362/837405/832858/833894/838779/831720/816847/828891/833895/821378/838472/841709/825804/831774/826409,49
GO:0002221,BP,GO:0002221,pattern recognition receptor signaling pathway,14/1678,27/20875,0.518518518518518,6.45058049706441,8.37866016901599,3.28841833555709e-09,8.8081011309171e-08,6.7038294552136e-08,821832/817828/832474/2745743/824073/836686/820141/832170/842432/825434/818549/817049/821717/842281,14
GO:0006749,BP,GO:0006749,glutathione metabolic process,21/1678,60/20875,0.35,4.35414183551847,7.69220724329954,3.37475139115598e-09,8.8081011309171e-08,6.7038294552136e-08,817496/843329/817495/836368/843328/843799/820083/839295/839515/827931/838288/838289/814822/814770/839479/817498/817491/822003/842261/844174/843864,21
GO:0042435,BP,GO:0042435,indole-containing compound biosynthetic process,21/1678,60/20875,0.35,4.35414183551847,7.69220724329954,3.37475139115598e-09,8.8081011309171e-08,6.7038294552136e-08,817628/823555/822298/818902/817495/6241037/826456/824408/824807/835828/824629/814980/830154/839103/830457/818429/838438/828484/828815/823706/835504,21
GO:0009696,BP,GO:0009696,salicylic acid metabolic process,19/1678,50/20875,0.38,4.72735399284863,7.801448984012,3.84810318882212e-09,9.90209088165918e-08,7.5364630280712e-08,826642/832524/829869/827371/843716/843810/830058/832750/824408/820141/830894/818986/836377/828685/816894/839846/826918/839735/818701,19
GO:0016054,BP,GO:0016054,organic acid catabolic process,38/1678,169/20875,0.224852071005917,2.79725088334238,6.93563274851229,4.76670843730009e-09,1.19298305684209e-07,9.07977194761848e-08,826642/821135/817022/833862/841032/832524/831599/814732/814770/829452/835480/839508/829566/817457/838739/842864/830154/834660/831604/837168/817876/843947/829623/828798/818879/818588/830635/827381/819865/819870/843565/827841/820462/827314/836635/832812/814906/827088,38
GO:0046395,BP,GO:0046395,carboxylic acid catabolic process,38/1678,169/20875,0.224852071005917,2.79725088334238,6.93563274851229,4.76670843730009e-09,1.19298305684209e-07,9.07977194761848e-08,826642/821135/817022/833862/841032/832524/831599/814732/814770/829452/835480/839508/829566/817457/838739/842864/830154/834660/831604/837168/817876/843947/829623/828798/818879/818588/830635/827381/819865/819870/843565/827841/820462/827314/836635/832812/814906/827088,38
GO:0071496,BP,GO:0071496,cellular response to external stimulus,47/1678,238/20875,0.197478991596639,2.4567186827055,6.68225465157498,6.85681150625158e-09,1.67031928292288e-07,1.27127691224678e-07,838122/844398/832474/819332/819120/819609/843632/28717277/819730/834574/828053/820034/837075/834353/832801/842527/843740/843161/822299/824124/819816/838420/838739/821049/824120/828287/824754/843444/825794/820956/816141/836558/834630/828638/841899/827960/844174/838652/838472/839349/838909/824384/841765/826630/835681/820798/819941,47
GO:0031668,BP,GO:0031668,cellular response to extracellular stimulus,46/1678,231/20875,0.199134199134199,2.47731013523624,6.67517840584736,7.53103763115937e-09,1.81042180949055e-07,1.37790868570104e-07,838122/844398/832474/819332/819120/819609/843632/28717277/819730/834574/828053/820034/837075/834353/832801/842527/843740/843161/822299/824124/819816/838420/838739/821049/824120/828287/824754/843444/825794/820956/816141/836558/834630/828638/841899/827960/844174/838652/838472/839349/838909/824384/841765/826630/820798/819941,46
GO:0009991,BP,GO:0009991,response to extracellular stimulus,57/1678,320/20875,0.178125,2.2159471841478,6.48056834799766,9.53072576587068e-09,2.20413113598047e-07,1.67756012481215e-07,820564/815949/831147/838122/844398/832474/819332/819120/819609/843632/28717277/819730/834574/830421/828053/820034/837075/834353/832801/842527/843740/843161/843027/822299/824124/840446/819816/838420/838739/821049/824120/828287/824754/843444/825794/820956/816141/836558/834630/828638/841899/827960/844174/838652/838472/839907/818721/819961/839349/838909/824384/841765/826630/828805/820798/819941/842185,57
GO:0009408,BP,GO:0009408,response to heat,55/1678,304/20875,0.180921052631579,2.25073121196914,6.49464194224505,9.8423490986145e-09,2.24774647539609e-07,1.71075567885128e-07,818414/838122/842203/837429/831856/838107/829853/828641/837430/820049/835341/836103/825291/837252/820019/817155/831076/817575/834913/831075/821855/823875/829073/841687/834207/820438/820091/816622/820102/830601/832267/834842/831765/818429/827622/832950/817925/828929/819331/822041/837304/826849/842733/817304/835421/833746/820249/835248/841592/842281/843125/842280/837865/838224/819567,55
GO:0044282,BP,GO:0044282,small molecule catabolic process,46/1678,234/20875,0.196581196581197,2.44554974888706,6.5744244606483,1.14713206473853e-08,2.58742010157691e-07,1.96928064654919e-07,826642/821135/817022/834475/833862/841032/832524/831599/828732/814732/814770/827834/829452/835480/839508/829566/817457/838739/839942/842864/830154/834660/831604/837168/817876/817693/843947/829623/828798/837122/818879/818588/830635/844385/827381/819865/819870/843565/827841/816152/820462/827314/836635/832812/814906/827088,46
GO:0071215,BP,GO:0071215,cellular response to abscisic acid stimulus,49/1678,261/20875,0.187739463601533,2.3355550075578,6.4192314270271,1.84104561542164e-08,4.0525184811751e-07,3.08436430941279e-07,842978/838122/822092/841606/831700/826796/836040/838107/839324/843631/837075/834360/842890/831156/832750/817807/818916/842710/843418/814683/838922/838470/839265/828444/838420/818626/817544/825481/843106/816235/843257/819280/817553/821182/10723114/817876/818609/830996/842580/821005/843258/829651/837255/836739/829473/821676/818706/823706/832215,49
GO:0097306,BP,GO:0097306,cellular response to alcohol,49/1678,261/20875,0.187739463601533,2.3355550075578,6.4192314270271,1.84104561542164e-08,4.0525184811751e-07,3.08436430941279e-07,842978/838122/822092/841606/831700/826796/836040/838107/839324/843631/837075/834360/842890/831156/832750/817807/818916/842710/843418/814683/838922/838470/839265/828444/838420/818626/817544/825481/843106/816235/843257/819280/817553/821182/10723114/817876/818609/830996/842580/821005/843258/829651/837255/836739/829473/821676/818706/823706/832215,49
GO:0071395,BP,GO:0071395,cellular response to jasmonic acid stimulus,28/1678,111/20875,0.252252252252252,3.13812024181512,6.67759752778304,3.65586939470754e-08,7.76659695829148e-07,5.91114255863973e-07,836602/824763/832686/838107/839748/819248/828481/821780/821902/820789/824405/824408/824807/818626/834545/836518/817841/838310/834768/822207/820355/842733/838501/844276/828151/823426/827710/821251,28
GO:0009838,BP,GO:0009838,abscission,16/1678,41/20875,0.390243902439024,4.85479229047356,7.30447009763973,4.20242498515794e-08,8.43717631635557e-07,6.42151926592672e-07,818785/824918/843208/824802/822153/829956/843810/819988/817746/828967/824408/823964/829712/831345/841591/821676,16
GO:0062197,BP,GO:0062197,cellular response to chemical stress,30/1678,126/20875,0.238095238095238,2.96200124865202,6.53082583395855,4.97323514350412e-08,9.7700006528839e-07,7.43592939962529e-07,820564/821135/842909/838212/842945/834678/842368/828641/823679/837075/829946/842527/831156/842710/836423/832477/825817/834842/820728/814721/836286/837405/816248/837304/818708/819961/840318/840181/843864/842910,30
GO:0044242,BP,GO:0044242,cellular lipid catabolic process,28/1678,114/20875,0.245614035087719,3.0555381301884,6.50632816189921,6.77861683119321e-08,1.30363504743053e-06,9.92194219834485e-07,827562/821135/819730/829417/839889/839508/839691/817457/819107/821243/842864/826790/826791/831604/817876/843785/843947/818879/827381/819865/819870/816152/821175/820462/827314/836635/832812/827088,28
GO:0032787,BP,GO:0032787,monocarboxylic acid metabolic process,74/1678,490/20875,0.151020408163265,1.87875507771643,5.81959369931202,9.622235357696e-08,1.77573979782935e-06,1.35151227086831e-06,838508/827562/826642/815864/821135/842880/823555/832524/829869/843838/835358/821249/837075/827371/843716/839889/831483/817901/6241037/843810/820709/830058/832750/814770/827226/826456/824408/834758/832820/817457/820141/830894/828733/816412/817525/841944/842864/822169/830154/832383/831604/817876/842748/817693/818986/836377/843947/835258/821460/837122/818879/828685/816894/827381/819865/828484/819870/818706/836475/819767/820462/838668/827314/836635/839846/832812/826918/817257/838224/819567/814974/839735/818701/827088,74
GO:0072593,BP,GO:0072593,reactive oxygen species metabolic process,32/1678,148/20875,0.216216216216216,2.68981735012724,6.09936374932453,1.99965913637616e-07,3.58174239427377e-06,2.72605750170579e-06,842909/818902/28717391/824802/842368/824073/817901/6241037/834484/827834/5008204/842710/824408/820214/828444/827563/829479/826838/823964/5007997/834842/814721/837405/816248/837304/816847/838652/828151/821251/825251/843864/842910,32
GO:0009403,BP,GO:0009403,toxin biosynthetic process,9/1678,16/20875,0.5625,6.9977279499404,7.09548599879216,9.32698236085136e-07,1.49477164677855e-05,1.13766793154983e-05,817628/822298/818902/817495/824408/824807/830154/818429/823706,9
