gene_id,haust_IM-206,haust_IM-207,haust_IM-208,haust_IM-209,haust_IM-210,haust_mean,lfc_IM_vs_UM,p_IM_vs_UM,lfc_H_vs_UM,p_H_vs_UM,haustoria_index_LFC,lfc_IT_vs_UT,p_IT_vs_UT,lfc_H_vs_IM,p_H_vs_IM
AT4G08300,0,0,0,NA,NA,0,1.46875747583597,0.0227696717473962,-1.02517939068098,0.118026548501869,2.4939368665169503,1.16443175409906,0.0271808544857733,2.49393686651694,1.44879132745058e-4
AT2G05910,2.532501303477705,0,0,NA,NA,0.844167101159235,1.7017254247488,0.00191384436754001,-0.779140774880785,0.225344640942261,2.480866199629585,1.1924366190869,0.00895332818998787,2.48086619962958,2.5709878915896e-5
AT3G63050,0,0,0,NA,NA,0,1.76508411732501,0.00187188670108654,-0.715055225419847,0.33448181237786,2.480139342744857,0.787438442534721,0.0672214888371882,2.48013934274486,9.62031662709081e-5
AT5G09978,0,0,0,NA,NA,0,4.00647858737541,6.94564108840538e-4,1.53604225428595,0.320233524381588,2.4704363330894603,0.862995126610239,0.304469730373535,2.47043633308946,0.0454097728020673
AT1G27890,0,0,0,NA,NA,0,3.44654485998603,0.0108484483183194,0.981269200355743,0.582262476896966,2.4652756596302874,1.81265599553413,0.156848527169657,2.46527565963029,0.104611537854585
AT1G54540,3.9332144719253863,0,0,NA,NA,1.3110714906417955,1.84348755668801,0.0229113582810512,-0.615026839370575,0.574601905999539,2.458514396058585,0.732999434662318,0.237368232161446,2.45851439605859,0.00754922356248197
AT1G44542,0,0,0,NA,NA,0,4.373219006931,7.48127038913246e-4,1.95879624306004,0.207338773598318,2.4144227638709603,4.26365705712309,7.28273722837806e-5,2.41442276387095,0.059906411533955
AT2G15780,0,0,0,NA,NA,0,7.19621512030226,1.49613646171796e-8,4.80137126958392,2.23150406640996e-4,2.39484385071834,6.44862694221544,9.44575746219658e-10,2.39484385071834,0.0141253844083914
AT2G26010,0,0,0,NA,NA,0,4.63838555442799,4.05089405077539e-16,2.25297501202677,1.00686838016951e-4,2.38541054240122,5.01993482193535,4.70959464961927e-27,2.38541054240123,8.88201684500397e-5
AT3G17180,2,0,0,NA,NA,0.6666666666666666,3.19671849062646,0.00413680617110467,0.82825585532686,0.549743629224036,2.3684626352996,2.54577177686006,2.95534132862049e-4,2.3684626352996,0.0154594136288642
AT2G18370,0,0,0,NA,NA,0,1.64629709951801,1.14645822503667e-4,-0.699823954564743,0.16576878910138,2.346121054082753,0.881951085312193,0.0125179235146185,2.34612105408275,2.77810812976125e-7
AT5G53820,0,0,0,NA,NA,0,3.30125337758249,1.76339140195992e-6,0.967860625526992,0.219402726228169,2.3333927520554982,4.21712157515312,1.73325291851342e-9,2.33339275205549,4.16140041049856e-4
AT2G21100,0,0,0,NA,NA,0,2.12509517571394,0.00102113521012559,-0.196589399039419,0.829207138985978,2.321684574753359,0.343945672878663,0.484313191029713,2.32168457475336,6.35970994565171e-4
AT5G10625,0,0,0,NA,NA,0,2.98451164875694,3.3515074191778e-6,0.665142940278098,0.352286065373823,2.319368708478842,2.88644773400529,3.82095683966077e-8,2.31936870847885,5.73165291203815e-4
AT2G26020,0,0,0,NA,NA,0,5.14286785974186,3.08070245708714e-18,2.82442101836353,2.26342523639238e-6,2.31844684137833,5.95903116393608,7.22593940510627e-34,2.31844684137833,2.05478286892825e-4
AT1G65500,0,0,0,NA,NA,0,5.42647926668447,2.8207570546446e-61,3.11318008401412,6.33337568846658e-21,2.3132991826703497,4.73739775402515,1.0816286932559e-71,2.31329918267035,1.28117954206691e-12
AT5G59990,0,0,0,NA,NA,0,1.24862426845667,0.00117224841510792,-1.02378311027739,0.0130925760258863,2.27240737873406,1.27700333277162,5.7102517846561e-5,2.27240737873406,1.68496666968182e-8
AT3G16330,15.599286831552318,0,0,NA,NA,5.199762277184106,1.70310160666194,0.00269898904144756,-0.557357397449171,0.414460708652557,2.260459004111111,-0.0632537605783589,0.907176938985343,2.26045900411111,1.89389709704655e-4
AT2G41280,0,0,0,NA,NA,0,4.06394207858582,5.35461051188415e-4,1.80791893700457,0.174794962875387,2.2560231415812497,1.95483153523988,0.0561093496439299,2.25602314158125,0.0131439482168143
AT1G76960,0,0,0,NA,NA,0,4.02491516686426,1.37538269533484e-17,1.76975786145918,2.32656825059116e-4,2.2551573054050804,3.98650502940321,1.75805350972127e-25,2.25515730540508,7.15050017921242e-6
AT2G48130,2.7328578877015453,0,0,NA,NA,0.9109526292338485,2.02046475485436,4.60444939577727e-4,-0.224225435965541,0.772841493112209,2.244690190819901,0.631516972867974,0.142569634307825,2.2446901908199,2.11387225952341e-4
AT2G18980,0,2,0,NA,NA,0.6666666666666666,2.07412083299609,0.0208639686948694,-0.166365016428647,0.894702684107951,2.2404858494247373,-0.585674048091025,0.441630604721775,2.24048584942474,0.0191688986565526
AT5G35920,0,0,0,NA,NA,0,6.14755224456592,6.39500375146494e-7,3.90733406756711,0.00250717964900154,2.2402181769988094,5.36054649166573,2.14546848280441e-7,2.2402181769988,0.0190026719023259
AT4G17030,0,0,0,NA,NA,0,1.15943089877099,5.47242916758345e-4,-1.07846606122721,0.00150593491195896,2.2378969599982,1.05931031519296,9.19572374654848e-5,2.2378969599982,4.73957532515236e-11
AT1G04500,0,0,0,NA,NA,0,3.9894949920407,7.4569295438555e-9,1.75340877058055,0.0194564889507463,2.23608622146015,3.94051977743836,1.68135584113032e-13,2.23608622146015,9.34300854675686e-5
AT1G21520,0,0,0,NA,NA,0,2.92380075510323,2.8047958791836e-14,0.688868925507248,0.0944689810184595,2.234931829595982,2.79651532988472,3.94395330490726e-19,2.23493182959598,2.4118128625839e-8
AT5G16080,0,0,0,NA,NA,0,2.86385956638013,1.29531383585208e-22,0.649872112594588,0.0489960660971604,2.213987453785542,2.61303148503187,1.37010163991046e-29,2.21398745378554,5.78404152977166e-15
AT1G73220,0,0,0,NA,NA,0,5.44912658841892,1.37729143948181e-6,3.23922952018892,0.0060422534345483,2.2098970682300005,4.72776592415346,9.08770469010503e-9,2.20989706822999,0.00191054751637882
AT2G06485,0,0,0,NA,NA,0,4.74916946583877,3.89919925295817e-5,2.54838229117181,0.0536119150466107,2.2007871746669605,4.39902333623058,4.68023910317299e-6,2.20078717466696,0.0235466933196408
AT2G48140,4.799643415776159,0,0,NA,NA,1.599881138592053,1.36119112576808,0.0174751569012522,-0.832627192571019,0.232010130292889,2.193818318339099,0.370381621347698,0.439202011345101,2.1938183183391,5.70342568632999e-4
AT5G45890,0,0,0,NA,NA,0,5.38004025368493,2.21200948358296e-16,3.18671121621127,1.35751566276022e-6,2.19332903747366,5.66489057443893,1.0135815157117e-25,2.19332903747367,0.0020560297913536
AT3G60170,0,0,0,NA,NA,0,2.96719291833619,0.021786369990918,0.774453687994329,0.634548710407457,2.192739230341861,2.2383157514213,0.0506598100938758,2.19273923034186,0.0806462749317022
AT5G24655,0,0,0,NA,NA,0,2.68119844998405,3.89896925869435e-16,0.503711575122672,0.172169222580286,2.177486874861378,2.82605939085229,2.5650967761551e-23,2.17748687486138,7.06453300391058e-11
AT1G05450,0,0,1.008273955254165,NA,NA,0.336091318418055,4.60679475212918,6.7270473663902e-4,2.43415162731766,0.100102354406726,2.17264312481152,2.16906791084143,0.0463834731074476,2.17264312481152,0.0720158707351118
AT2G05510,0,0,0,NA,NA,0,3.36565990897655,1.79432793390001e-4,1.19469279900144,0.22859382949421,2.17096710997511,3.64119850977002,2.07361076274744e-6,2.17096710997511,0.0154476037538768
AT5G66440,0,0,0,NA,NA,0,1.39737034691738,7.75285591900826e-4,-0.76776436568435,0.0850129407176626,2.1651347126017297,0.536728047254955,0.128006401388817,2.16513471260173,4.74377320471737e-7
AT5G15950,226.90907102292044,0,52.0673402277873,NA,NA,92.99213708356925,2.08892801043264,0.0442670909721422,-0.0709638720596607,0.949050407712041,2.159891882492301,1.17377903375691,0.181423127254809,2.1598918824923,0.054617392843071
AT4G15150,0,0,0,NA,NA,0,2.39812806812608,3.93220351906323e-4,0.244729098380568,0.773635864660808,2.153398969745512,1.9980199285025,1.61328934648476e-4,2.15339896974551,0.00176939645820408
AT4G08780,0,0,0,NA,NA,0,4.09624365749952,9.97024441822794e-11,1.95312411815617,0.00412110200564418,2.14311953934335,4.20973326482037,9.43237975069045e-16,2.14311953934335,1.83489878367198e-5
AT5G07322,0,0,0,NA,NA,0,1.30089844317545,3.80468721343827e-7,-0.835172896915047,0.00838738869304165,2.136071340090497,1.4191583963758,1.8493560336497e-12,2.1360713400905,7.43261406730721e-14
AT4G08290,23.68163591247219,0,0,NA,NA,7.8938786374907295,1.30203953544129,0.0207834139321509,-0.789393047335674,0.170875711361524,2.0914325827769638,1.12792730501732,0.0135624354865888,2.09143258277696,2.71612767212527e-4
AT2G06065,0,0,0,NA,NA,0,5.7102869487573,9.77047745301543e-7,3.62002569814313,0.00344297053909368,2.0902612506141702,5.800247413255,1.79889699735185e-9,2.09026125061417,0.0150608518341706
AT1G47880,0,0,0,NA,NA,0,6.54112384050681,1.83663134863323e-9,4.45440951998099,7.71576215639647e-5,2.08671432052582,6.33670112650375,2.74087055056026e-12,2.08671432052581,0.00132962102354373
AT1G74460,0,0,0,NA,NA,0,1.09896963037744,0.024317378303245,-0.971084179156868,0.10915701311528,2.070053809534308,0.204009333631655,0.587846193582705,2.07005380953431,2.23412038206204e-4
AT5G43380,0,0,0,NA,NA,0,1.92766882735915,6.34751857035704e-7,-0.141943584396984,0.77344486100124,2.069612411756134,1.37563064467789,5.16999027996228e-6,2.06961241175614,2.11621323261394e-7
AT2G15310,0,0,0,NA,NA,0,1.76929719320737,1.63030629392701e-10,-0.276558343416558,0.408819364325599,2.045855536623928,1.89260603522182,3.31061938560388e-17,2.04585553662393,6.91140999283009e-13
AT1G55230,0,0,0,NA,NA,0,3.9893877538772,6.23446131042662e-4,1.9495679236169,0.147932480737579,2.0398198302603,3.89521292789197,8.31408890666852e-5,2.0398198302603,0.0383531314033375
AT2G03290,0,0,0,NA,NA,0,3.55792159265946,0.00344462564023916,1.52173223198629,0.327733818297646,2.03618936067317,3.50169083819081,4.44315109601255e-4,2.03618936067317,0.119814324227439
AT2G22510,0,0,0,NA,NA,0,2.30267481494084,1.00856920394295e-7,0.271284367966026,0.611668210500874,2.0313904469748136,0.443556697897721,0.211772326049798,2.03139044697481,3.021714561128e-6
AT5G07475,1.7662506517388525,0,0,NA,NA,0.5887502172462842,1.86153757058455,0.0164801674457541,-0.156440293027199,0.88407271465154,2.017977863611749,0.638162537785756,0.242194757741238,2.01797786361175,0.0141950915025088
AT1G54890,0,0,0,NA,NA,0,6.37578735914649,2.70302274760485e-7,4.35927094778707,5.65670126541871e-4,2.0165164113594205,4.34020656733508,8.03996243658152e-7,2.01651641135942,0.0287559962012702
AT1G22480,0,0,0,NA,NA,0,3.73135144465455,2.54319176831624e-4,1.71504486037116,0.134227024574611,2.01630658428339,3.84026195717038,3.46327625980042e-5,2.01630658428339,0.00502102689674495
AT1G63950,0,0,0,NA,NA,0,3.58185586526594,0.0245039956603115,1.56853679134155,0.407521143115881,2.01331907392439,1.99838416977112,0.168358710011614,2.01331907392439,0.261908054695347
AT1G44800,66.46879888041394,0,0,NA,NA,22.156266293471315,1.58860360005549,8.66778815043339e-5,-0.41628179645367003,0.346440210394929,2.00488539650916,0.875480127075343,0.00937454171154272,2.00488539650916,1.41504427155758e-6
AT4G28420,0,0,0,NA,NA,0,7.02467414796194,1.49265967365718e-13,5.02430419521084,1.46188050980149e-7,2.0003699527510994,7.42175255599989,5.19561766267305e-17,2.0003699527511,0.0021477557275927
AT2G47270,0,0,0,NA,NA,0,1.1706024534526,0.0163893287112099,-0.82844742593225,0.110051628755938,1.9990498793848501,2.28259294280931,3.72551925366786e-8,1.99904987938485,7.85455110013417e-5
AT3G25640,0,0,0,NA,NA,0,1.46225182477438,9.24649376337045e-6,-0.534190037612319,0.188238177268946,1.996441862386699,0.811766614951879,0.00216821790617224,1.9964418623867,1.54958383666587e-8
AT1G34670,2.8998217078880795,0,0,NA,NA,0.9666072359626932,2.17369518741884,0.00243212627333378,0.193137270856421,0.84718558878475,1.980557916562419,0.747402957406872,0.109041113222146,1.98055791656242,0.00460997639311275
AT5G55410,0,0,0,NA,NA,0,5.75778200593476,1.98605483369619e-9,3.77781424415005,1.2159881928151e-4,1.9799677617847098,4.75348391810924,6.74594338664438e-12,1.97996776178471,2.63953911727689e-5
AT4G29570,0,0,0,NA,NA,0,3.92561886357856,6.32548322049834e-4,1.95074559357431,0.127845864122676,1.9748732700042497,3.62289150872423,1.560317419948e-4,1.97487327000425,0.0212816130392474
AT3G02240,0,0,0,NA,NA,0,4.87050402894682,1.09132950411959e-5,2.90116711734619,0.0119495103370743,1.9693369116006303,4.25005535149275,1.74521002399869e-5,1.96933691160063,0.0135180085317436
AT5G14130,0,0.5659421739540949,0,NA,NA,0.18864739131803163,4.33732362512855,6.22574050646154e-5,2.36971097394308,0.051138506039854,1.9676126511854704,1.03920015386659,0.0457397281931929,1.96761265118547,0.0116993900240203
AT2G03830,0,0,0,NA,NA,0,2.7475110983171,0.0248558887699817,0.791721922251353,0.608475507082712,1.955789176065747,2.89968183243847,0.00205982558185437,1.95578917606575,0.0942247467818193
AT4G12735,72.9982170788808,0,0,NA,NA,24.3327390262936,3.74008118885072,4.24940643185486e-4,1.78782470399619,0.108934601799678,1.9522564848545298,0.841206284395621,0.339636930241031,1.95225648485453,0.0814543000065019
AT5G44430,0,0,0,NA,NA,0,3.7175435537164,2.43380833410179e-11,1.76553738955735,0.00190154768573533,1.9520061641590498,4.75085385877047,4.92155724890064e-25,1.95200616415905,0.00113363452844464
AT5G09480,0,0,0,NA,NA,0,1.31571439849723,0.022350589275253,-0.616677447239825,0.368381632393938,1.932391845737055,0.59946036636217,0.188106877408842,1.93239184573705,0.00189778105654339
AT2G41260,0,0,0,NA,NA,0,2.15725336329413,0.0105400537830919,0.231332011901206,0.816862377097075,1.9259213513929243,3.09011952466339,1.92199575369597e-5,1.92592135139293,0.0331625005235455
AT5G04200,25.66607235962693,0,0,NA,NA,8.555357453208977,2.123978139309,9.40716209538311e-5,0.198251464456617,0.76369823760631,1.925726674852383,0.276412211220199,0.570356917442744,1.92572667485239,6.37685267228073e-4
AT1G56480,0,0,0.008273955254165077,NA,NA,0.0027579850847216925,2.87632319169232,0.0492959453353265,0.950966373342102,0.599995699538867,1.925356818350218,2.70606092378767,0.0278033049346171,1.92535681835022,0.232899253485044
AT1G09595,0,0,0,NA,NA,0,3.27415408322206,0.00864725491235756,1.35252828261551,0.374114294705826,1.92162580060655,2.5094194880173,0.0200602614963129,1.92162580060655,0.117805578869283
AT3G10910,0,0,0.06619164203332062,NA,NA,0.02206388067777354,1.31786176646742,0.0185659055918778,-0.603418232341893,0.333838824661173,1.9212799988093128,1.42654513358562,0.00184297110901583,1.92127999880931,0.00109918832717131
AT4G33420,46.99465123664238,0,0,NA,NA,15.664883745547462,2.06956164274177,0.0360915961665259,0.155742508709984,0.892213754157247,1.9138191340317858,1.30821830550156,0.110590398514273,1.91381913403178,0.0761572223208351
AT5G53030,0,0,0,NA,NA,0,1.04577206341445,4.89536113019503e-5,-0.85399198630584,0.00206328479115717,1.89976404972029,1.14497064882313,1.42584455418218e-7,1.89976404972029,1.45846780804406e-12
AT2G43870,0,0,0,NA,NA,0,2.11488302666785,0.00697416800363633,0.23300314817938,0.811523575903158,1.88187987848847,1.95928415806786,0.00172653943670718,1.88187987848847,0.0208975261331731
AT5G49200,0,0,0,NA,NA,0,3.56467144376393,0.00201394215761854,1.69418268073844,0.214996585122417,1.8704887630254903,2.4203822186787,0.00953118025270525,1.87048876302548,0.0670976878245539
AT5G22545,0,0,0,NA,NA,0,4.34369446902597,3.74188249174248e-36,2.49700198859864,2.61678888142841e-12,1.8466924804273304,4.13367399130725,3.02762358696441e-45,1.84669248042733,2.38127572032973e-10
AT2G17070,0,0,0,NA,NA,0,4.77570124900926,4.1015591138685e-5,2.93128174161186,0.0216881977157905,1.8444195073974,3.77307052446673,1.46534690734579e-4,1.8444195073974,0.0506196329972545
AT1G55990,5.799643415776159,0,0,NA,NA,1.9332144719253863,2.27582225215083,0.00123821494875811,0.43488588430585,0.610910200189176,1.8409363678449797,0.546929038892382,0.322912116389671,1.84093636784498,0.00956579725951041
AT5G26731,0,0,0,NA,NA,0,2.46228749518705,9.60784331378306e-17,0.623372496003376,0.0673283744404152,1.838914999183674,2.0717297308604,1.47119785642226e-18,1.83891499918367,6.31013380226401e-11
AT4G23680,0,0,0,NA,NA,0,1.43506508311155,0.013200844619686,-0.397510929619767,0.559117374221369,1.8325760127313169,1.48671557486899,0.00322146062717153,1.83257601273132,0.00276099778109054
AT5G44575,0,0,0,NA,NA,0,4.79053712074698,7.60736658343269e-21,2.96467468121688,9.50749410253216e-9,1.8258624395301002,4.62360545860986,3.83467272040413e-28,1.8258624395301,4.91406701535947e-4
AT4G18350,0,0,0,NA,NA,0,8.02121649212047,1.60659272613461e-10,6.20262687936943,8.01935262314227e-7,1.8185896127510395,4.46412735338013,2.80258519452353e-8,1.81858961275103,0.0567853298257667
AT5G44420,0,0,0,NA,NA,0,4.27809545396183,1.94157959820015e-18,2.46449109567752,5.43980164718622e-7,1.8136043582843104,5.10932154426084,1.14971752236287e-37,1.81360435828431,6.40936087662198e-4
AT2G22290,1,0,0,NA,NA,0.3333333333333333,2.9598679014305,0.0195856217541313,1.14741416715112,0.445731246406706,1.81245373427938,1.22597871512879,0.15371919908087,1.81245373427938,0.120946017795026
AT4G26260,0,0,0,NA,NA,0,3.47519881361091,7.33766631113402e-4,1.66308091646722,0.120786581042459,1.81211789714369,2.90298254719741,4.70516325870594e-4,1.8121178971437,0.113260555558472
AT1G72240,0,0,0,NA,NA,0,1.54336216746895,0.0296091896924477,-0.267309567706348,0.736469014438348,1.810671735175298,1.86058042660393,9.99287241742222e-4,1.8106717351753,0.0160295083115159
AT1G30760,0,0,0,NA,NA,0,2.62364110371024,0.013603915346598,0.826815153909469,0.525619026609616,1.796825949800771,1.37858039308339,0.00216369958910843,1.79682594980077,0.0502716600589436
AT3G17110,0,0,0,NA,NA,0,2.20816532129899,0.00100629162628952,0.412707091757091,0.590381753379448,1.7954582295418988,1.54960402503004,0.00431888405756787,1.7954582295419,0.0119079390055018
AT5G47000,0,0,0,NA,NA,0,4.34013286197915,8.48065231951894e-4,2.55049788609982,0.0768776591959694,1.7896349758793297,3.46427426603112,0.00199423048973097,1.78963497587933,0.142908958596474
AT3G48300,0,0,0,NA,NA,0,2.09744980421156,0.013743187843248,0.31448118979451,0.780742706900428,1.78296861441705,2.29476471495431,5.12363212405077e-4,1.78296861441705,0.0299374661741791
AT3G22930,0,0,0,NA,NA,0,1.99727392911531,2.16548301228918e-5,0.214750294936197,0.69912901239889,1.782523634179113,1.30568700194004,7.63348740784873e-4,1.78252363417911,2.84235097387543e-4
AT3G19615,0,0,0,NA,NA,0,5.6550095148851804,1.8078516552195e-6,3.87310260362069,0.00172993216981716,1.7819069112644903,3.26883348529006,7.24108132275744e-4,1.78190691126449,0.0447014172045604
AT4G14640,0,0,0,NA,NA,0,4.81453508500978,1.47525937649703e-27,3.03712230815469,3.54127338863743e-11,1.77741277685509,3.43300049617288,6.43794725957041e-33,1.77741277685509,2.93818321179379e-13
AT3G60164,0,0,0,NA,NA,0,2.92297318166982,6.39870178870464e-5,1.14927082725898,0.177708232319579,1.77370235441084,3.67434725437897,9.16770971355444e-6,1.77370235441084,0.00223121201547632
