"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032879","GO:0032879","regulation of localization","4/30","141/20875",4.76840881185248e-05,0.000244573226156305,0.000116579094890791,"835875/829301/833868/832562",4
"GO:0098661","GO:0098661","inorganic anion transmembrane transport","3/30","51/20875",5.32381893189733e-05,0.000264527253178649,0.000126090448387042,"823710/844134/843323",3
"GO:0008272","GO:0008272","sulfate transport","2/30","10/20875",8.92055620167043e-05,0.000429808616989575,0.000204874018028795,"824353/844134",2
"GO:0008652","GO:0008652","amino acid biosynthetic process","4/30","170/20875",9.86145631081145e-05,0.000461168103946771,0.000219821936340069,"829715/819009/829949/835571",4
"GO:0140352","GO:0140352","export from cell","4/30","174/20875",0.000107886792256569,0.000490114284822697,0.000233619520074374,"835875/829301/833868/832562",4
"GO:0015804","GO:0015804","neutral amino acid transport","2/30","14/20875",0.000179749498875896,0.000793893620035206,0.000378419997633464,"818232/829301",2
"GO:0009098","GO:0009098","leucine biosynthetic process","2/30","15/20875",0.000207217957298635,0.000890477167850892,0.0004244578357184,"832366/818912",2
"GO:0009624","GO:0009624","response to nematode","3/30","88/20875",0.000270656096919927,0.0011324820897439,0.000539812714078524,"823710/842267/831346",3
"GO:0009082","GO:0009082","branched-chain amino acid biosynthetic process","2/30","23/20875",0.000495740072951174,0.00202109414357017,0.000963381518285683,"832366/818912",2
"GO:0006551","GO:0006551","leucine metabolic process","2/30","24/20875",0.000540324485080596,0.00209540471043451,0.000998802642510987,"832366/818912",2
"GO:0015706","GO:0015706","nitrate transmembrane transport","2/30","24/20875",0.000540324485080596,0.00209540471043451,0.000998802642510987,"823710/843323",2
"GO:0170034","GO:0170034","L-amino acid biosynthetic process","3/30","126/20875",0.00077383146200339,0.00286137680136137,0.00136391347036093,"829715/819009/829949",3
"GO:0170038","GO:0170038","proteinogenic amino acid biosynthetic process","3/30","126/20875",0.00077383146200339,0.00286137680136137,0.00136391347036093,"829715/819009/829949",3
"GO:0006563","GO:0006563","L-serine metabolic process","2/30","31/20875",0.000904656654913381,0.00326910018480063,0.00155826026683645,"829715/829949",2
"GO:0098739","GO:0098739","import across plasma membrane","2/30","36/20875",0.00122020606367659,0.00431139475832395,0.00205508389671847,"844105/818060",2
"GO:1902025","GO:1902025","nitrate import","2/30","38/20875",0.00135916719650727,0.00469799096184033,0.00223936014069847,"823710/843323",2
"GO:0009070","GO:0009070","serine family amino acid biosynthetic process","2/30","41/20875",0.0015811352891737,0.00534894704209825,0.0025496470508512,"829715/829949",2
"GO:0009853","GO:0009853","photorespiration","2/30","45/20875",0.00190213332837271,0.0063008166502346,0.00300336841322007,"818104/829949",2
"GO:0009081","GO:0009081","branched-chain amino acid metabolic process","2/30","52/20875",0.00253185577163756,0.00821561362633413,0.00391608196687227,"832366/818912",2
"GO:0016144","GO:0016144","S-glycoside biosynthetic process","2/30","54/20875",0.00272747617713819,0.00833978292624945,0.00397526892214472,"832366/818912",2
"GO:0019758","GO:0019758","glycosinolate biosynthetic process","2/30","54/20875",0.00272747617713819,0.00833978292624945,0.00397526892214472,"832366/818912",2
"GO:0019761","GO:0019761","glucosinolate biosynthetic process","2/30","54/20875",0.00272747617713819,0.00833978292624945,0.00397526892214472,"832366/818912",2
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","2/30","62/20875",0.00357863700616804,0.0107359110185041,0.00511741538121348,"832366/818912",2
"GO:0032940","GO:0032940","secretion by cell","2/30","80/20875",0.00588513042801695,0.0173284395936055,0.00825983217967291,"835875/829301",2
"GO:0043094","GO:0043094","cellular metabolic compound salvage","2/30","81/20875",0.00602875734318232,0.0174285894102907,0.00830756992744741,"818104/829949",2
"GO:0098660","GO:0098660","inorganic ion transmembrane transport","3/30","262/20875",0.00617791551318699,0.0175408672606559,0.0083610886644636,"823710/844134/843323",3
"GO:0009072","GO:0009072","aromatic amino acid metabolic process","2/30","85/20875",0.00661921446576898,0.0184641245624082,0.0088011715888341,"828959/835571",2
"GO:0043648","GO:0043648","dicarboxylic acid metabolic process","2/30","86/20875",0.00677079329210398,0.0185613126455954,0.00884749758677834,"819009/831599",2
"GO:0046903","GO:0046903","secretion","2/30","89/20875",0.00723497198351234,0.0194976363623468,0.00929380879237981,"835875/829301",2
"GO:0016143","GO:0016143","S-glycoside metabolic process","2/30","125/20875",0.0138682458533363,0.0355068083215055,0.0169247944332896,"832366/818912",2
"GO:0019757","GO:0019757","glycosinolate metabolic process","2/30","125/20875",0.0138682458533363,0.0355068083215055,0.0169247944332896,"832366/818912",2
"GO:0019760","GO:0019760","glucosinolate metabolic process","2/30","125/20875",0.0138682458533363,0.0355068083215055,0.0169247944332896,"832366/818912",2
"GO:0006538","GO:0006538","glutamate catabolic process","1/30","10/20875",0.0142817319781502,0.0355068083215055,0.0169247944332896,"831599",1
"GO:0098657","GO:0098657","import into cell","2/30","127/20875",0.0142920486325557,0.0355068083215055,0.0169247944332896,"844105/818060",2
"GO:0006545","GO:0006545","glycine biosynthetic process","1/30","11/20875",0.0156990120184402,0.0384021986297228,0.018304920895995,"829949",1
"GO:0009684","GO:0009684","indoleacetic acid biosynthetic process","1/30","13/20875",0.018527664880743,0.043968637552808,0.0209582383568499,"835571",1
"GO:0043649","GO:0043649","dicarboxylic acid catabolic process","1/30","13/20875",0.018527664880743,0.043968637552808,0.0209582383568499,"831599",1
"GO:0009683","GO:0009683","indoleacetic acid metabolic process","1/30","14/20875",0.0199390429870405,0.0466221740432271,0.0222230819669802,"835571",1
"GO:0006570","GO:0006570","tyrosine metabolic process","1/30","15/20875",0.0213484590605935,0.0471445137588106,0.0224720621690457,"828959",1
"GO:0009089","GO:0009089","lysine biosynthetic process via diaminopimelate","1/30","15/20875",0.0213484590605935,0.0471445137588106,0.0224720621690457,"819009",1
"GO:0046451","GO:0046451","diaminopimelate metabolic process","1/30","15/20875",0.0213484590605935,0.0471445137588106,0.0224720621690457,"819009",1
"GO:0048829","GO:0048829","root cap development","1/30","15/20875",0.0213484590605935,0.0471445137588106,0.0224720621690457,"844105",1
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","2/30","160/20875",0.0220676883257335,0.0480652389560497,0.02291093813198,"832366/818912",2
"GO:0035999","GO:0035999","tetrahydrofolate interconversion","1/30","16/20875",0.0227559157350028,0.0488944675927763,0.0233062010372717,"829949",1
