"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0055035","CC","GO:0055035","plastid thylakoid membrane","50/1076","328/26704",5.28071487728203e-16,2.64035743864101e-14,2.39021831287502e-14,"842759/817046/819101/820859/838151/815558/837243/827479/832987/822391/818599/816545/828996/838400/823860/843903/826480/827927/841919/825376/842016/825320/834396/828181/817606/831343/843189/825491/830593/815055/835355/843029/837974/832247/821613/824246/817103/838455/822203/819295/819126/826551/835938/824314/828579/821143/827144/834212/820043/831326",50
"GO:0042651","CC","GO:0042651","thylakoid membrane","50/1076","355/26704",1.32975529054004e-14,5.31902116216018e-13,4.81511389416606e-13,"842759/817046/819101/820859/838151/815558/837243/827479/832987/822391/818599/816545/828996/838400/823860/843903/826480/827927/841919/825376/842016/825320/834396/828181/817606/831343/843189/825491/830593/815055/835355/843029/837974/832247/821613/824246/817103/838455/822203/819295/819126/826551/835938/824314/828579/821143/827144/834212/820043/831326",50
"GO:0034357","CC","GO:0034357","photosynthetic membrane","50/1076","357/26704",1.66508968181377e-14,5.55029893937922e-13,5.02448114512224e-13,"842759/817046/819101/820859/838151/815558/837243/827479/832987/822391/818599/816545/828996/838400/823860/843903/826480/827927/841919/825376/842016/825320/834396/828181/817606/831343/843189/825491/830593/815055/835355/843029/837974/832247/821613/824246/817103/838455/822203/819295/819126/826551/835938/824314/828579/821143/827144/834212/820043/831326",50
"GO:0019867","CC","GO:0019867","outer membrane","54/1076","448/26704",7.65119207455198e-13,1.912798018638e-11,1.73158557476703e-11,"842759/817046/819101/820859/838151/815558/837243/827479/832987/822391/827588/818599/816545/828996/838400/823860/843903/826480/827927/841919/825376/842016/825320/834396/828181/817606/831343/843189/825491/830593/815055/835355/843029/837974/832247/842400/821613/824246/817103/838455/822203/819295/819126/826551/835938/824314/828579/821143/827144/834212/820043/835409/831326/842716",54
"GO:0031968","CC","GO:0031968","organelle outer membrane","54/1076","448/26704",7.65119207455198e-13,1.912798018638e-11,1.73158557476703e-11,"842759/817046/819101/820859/838151/815558/837243/827479/832987/822391/827588/818599/816545/828996/838400/823860/843903/826480/827927/841919/825376/842016/825320/834396/828181/817606/831343/843189/825491/830593/815055/835355/843029/837974/832247/842400/821613/824246/817103/838455/822203/819295/819126/826551/835938/824314/828579/821143/827144/834212/820043/835409/831326/842716",54
"GO:0042170","CC","GO:0042170","plastid membrane","54/1076","467/26704",3.98069504899293e-12,8.84598899776207e-11,8.00794793481619e-11,"842759/817046/819101/820859/838151/815558/837243/827479/832987/822391/827588/818599/816545/828996/838400/823860/843903/826480/827927/841919/825376/842016/825320/834396/828181/817606/831343/843189/825491/830593/815055/835355/843029/837974/832247/842400/821613/824246/817103/838455/822203/819295/819126/826551/835938/825360/824314/828579/821143/827144/834212/820043/835409/831326",54
"GO:0009522","CC","GO:0009522","photosystem I","9/1076","17/26704",4.9180895624418e-09,9.83617912488361e-08,8.90433057621042e-08,"820859/822391/816545/828996/838400/842016/825320/815055/819295",9
"GO:0009521","CC","GO:0009521","photosystem","13/1076","44/26704",1.11437267413195e-08,2.02613213478537e-07,1.83418277464781e-07,"820859/838151/822391/816545/828996/838400/842016/825320/815055/837974/824246/819295/821143",13
"GO:0031977","CC","GO:0031977","thylakoid lumen","11/1076","67/26704",7.00690183020306e-05,0.00116781697170051,0.00105718167964467,"819101/818958/826480/827927/841919/825376/843942/843029/837974/824246/821143",11
"GO:0009543","CC","GO:0009543","chloroplast thylakoid lumen","9/1076","50/26704",0.000152978787050665,0.00235351980077946,0.0021305547670214,"819101/818958/826480/827927/841919/843942/837974/824246/821143",9
"GO:0005840","CC","GO:0005840","ribosome","31/1076","379/26704",0.000168017927497982,0.00238912500306022,0.00216278684487557,"831282/842759/837243/820500/825283/829060/825134/833976/820750/825376/837733/840194/827074/820283/835834/816494/824054/819595/818654/843397/823515/843029/826789/823623/829949/837455/821920/834005/840799/817317/820639",31
"GO:0031978","CC","GO:0031978","plastid thylakoid lumen","9/1076","51/26704",0.000179184375229517,0.00238912500306022,0.00216278684487557,"819101/818958/826480/827927/841919/843942/837974/824246/821143",9
"GO:0048046","CC","GO:0048046","apoplast","28/1076","331/26704",0.000196141161918755,0.00245176452398444,0.00221949209539644,"828963/815558/28717267/818959/841403/844220/840572/843208/825376/837733/826900/817365/843029/839843/838606/28721288/820907/822075/819155/829949/837455/831039/836533/816381/824891/837452/820639/831326",28
"GO:0099503","CC","GO:0099503","secretory vesicle","17/1076","174/26704",0.000696337179823228,0.00819220211556739,0.00741609875725048,"839384/839688/817142/815558/815949/818959/844220/839843/839288/826820/827320/815012/819155/836533/817317/824891/820639",17
"GO:0009523","CC","GO:0009523","photosystem II","6/1076","30/26704",0.00109155456746397,0.012128384082933,0.0109793792750762,"838151/822391/815055/837974/824246/821143",6
"GO:0098807","CC","GO:0098807","chloroplast thylakoid membrane protein complex","5/1076","21/26704",0.00124845254990403,0.0131416057884635,0.0118966115558722,"827479/822391/842016/815055/819295",5
"GO:0010598","CC","GO:0010598","NAD(P)H dehydrogenase complex (plastoquinone)","4/1076","13/26704",0.00139968629114549,0.0139968629114549,0.0126708443198433,"833917/832247/838455/835938",4
"GO:0046906","MF","GO:0046906","tetrapyrrole binding","34/1074","389/26522",2.43767014239362e-05,0.0127490148447187,0.012496266940481,"836003/838151/827011/822391/818599/816415/842803/833619/823989/836866/821263/834535/826480/825320/843308/819277/815055/825361/820691/822232/836531/816952/821135/820692/822446/817639/826447/838211/822110/836533/844045/826448/820043/835952",34
"GO:0009922","MF","GO:0009922","fatty acid elongase activity","7/1074","26/26522",5.85417436262916e-05,0.0153086659582752,0.0150051732347389,"837286/834966/817412/829574/843838/819284/843182",7
"GO:0016168","MF","GO:0016168","chlorophyll binding","6/1074","21/26522",0.000139762798372756,0.0243653145163171,0.0238822746693095,"838151/822391/818599/825320/815055/820043",6
"GO:0003735","MF","GO:0003735","structural constituent of ribosome","26/1074","300/26522",0.000241462553071606,0.0315712288141125,0.03094533245944,"831282/842759/817910/837243/820500/825283/825134/833976/836647/820750/840194/827074/835834/843189/824054/819595/816355/818654/843397/823515/823623/827471/822335/840472/834005/840799",26
