,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0002831,BP,GO:0002831,regulation of response to biotic stimulus,79/2105,220/21061,0.359090909090909,3.59278557546966,12.8825118024534,2.4073810565753e-25,2.26064544931737e-23,1.62302131383147e-23,AT3G55150/AT3G22600/AT1G17615/AT3G55970/AT5G40990/AT5G24090/AT3G26830/AT2G29460/AT1G51800/AT3G49120/AT5G13320/AT4G39830/AT2G32680/AT5G44585/AT5G65600/AT3G59700/AT5G26920/AT4G31800/AT3G52400/AT1G73805/AT5G39670/AT5G25440/AT5G52810/AT1G72860/AT2G38240/AT5G20480/AT3G52430/AT4G34390/AT1G72890/AT3G25882/AT1G61380/AT5G05190/AT5G13190/AT3G25020/AT1G02450/AT3G09830/AT4G03960/AT1G14370/AT1G07000/AT4G17720/AT5G05300/AT1G17600/AT3G56400/AT4G04920/AT1G59870/AT4G12720/AT5G05600/AT5G62570/AT5G47220/AT5G14930/AT5G39610/AT1G44350/AT4G26750/AT1G80840/AT2G39660/AT3G22400/AT3G28450/AT3G62600/AT4G22305/AT3G11820/AT4G23570/AT3G55450/AT5G24590/AT5G66210/AT5G66850/AT4G03550/AT4G14400/AT3G21630/AT1G64280/AT5G45050/AT5G60410/AT1G08720/AT4G16890/AT5G55390/AT1G64460/AT1G49040/AT5G45250/AT5G03320/AT2G28290,79
GO:0090693,BP,GO:0090693,plant organ senescence,68/2105,176/21061,0.386363636363636,3.86565536601166,12.7216937623372,4.13199759001271e-24,3.70377238522958e-22,2.65910849692206e-22,AT2G35980/AT1G70170/AT3G11340/AT4G10500/AT2G43000/AT3G21520/AT2G43570/AT1G63245/AT5G44610/AT2G13810/AT3G25010/AT1G17020/AT2G39200/AT5G24110/AT5G39520/AT5G59220/AT1G69490/AT5G24530/AT1G34180/AT1G05100/AT4G02380/AT4G24310/AT5G37600/AT3G04060/AT1G73220/AT5G45890/AT4G23810/AT1G29860/AT5G17860/AT3G26840/AT2G13790/AT3G10500/AT3G52430/AT5G13170/AT5G62620/AT3G02480/AT5G11520/AT5G51640/AT5G08790/AT3G56400/AT1G54570/AT5G14930/AT5G39610/AT1G11190/AT5G13180/AT1G19270/AT4G16110/AT4G27410/AT2G25625/AT4G01250/AT1G20780/AT2G40750/AT3G02150/AT4G03550/AT3G52250/AT4G18980/AT3G62770/AT3G60800/AT2G45210/AT1G34190/AT3G19190/AT5G45900/AT3G29035/AT4G34540/AT5G52300/AT3G27110/AT1G08620/AT5G17290,68
GO:0009414,BP,GO:0009414,response to water deprivation,115/2105,458/21061,0.251091703056769,2.51222914873093,10.9035268210232,4.16098613180542e-21,3.28218586076811e-19,2.35643214622244e-19,AT2G38340/AT1G15520/AT5G40010/AT1G04580/AT5G24090/AT3G26830/AT2G14610/AT3G09940/AT3G49210/AT4G02280/AT4G11890/AT1G01480/AT5G59220/AT1G15380/AT1G02930/AT3G13380/AT5G38710/AT5G42380/AT2G37770/AT2G35300/AT2G46400/AT1G52890/AT2G47190/AT3G23250/AT5G26920/AT5G13330/AT1G05680/AT4G02380/AT1G65484/AT3G46930/AT2G47800/AT1G65500/AT2G37760/AT1G18390/AT3G52450/AT3G10500/AT1G67360/AT3G15500/AT5G47120/AT5G20830/AT5G47670/AT1G30100/AT1G54100/AT2G20880/AT1G55610/AT1G65486/AT3G02480/AT1G56600/AT4G23450/AT3G05500/AT2G46140/AT3G20250/AT1G33560/AT1G07000/AT5G26340/AT3G23920/AT5G06760/AT1G19020/AT2G33590/AT3G61890/AT3G20660/AT2G33380/AT3G56400/AT2G38470/AT1G59870/AT4G05590/AT5G01820/AT1G32560/AT1G78380/AT1G69270/AT3G19580/AT2G38530/AT3G63060/AT4G39950/AT5G14420/AT1G08930/AT1G08920/AT3G17410/AT5G65020/AT4G24190/AT1G69310/AT4G27410/AT2G41070/AT3G24500/AT2G25625/AT2G26650/AT1G62810/AT2G40750/AT3G26090/AT2G30580/AT3G56200/AT5G12420/AT1G19490/AT4G17615/AT4G34890/AT3G62770/AT2G46680/AT3G17000/AT2G33700/AT2G31870/AT1G27730/AT2G47180/AT3G57540/AT5G60410/AT1G22190/AT1G32230/AT5G52300/AT1G08720/AT1G30270/AT4G26070/AT2G21620/AT1G01470/AT3G11130/AT3G03740/AT5G40280,115
GO:0006979,BP,GO:0006979,response to oxidative stress,113/2105,458/21061,0.246724890829694,2.46853820701387,10.5885048845346,4.06021108543445e-20,2.96545787425064e-18,2.12903856136816e-18,AT1G73260/AT3G01420/AT3G13610/AT1G15520/AT1G60470/AT4G23150/AT1G13340/AT1G04580/AT5G64100/AT1G60740/AT5G46350/AT1G14870/AT5G64120/AT4G21830/AT1G14540/AT1G09080/AT3G49120/AT1G16420/AT5G24110/AT4G08770/AT4G23140/AT5G39580/AT1G15380/AT3G25250/AT1G02930/AT1G30850/AT1G65970/AT1G61120/AT5G42380/AT3G17790/AT5G20230/AT5G05340/AT1G45145/AT5G59820/AT5G44380/AT3G46090/AT1G05680/AT5G58940/AT4G23190/AT4G02380/AT3G46930/AT4G23810/AT4G01970/AT5G27600/AT1G03850/AT4G20830/AT2G26150/AT1G09970/AT4G34710/AT1G56600/AT5G26030/AT3G17800/AT1G72520/AT1G07890/AT1G19020/AT4G11850/AT5G05300/AT1G75270/AT3G28340/AT3G56400/AT4G26970/AT5G54500/AT4G12720/AT3G04120/AT1G32870/AT3G48090/AT5G01820/AT5G39610/AT4G18880/AT5G49570/AT1G78380/AT4G04800/AT2G17420/AT5G54810/AT3G05970/AT1G20630/AT5G01600/AT1G09940/AT5G27830/AT5G51740/AT3G07700/AT2G05710/AT2G25625/AT4G11830/AT1G70520/AT2G40750/AT2G16500/AT5G06720/AT1G08830/AT2G40000/AT2G01980/AT5G63030/AT1G63460/AT4G34890/AT3G62770/AT1G34190/AT1G59860/AT5G61640/AT2G31870/AT1G27730/AT2G47180/AT1G35580/AT5G58980/AT1G32230/AT3G29035/AT3G63080/AT4G34540/AT1G65980/AT1G07530/AT3G11220/AT4G26070/AT1G49670/AT4G11170,113
GO:0009626,BP,GO:0009626,plant-type hypersensitive response,40/2105,82/21061,0.48780487804878,4.880597879613,11.7326214973081,4.22614289143151e-19,2.97641206496533e-17,2.13690307856217e-17,AT1G17615/AT1G19250/AT4G37990/AT4G23210/AT5G13320/AT5G65600/AT1G14780/AT3G54420/AT3G52400/AT3G50930/AT2G13790/AT1G08450/AT1G72860/AT5G20480/AT3G52430/AT4G34390/AT1G72890/AT5G13190/AT2G26560/AT4G17720/AT3G44670/AT1G59870/AT5G48380/AT4G12720/AT3G48090/AT5G50260/AT5G46180/AT4G22305/AT3G11820/AT1G29690/AT1G28380/AT4G33430/AT5G44870/AT3G21630/AT1G71220/AT3G20600/AT3G21220/AT1G64460/AT5G45250/AT1G29340,40
GO:0009611,BP,GO:0009611,response to wounding,78/2105,268/21061,0.291044776119403,2.91196866026164,10.497151689942,1.11252168447698e-18,7.31297587262869e-17,5.25032163375979e-17,AT1G73260/AT5G40990/AT5G24090/AT2G24850/AT5G43580/AT3G11480/AT1G16090/AT1G15380/AT3G25250/AT5G50200/AT5G44585/AT5G46050/AT1G61120/AT5G20230/AT5G59820/AT4G13280/AT3G54420/AT5G10300/AT3G54150/AT3G12500/AT3G13790/AT2G47800/AT1G55020/AT1G53830/AT1G01720/AT1G74020/AT5G44575/AT1G21120/AT1G76930/AT5G06320/AT5G05730/AT3G61190/AT4G34710/AT1G76650/AT5G44570/AT5G44420/AT5G44568/AT3G17800/AT1G72520/AT5G63970/AT5G47910/AT5G08790/AT1G19020/AT1G51760/AT2G02220/AT1G06160/AT3G44540/AT2G32800/AT1G79380/AT5G20730/AT2G30020/AT1G17380/AT1G80840/AT3G44860/AT1G71697/AT4G16760/AT3G14050/AT2G33150/AT2G34810/AT1G62810/AT1G61340/AT1G21110/AT2G30490/AT1G80440/AT1G64280/AT1G19180/AT3G43440/AT1G27730/AT1G05630/AT3G51460/AT3G29035/AT4G01370/AT4G08500/AT5G11030/AT4G26070/AT1G01470/AT2G02860/AT2G28290,78
GO:0019748,BP,GO:0019748,secondary metabolic process,92/2105,371/21061,0.247978436657682,2.48108021588952,9.59107249570798,9.30105956647013e-17,5.09491374029975e-15,3.65787284119951e-15,AT3G60120/AT5G66690/AT3G13610/AT2G29470/AT1G66280/AT2G30770/AT1G65690/AT5G24540/AT4G37990/AT2G43000/AT1G04580/AT3G26830/AT2G29460/AT1G69920/AT1G69930/AT5G64120/AT3G60140/AT3G12230/AT3G09270/AT1G67980/AT5G62480/AT1G74590/AT1G02930/AT5G44585/AT3G12220/AT1G02920/AT4G19370/AT5G20230/AT5G05340/AT2G44480/AT5G57220/AT1G02940/AT4G22680/AT5G13330/AT1G61820/AT2G02930/AT1G15670/AT4G08850/AT3G24503/AT5G48180/AT1G12160/AT4G12350/AT1G72680/AT1G17170/AT2G02390/AT1G73270/AT4G02520/AT1G21120/AT3G11430/AT3G52430/AT1G78340/AT4G36220/AT3G10450/AT3G21560/AT3G11580/AT1G04770/AT1G07890/AT3G44540/AT3G56400/AT4G38620/AT2G38470/AT1G59870/AT3G03640/AT3G53480/AT3G16410/AT2G29420/AT1G78380/AT4G27260/AT4G39950/AT4G37400/AT3G21230/AT1G33800/AT1G80820/AT5G13420/AT2G41070/AT2G29490/AT1G20780/AT2G30490/AT1G68320/AT1G61810/AT5G63790/AT3G27190/AT1G80440/AT1G53680/AT4G01070/AT1G18570/AT2G48110/AT1G22190/AT5G07350/AT1G28680/AT5G06370/AT1G12140,92
GO:0071446,BP,GO:0071446,cellular response to salicylic acid stimulus,35/2105,77/21061,0.454545454545455,4.54782984236666,10.3931187558383,1.11533431915421e-15,5.63958789069769e-14,4.04891945819814e-14,AT3G01420/AT5G36970/AT3G11340/AT2G13810/AT5G22570/AT1G28480/AT1G15380/AT5G65600/AT5G01900/AT1G14780/AT2G04450/AT3G52400/AT3G50930/AT3G52430/AT5G05190/AT5G13170/AT5G45110/AT1G75270/AT3G56400/AT2G32800/AT3G48090/AT5G06960/AT3G11820/AT1G29690/AT2G40750/AT1G28380/AT5G03350/AT4G03550/AT4G14400/AT1G64280/AT1G22070/AT4G19660/AT1G08720/AT4G16890/AT4G01370,35
GO:0009753,BP,GO:0009753,response to jasmonic acid,64/2105,220/21061,0.290909090909091,2.91061109911466,9.49306038536739,1.4574994364761e-15,7.18547222182716e-14,5.15878090015882e-14,AT1G15520/AT1G70170/AT3G55970/AT2G24850/AT3G09940/AT1G28480/AT1G15380/AT4G20860/AT5G64810/AT5G46050/AT1G61120/AT2G46400/AT3G50480/AT5G26170/AT1G47510/AT5G13330/AT4G19810/AT3G52400/AT4G23810/AT1G55020/AT1G65500/AT1G12160/AT1G74020/AT2G39030/AT1G76930/AT3G15500/AT2G38240/AT3G52430/AT4G34710/AT1G65486/AT3G51430/AT3G22160/AT5G44420/AT5G45110/AT5G63970/AT5G08790/AT5G08760/AT1G06160/AT3G56400/AT3G23240/AT4G04920/AT2G32800/AT1G79380/AT5G05600/AT5G47220/AT1G44350/AT1G17380/AT3G44860/AT3G11820/AT2G34810/AT1G62810/AT1G61340/AT2G40750/AT3G26090/AT3G15510/AT1G64280/AT1G19180/AT3G43440/AT4G19660/AT1G32230/AT4G01370/AT1G15750/AT1G25540/AT2G28290,64
GO:0043067,BP,GO:0043067,regulation of programmed cell death,37/2105,94/21061,0.393617021276596,3.93822711881538,9.51399733665215,4.64916127977194e-14,2.18289191516911e-12,1.5671984765146e-12,AT1G17615/AT1G08860/AT5G13320/AT3G25250/AT5G10380/AT2G32460/AT3G52400/AT1G12290/AT3G50260/AT4G19700/AT4G34180/AT1G72860/AT5G47120/AT4G34390/AT1G72890/AT5G42050/AT5G13190/AT4G25110/AT5G47910/AT4G17720/AT3G57330/AT2G31880/AT1G64060/AT5G39610/AT5G51290/AT1G21750/AT4G22305/AT3G11820/AT1G02170/AT3G21630/AT5G06100/AT1G02120/AT5G60360/AT3G46510/AT5G64530/AT3G11440/AT1G64460,37
GO:0002682,BP,GO:0002682,regulation of immune system process,42/2105,120/21061,0.35,3.50182897862233,9.15864903183967,1.10124173980458e-13,4.93556525203326e-12,3.54346923453867e-12,AT3G22600/AT1G17615/AT5G40990/AT5G24090/AT2G14610/AT3G49120/AT5G13320/AT2G32680/AT5G35580/AT5G65600/AT3G52400/AT5G25440/AT1G72860/AT5G20480/AT4G34390/AT1G72890/AT1G61380/AT5G13190/AT3G09830/AT4G17720/AT5G05300/AT1G17600/AT3G56400/AT1G59870/AT4G12720/AT5G47220/AT5G39610/AT2G39660/AT3G62600/AT2G37150/AT4G22305/AT3G11820/AT5G66850/AT4G03550/AT3G21630/AT5G45050/AT4G16890/AT3G46510/AT1G64460/AT1G49040/AT5G45250/AT5G03320,42
GO:0050776,BP,GO:0050776,regulation of immune response,42/2105,120/21061,0.35,3.50182897862233,9.15864903183967,1.10124173980458e-13,4.93556525203326e-12,3.54346923453867e-12,AT3G22600/AT1G17615/AT5G40990/AT5G24090/AT2G14610/AT3G49120/AT5G13320/AT2G32680/AT5G35580/AT5G65600/AT3G52400/AT5G25440/AT1G72860/AT5G20480/AT4G34390/AT1G72890/AT1G61380/AT5G13190/AT3G09830/AT4G17720/AT5G05300/AT1G17600/AT3G56400/AT1G59870/AT4G12720/AT5G47220/AT5G39610/AT2G39660/AT3G62600/AT2G37150/AT4G22305/AT3G11820/AT5G66850/AT4G03550/AT3G21630/AT5G45050/AT4G16890/AT3G46510/AT1G64460/AT1G49040/AT5G45250/AT5G03320,42
GO:0000302,BP,GO:0000302,response to reactive oxygen species,51/2105,167/21061,0.305389221556886,3.05548807373377,8.88677705752986,1.34109778724504e-13,5.87698852543825e-12,4.21936028969492e-12,AT1G73260/AT3G01420/AT3G13610/AT1G15520/AT4G23150/AT1G04580/AT5G46350/AT4G21830/AT1G09080/AT1G16420/AT5G24110/AT4G23140/AT1G61120/AT5G42380/AT3G17790/AT1G05680/AT5G58940/AT4G02380/AT4G23810/AT5G27600/AT2G26150/AT3G17800/AT1G72520/AT1G07890/AT1G19020/AT5G05300/AT1G75270/AT3G56400/AT4G12720/AT3G04120/AT3G48090/AT5G39610/AT4G18880/AT5G49570/AT2G17420/AT3G05970/AT1G20630/AT5G01600/AT3G07700/AT1G70520/AT2G40750/AT1G08830/AT2G01980/AT4G34890/AT1G34190/AT1G59860/AT1G35580/AT1G32230/AT3G29035/AT4G26070/AT4G11170,51
GO:0044242,BP,GO:0044242,cellular lipid catabolic process,39/2105,114/21061,0.342105263157895,3.42284035504438,8.64367027019473,1.89108636411179e-12,7.76921314589262e-11,5.57787535028588e-11,AT3G01420/AT4G18350/AT4G32810/AT3G05630/AT1G02400/AT3G02040/AT1G27980/AT1G30100/AT4G19230/AT3G03530/AT2G42010/AT4G11850/AT4G11840/AT2G16530/AT1G65520/AT3G06810/AT4G00240/AT3G06860/AT1G30040/AT1G76150/AT4G16760/AT5G17380/AT2G33150/AT2G42790/AT1G52570/AT2G29090/AT4G11830/AT3G16785/AT1G06290/AT5G65110/AT5G27520/AT1G50940/AT3G03520/AT5G58980/AT1G22190/AT3G12800/AT1G74440/AT4G39850/AT4G16210,39
GO:0010243,BP,GO:0010243,response to organonitrogen compound,47/2105,157/21061,0.299363057324841,2.99519494076887,8.3618494915191,2.68545603185451e-12,1.05914385896342e-10,7.60408076388278e-11,AT5G11210/AT5G48410/AT2G43570/AT1G51800/AT5G48400/AT5G25910/AT2G24850/AT2G29110/AT2G14610/AT1G09080/AT2G29100/AT5G46050/AT2G46400/AT1G76640/AT5G59820/AT3G53230/AT3G46090/AT2G35000/AT4G08850/AT2G29120/AT2G33580/AT3G17690/AT1G08450/AT3G07520/AT5G42020/AT1G59870/AT3G53480/AT3G55270/AT1G65040/AT5G28540/AT5G61790/AT5G03340/AT1G62810/AT1G61340/AT2G46830/AT3G21630/AT1G64280/AT3G09840/AT3G04110/AT1G27730/AT1G71220/AT1G09210/AT4G08480/AT5G15400/AT4G27470/AT1G16900/AT4G08500,47
GO:0009404,BP,GO:0009404,toxin metabolic process,27/2105,61/21061,0.442622950819672,4.42854250223901,8.93607265654822,4.47759740339212e-12,1.66600416594137e-10,1.19610099455063e-10,AT2G29470/AT2G30770/AT2G43000/AT3G26830/AT2G29460/AT1G69920/AT1G69930/AT3G09270/AT5G62480/AT1G74590/AT1G02930/AT1G02920/AT1G02940/AT2G02930/AT1G17170/AT2G02390/AT4G02520/AT3G52430/AT1G78340/AT3G56400/AT2G38470/AT2G29420/AT1G78380/AT4G27260/AT4G39950/AT2G29490/AT1G53680,27
GO:0009991,BP,GO:0009991,response to extracellular stimulus,74/2105,321/21061,0.230529595015576,2.30650061787318,7.8603094345739,4.67986605036808e-12,1.70901775024553e-10,1.22698242451171e-10,AT1G80590/AT3G13610/AT5G43350/AT1G15520/AT5G13080/AT5G24090/AT2G45130/AT2G14610/AT3G04530/AT1G73010/AT3G05630/AT1G62300/AT2G47190/AT1G67070/AT3G08860/AT5G27420/AT1G05680/AT4G02380/AT5G45380/AT1G29290/AT1G35515/AT1G74020/AT1G18390/AT3G26840/AT4G25350/AT3G49620/AT2G41220/AT1G04770/AT3G55880/AT1G78830/AT2G16430/AT4G04620/AT3G20660/AT1G21400/AT3G52190/AT3G17810/AT3G49580/AT4G26970/AT1G54570/AT3G06420/AT1G13300/AT3G53480/AT1G53310/AT1G78380/AT1G20630/AT1G18910/AT4G21980/AT5G20150/AT3G07700/AT5G64370/AT1G71040/AT4G00550/AT5G49450/AT1G68320/AT4G17615/AT1G23010/AT3G62770/AT5G54730/AT3G17000/AT2G27190/AT1G05630/AT1G07650/AT3G03520/AT5G45900/AT5G60410/AT1G25550/AT5G23630/AT1G30270/AT3G11220/AT2G26890/AT1G58180/AT3G03740/AT1G54710/AT5G17290,74
GO:0045088,BP,GO:0045088,regulation of innate immune response,37/2105,107/21061,0.345794392523364,3.45975092680978,8.5002448433965,4.81031764782026e-12,1.72471752754574e-10,1.23825401652024e-10,AT3G22600/AT1G17615/AT5G40990/AT5G24090/AT3G49120/AT5G13320/AT2G32680/AT5G65600/AT3G52400/AT1G72860/AT5G20480/AT4G34390/AT1G72890/AT1G61380/AT5G13190/AT3G09830/AT4G17720/AT5G05300/AT1G17600/AT3G56400/AT1G59870/AT4G12720/AT5G47220/AT5G39610/AT2G39660/AT3G62600/AT4G22305/AT3G11820/AT5G66850/AT4G03550/AT3G21630/AT5G45050/AT4G16890/AT1G64460/AT1G49040/AT5G45250/AT5G03320,37
GO:0046777,BP,GO:0046777,protein autophosphorylation,48/2105,170/21061,0.282352941176471,2.82500489031717,7.96142415613832,1.62674753328487e-11,5.72847524221029e-10,4.11273577494013e-10,AT3G04530/AT3G45410/AT5G39000/AT1G05100/AT1G76040/AT3G59700/AT5G58350/AT1G65790/AT5G60280/AT5G25440/AT1G18890/AT1G61380/AT1G09970/AT5G12180/AT4G04710/AT2G17290/AT4G28490/AT2G17520/AT1G16670/AT2G39660/AT4G23250/AT4G38230/AT2G46500/AT5G41990/AT1G12970/AT1G16130/AT3G10660/AT5G45800/AT1G70520/AT4G04740/AT5G66210/AT1G65800/AT5G66850/AT3G07980/AT2G11520/AT3G21630/AT4G04695/AT2G43850/AT4G21940/AT5G14640/AT3G20410/AT4G09570/AT2G01450/AT5G12480/AT4G35310/AT1G08720/AT3G61960/AT4G08500,48
GO:0042430,BP,GO:0042430,indole-containing compound metabolic process,32/2105,87/21061,0.367816091954023,3.68008299888061,8.34735957475898,2.01579559270434e-11,6.73754052341181e-10,4.83719013771158e-10,AT2G30770/AT3G44300/AT2G43000/AT3G26830/AT2G29460/AT5G44585/AT5G57220/AT1G05680/AT4G08850/AT2G24180/AT4G34180/AT1G21120/AT3G52430/AT5G05730/AT3G54640/AT2G04400/AT3G56400/AT2G38470/AT1G59870/AT4G27260/AT4G39950/AT4G37400/AT5G54810/AT4G23850/AT4G27070/AT1G25220/AT2G40000/AT5G27520/AT1G18570/AT3G44310/AT5G38530/AT3G28930,32
GO:0009636,BP,GO:0009636,response to toxic substance,50/2105,184/21061,0.271739130434783,2.71881131880615,7.80341949637764,2.8824116500902e-11,9.3182225802916e-10,6.68998044757777e-10,AT2G29470/AT3G44300/AT2G29460/AT1G69920/AT1G69930/AT1G58340/AT5G64120/AT3G09270/AT2G04040/AT5G62480/AT1G74590/AT1G02930/AT1G02920/AT1G45145/AT1G12950/AT1G67070/AT1G02940/AT2G02930/AT5G54230/AT1G17170/AT2G02390/AT4G02520/AT4G25640/AT1G78340/AT5G22300/AT3G23550/AT1G22990/AT1G75270/AT3G49580/AT1G59870/AT5G05600/AT3G53480/AT2G29420/AT5G49570/AT1G78380/AT3G58810/AT5G38030/AT2G17420/AT1G20630/AT3G23560/AT1G63440/AT3G49570/AT2G29490/AT1G08830/AT1G80460/AT1G53680/AT4G01070/AT2G03800/AT3G44310/AT2G36800,50
GO:0032787,BP,GO:0032787,monocarboxylic acid metabolic process,96/2105,492/21061,0.195121951219512,1.9522391518452,7.1220313257778,9.69641419133824e-11,2.98770762270609e-09,2.14501267884045e-09,AT3G01420/AT1G19250/AT3G44300/AT1G65690/AT4G10500/AT4G18350/AT2G13810/AT1G75000/AT5G44585/AT5G24530/AT5G16230/AT4G37150/AT5G26920/AT5G10300/AT2G19900/AT1G05680/AT4G08850/AT3G08590/AT4G15530/AT1G73805/AT1G55020/AT1G74710/AT4G39030/AT5G27600/AT3G02610/AT2G02390/AT5G52810/AT5G47120/AT3G52430/AT1G30100/AT4G16690/AT4G19230/AT3G03480/AT1G72520/AT3G09830/AT5G11670/AT4G26270/AT2G18950/AT1G16540/AT2G33380/AT3G04120/AT1G65520/AT5G62570/AT3G53480/AT2G04350/AT1G44350/AT2G29750/AT3G06810/AT5G25880/AT1G06130/AT1G64400/AT4G39950/AT3G06860/AT5G36880/AT2G31350/AT5G54810/AT4G23850/AT3G05970/AT5G49070/AT1G76150/AT4G16760/AT5G17380/AT2G33150/AT3G19260/AT2G42790/AT5G56630/AT2G43820/AT2G41070/AT1G29690/AT2G29090/AT2G27150/AT1G20780/AT4G25800/AT1G06290/AT1G01600/AT3G23790/AT2G23620/AT1G28380/AT3G14130/AT3G25780/AT5G65110/AT5G27520/AT1G50940/AT5G51830/AT3G44310/AT3G02360/AT5G58980/AT5G60410/AT1G22190/AT3G12800/AT4G39850/AT4G16210/AT2G01140/AT3G54010/AT5G03320/AT1G15780,96
GO:0016054,BP,GO:0016054,organic acid catabolic process,46/2105,169/21061,0.272189349112426,2.72331585826927,7.49549142592662,1.66104088045233e-10,4.88891435261491e-09,3.50997640881128e-09,AT3G01420/AT4G10500/AT2G24850/AT5G17330/AT5G24530/AT5G38710/AT2G02010/AT1G02400/AT2G02390/AT4G34180/AT5G07440/AT4G19230/AT4G34710/AT4G33150/AT5G53970/AT1G21400/AT1G65520/AT3G06810/AT4G39950/AT3G06860/AT1G30040/AT4G26910/AT5G46180/AT1G76150/AT4G16760/AT5G17380/AT2G33150/AT4G20930/AT2G42790/AT2G29090/AT2G16500/AT1G06290/AT2G40000/AT5G65110/AT1G17290/AT5G27520/AT1G50940/AT1G06570/AT1G72330/AT2G03800/AT3G02360/AT1G22190/AT3G12800/AT4G39850/AT5G55070/AT4G16210,46
GO:0046395,BP,GO:0046395,carboxylic acid catabolic process,46/2105,169/21061,0.272189349112426,2.72331585826927,7.49549142592662,1.66104088045233e-10,4.88891435261491e-09,3.50997640881128e-09,AT3G01420/AT4G10500/AT2G24850/AT5G17330/AT5G24530/AT5G38710/AT2G02010/AT1G02400/AT2G02390/AT4G34180/AT5G07440/AT4G19230/AT4G34710/AT4G33150/AT5G53970/AT1G21400/AT1G65520/AT3G06810/AT4G39950/AT3G06860/AT1G30040/AT4G26910/AT5G46180/AT1G76150/AT4G16760/AT5G17380/AT2G33150/AT4G20930/AT2G42790/AT2G29090/AT2G16500/AT1G06290/AT2G40000/AT5G65110/AT1G17290/AT5G27520/AT1G50940/AT1G06570/AT1G72330/AT2G03800/AT3G02360/AT1G22190/AT3G12800/AT4G39850/AT5G55070/AT4G16210,46
GO:0010646,BP,GO:0010646,regulation of cell communication,75/2105,357/21061,0.210084033613445,2.10193816243837,6.99755121773809,3.55219614408519e-10,1.000704399448e-08,7.18451701322493e-09,AT3G55970/AT4G35380/AT2G45130/AT1G51800/AT4G11890/AT3G26940/AT5G59220/AT1G15380/AT2G47000/AT1G14780/AT2G46400/AT1G05100/AT2G04450/AT2G32460/AT5G26920/AT5G64750/AT1G15670/AT4G23810/AT1G01720/AT4G37900/AT3G63010/AT2G38240/AT3G52430/AT1G23140/AT1G70810/AT1G76650/AT3G22160/AT4G23450/AT2G01540/AT1G67800/AT5G11260/AT5G45110/AT1G75270/AT3G56400/AT1G13300/AT4G04920/AT1G59870/AT5G66070/AT5G05600/AT1G17380/AT3G17410/AT5G20150/AT2G33150/AT1G29690/AT2G40750/AT1G28380/AT4G26080/AT1G79570/AT3G60860/AT4G14400/AT3G02140/AT1G80440/AT1G64280/AT1G19180/AT4G38360/AT3G43440/AT5G06100/AT5G20910/AT4G38200/AT3G04580/AT4G19660/AT4G09570/AT5G60410/AT5G23320/AT5G60360/AT3G49530/AT1G08720/AT1G78570/AT3G46110/AT5G02800/AT3G11220/AT4G33360/AT1G49040/AT5G40280/AT2G28290,75
GO:0071215,BP,GO:0071215,cellular response to abscisic acid stimulus,60/2105,261/21061,0.229885057471264,2.30005187430038,7.0425696604311,5.44623973844466e-10,1.4513492924612e-08,1.04199039092576e-08,AT1G66600/AT1G15520/AT1G51800/AT5G01550/AT3G25010/AT4G11890/AT5G59220/AT1G15380/AT1G05100/AT2G32460/AT5G26920/AT5G64750/AT1G05680/AT1G65790/AT1G01720/AT1G18390/AT1G18890/AT5G47670/AT1G23140/AT5G13170/AT2G29940/AT1G70810/AT4G23450/AT2G01540/AT1G67800/AT5G11260/AT2G43140/AT1G64060/AT2G17290/AT4G21534/AT2G40180/AT1G13300/AT4G04920/AT5G66070/AT2G30020/AT1G69270/AT3G63060/AT3G17410/AT2G33150/AT4G15230/AT2G41070/AT4G21540/AT1G62810/AT4G26080/AT1G69260/AT3G02140/AT4G17615/AT2G46680/AT5G06100/AT5G20910/AT4G09570/AT5G60410/AT5G23320/AT3G21220/AT4G34990/AT5G52300/AT1G08720/AT4G33360/AT5G40280/AT2G28350,60
GO:0097306,BP,GO:0097306,cellular response to alcohol,60/2105,261/21061,0.229885057471264,2.30005187430038,7.0425696604311,5.44623973844466e-10,1.4513492924612e-08,1.04199039092576e-08,AT1G66600/AT1G15520/AT1G51800/AT5G01550/AT3G25010/AT4G11890/AT5G59220/AT1G15380/AT1G05100/AT2G32460/AT5G26920/AT5G64750/AT1G05680/AT1G65790/AT1G01720/AT1G18390/AT1G18890/AT5G47670/AT1G23140/AT5G13170/AT2G29940/AT1G70810/AT4G23450/AT2G01540/AT1G67800/AT5G11260/AT2G43140/AT1G64060/AT2G17290/AT4G21534/AT2G40180/AT1G13300/AT4G04920/AT5G66070/AT2G30020/AT1G69270/AT3G63060/AT3G17410/AT2G33150/AT4G15230/AT2G41070/AT4G21540/AT1G62810/AT4G26080/AT1G69260/AT3G02140/AT4G17615/AT2G46680/AT5G06100/AT5G20910/AT4G09570/AT5G60410/AT5G23320/AT3G21220/AT4G34990/AT5G52300/AT1G08720/AT4G33360/AT5G40280/AT2G28350,60
