,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0016705,MF,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,28/535,435/26733,0.064367816091954,3.21634547212375,6.66007735075589,7.2788350477204e-08,4.33090685339364e-06,3.23716611332828e-06,AT2G36690/AT5G24960/AT1G64940/AT4G12330/AT5G25180/AT3G01900/AT5G57220/AT3G55970/AT3G14640/AT4G19230/AT3G25180/AT1G06100/AT5G24140/AT3G26290/AT3G14630/AT1G64950/AT5G67310/AT1G01600/AT1G13150/AT5G36220/AT5G38970/AT2G22830/AT2G24180/AT4G37400/AT1G13140/AT3G48310/AT1G69720/AT4G37310,28
GO:0071949,MF,GO:0071949,FAD binding,11/535,81/26733,0.135802469135802,6.78580823814469,7.45246921994638,6.3751005405146e-07,3.03454785728495e-05,2.26819366599362e-05,AT2G19500/AT1G26400/AT1G30730/AT1G30740/AT5G56970/AT4G20860/AT1G26390/AT1G30720/AT5G44380/AT5G56490/AT5G20960,11
GO:0015103,MF,GO:0015103,inorganic anion transmembrane transporter activity,12/535,114/26733,0.105263157894737,5.25981308411215,6.51336849327019,3.16796060643215e-06,0.000137086295332882,0.000102466094255892,AT5G43350/AT1G08090/AT2G38940/AT1G12940/AT4G18910/AT1G76430/AT3G45710/AT1G74810/AT4G25350/AT3G45650/AT3G58810/AT1G15960,12
GO:0000146,MF,GO:0000146,microfilament motor activity,5/535,17/26733,0.294117647058824,14.6965365585487,8.07249998117213,1.59765786756752e-05,0.000543203674972957,0.000406021322735205,AT2G33240/AT2G31900/AT3G58160/AT1G04160/AT4G27370,5
GO:0003779,MF,GO:0003779,actin binding,10/535,122/26733,0.0819672131147541,4.09575609008733,4.89750177586224,0.000176336106751254,0.0055957324542398,0.00418256870750343,AT2G33240/AT1G70140/AT2G31900/AT3G58160/AT1G04160/AT5G07770/AT4G27370/AT5G58320/AT5G58160/AT2G29890,10
GO:0015562,MF,GO:0015562,efflux transmembrane transporter activity,4/535,16/26733,0.25,12.4920560747664,6.57086327932171,0.000238408342500276,0.00686494166451539,0.00513124786069483,AT3G53480/AT4G15230/AT3G45650/AT1G15520,4
GO:0019199,MF,GO:0019199,transmembrane receptor protein kinase activity,8/535,83/26733,0.0963855421686747,4.81621439027137,4.97601582317744,0.000258515854628538,0.00686494166451539,0.00513124786069483,AT2G29250/AT4G39110/AT4G28350/AT5G60310/AT3G59750/AT3G45410/AT3G45420/AT3G13380,8
GO:0008422,MF,GO:0008422,beta-glucosidase activity,7/535,63/26733,0.111111111111111,5.55202492211838,5.1691834638313,0.000259598634372431,0.00686494166451539,0.00513124786069483,AT3G60120/AT1G66280/AT2G44480/AT5G24090/AT3G03640/AT1G60270/AT1G60260,7
GO:0015662,MF,GO:0015662,P-type ion transporter activity,6/535,49/26733,0.122448979591837,6.11855807743658,5.12482166995195,0.000420995558916142,0.00954256600209923,0.00713265658715069,AT1G17260/AT3G25610/AT5G44240/AT3G42640/AT1G26130/AT3G63380,6
GO:0016830,MF,GO:0016830,carbon-carbon lyase activity,9/535,114/26733,0.0789473684210526,3.94485981308411,4.50276966263589,0.000486165028071183,0.0105188433346311,0.00786238179368708,AT2G19900/AT5G11670/AT5G25880/AT4G33070/AT5G10300/AT5G17330/AT4G34710/AT5G05730/AT1G02205,9
GO:0015075,MF,GO:0015075,monoatomic ion transmembrane transporter activity,20/535,437/26733,0.045766590389016,2.2868752539618,3.87606338970576,0.000579015155391881,0.0119830962594146,0.00895684771269821,AT1G53470/AT4G32650/AT5G01490/AT3G44900/AT5G24290/AT1G30220/AT3G45710/AT3G17630/AT2G04032/AT1G17260/AT3G58810/AT1G15960/AT4G02900/AT1G01340/AT3G17690/AT3G42640/AT3G49920/AT3G63380/AT3G06370/AT4G23700,20
GO:0016157,MF,GO:0016157,sucrose synthase activity,3/535,10/26733,0.3,14.9904672897196,6.32336371651269,0.00086124001810978,0.0170812603591773,0.0127675055316274,AT4G02280/AT5G11110/AT5G49190,3
GO:0016903,MF,GO:0016903,oxidoreductase activity, acting on the aldehyde or oxo group of donors,6/535,61/26733,0.0983606557377049,4.9149073081048,4.37438655924059,0.00136624256036688,0.0235312825174731,0.0175886189537946,AT1G67290/AT2G31250/AT5G65750/AT5G09300/AT5G20960/AT3G24503,6
GO:0004525,MF,GO:0004525,ribonuclease III activity,3/535,12/26733,0.25,12.4920560747664,5.69010858647341,0.00153249949168417,0.0235312825174731,0.0175886189537946,AT4G15417/AT1G01040/AT3G03300,3
GO:0004630,MF,GO:0004630,phospholipase D activity,3/535,12/26733,0.25,12.4920560747664,5.69010858647341,0.00153249949168417,0.0235312825174731,0.0175886189537946,AT4G11830/AT1G52570/AT2G42010,3
GO:0032296,MF,GO:0032296,double-stranded RNA-specific ribonuclease activity,3/535,12/26733,0.25,12.4920560747664,5.69010858647341,0.00153249949168417,0.0235312825174731,0.0175886189537946,AT4G15417/AT1G01040/AT3G03300,3
GO:0070290,MF,GO:0070290,N-acylphosphatidylethanolamine-specific phospholipase D activity,3/535,12/26733,0.25,12.4920560747664,5.69010858647341,0.00153249949168417,0.0235312825174731,0.0175886189537946,AT4G11830/AT1G52570/AT2G42010,3
GO:0140326,MF,GO:0140326,ATPase-coupled intramembrane lipid transporter activity,3/535,12/26733,0.25,12.4920560747664,5.69010858647341,0.00153249949168417,0.0235312825174731,0.0175886189537946,AT3G25610/AT5G44240/AT1G26130,3
GO:0140303,MF,GO:0140303,intramembrane lipid transporter activity,3/535,13/26733,0.230769230769231,11.5311286843997,5.42733860116287,0.00196277712055856,0.0265363886412568,0.0198348061935975,AT3G25610/AT5G44240/AT1G26130,3
GO:0102483,MF,GO:0102483,scopolin beta-glucosidase activity,5/535,45/26733,0.111111111111111,5.55202492211838,4.36728387242855,0.00198954974138632,0.0265363886412568,0.0198348061935975,AT3G60120/AT1G66280/AT2G44480/AT1G60270/AT1G60260,5
GO:0004888,MF,GO:0004888,transmembrane signaling receptor activity,8/535,115/26733,0.0695652173913043,3.47605038602194,3.80258767477254,0.0022269058746623,0.0286488431443041,0.0214137748402804,AT2G29250/AT4G39110/AT4G28350/AT5G60310/AT3G59750/AT3G45410/AT3G45420/AT3G13380,8
GO:0052689,MF,GO:0052689,carboxylic ester hydrolase activity,11/535,199/26733,0.0552763819095477,2.76206264969708,3.5653738078442,0.00234265691476141,0.0293448603006956,0.0219340176506747,AT2G21610/AT4G37060/AT1G53830/AT5G10300/AT2G39410/AT5G45280/AT2G30550/AT2G23550/AT5G43860/AT4G30140/AT3G14360,11
GO:0016615,MF,GO:0016615,malate dehydrogenase activity,3/535,15/26733,0.2,9.99364485981308,4.97895199831366,0.00303103495626993,0.0360693159796122,0.0269602582952431,AT2G19900/AT5G11670/AT5G25880,3
GO:0052742,MF,GO:0052742,phosphatidylinositol kinase activity,4/535,31/26733,0.129032258064516,6.44751281278263,4.33676370751239,0.00325119480915623,0.0368468745037706,0.0275414497617746,AT4G01190/AT2G41210/AT2G40850/AT3G48190,4
GO:0015385,MF,GO:0015385,sodium:proton antiporter activity,4/535,33/26733,0.121212121212121,6.05675446049278,4.15366774275176,0.00409728159682914,0.0442797156376925,0.033097177986599,AT3G44900/AT3G17630/AT3G06370/AT4G23700,4
GO:0004601,MF,GO:0004601,peroxidase activity,6/535,76/26733,0.0789473684210526,3.94485981308411,3.6738746463673,0.00418610757079025,0.0442797156376925,0.033097177986599,AT5G64100/AT5G39580/AT5G64120/AT1G60740/AT3G49120/AT1G14540,6
GO:0016298,MF,GO:0016298,lipase activity,8/535,128/26733,0.0625,3.12301401869159,3.44060458251731,0.00430331167943017,0.0444062692945317,0.0331917713877747,AT4G37060/AT3G14225/AT4G11830/AT1G52570/AT2G39410/AT2G30550/AT2G42010/AT3G14360,8
GO:0016209,MF,GO:0016209,antioxidant activity,7/535,102/26733,0.0686274509803922,3.42919186366135,3.51258396747147,0.00445371659756081,0.0444062692945317,0.0331917713877747,AT5G64100/AT5G39580/AT5G64120/AT1G60740/AT3G49120/AT1G14540/AT1G75270,7
GO:0046873,MF,GO:0046873,metal ion transmembrane transporter activity,12/535,248/26733,0.0483870967741935,2.41781730479349,3.20556562905635,0.00448582274487382,0.0444062692945317,0.0331917713877747,AT4G32650/AT5G01490/AT3G44900/AT5G24290/AT3G17630/AT2G04032/AT3G58810/AT1G15960/AT3G17690/AT3G63380/AT3G06370/AT4G23700,12
GO:0016857,MF,GO:0016857,racemase and epimerase activity, acting on carbohydrates and derivatives,4/535,34/26733,0.117647058823529,5.87861462341946,4.06768226935864,0.00457123360384885,0.0444062692945317,0.0331917713877747,AT4G23920/AT2G34850/AT1G30620/AT5G44480,4
GO:0008081,MF,GO:0008081,phosphoric diester hydrolase activity,5/535,56/26733,0.0892857142857143,4.46144859813084,3.70545850496956,0.00519959143420716,0.0475962600515886,0.0355761519182595,AT3G02040/AT4G11830/AT1G52570/AT2G42010/AT1G48360,5
GO:1902936,MF,GO:1902936,phosphatidylinositol bisphosphate binding,5/535,56/26733,0.0892857142857143,4.46144859813084,3.70545850496956,0.00519959143420716,0.0475962600515886,0.0355761519182595,AT5G35200/AT3G55150/AT1G47560/AT2G42010/AT4G30510,5
GO:0042887,MF,GO:0042887,amide transmembrane transporter activity,5/535,57/26733,0.087719298245614,4.38317757009346,3.65393161140371,0.00560773423426621,0.0486076193852408,0.0363320994078094,AT1G09930/AT2G36830/AT1G48370/AT1G30400/AT3G54140,5
GO:0000287,MF,GO:0000287,magnesium ion binding,8/535,134/26733,0.0597014925373134,2.98317757009346,3.28881840857512,0.00565781453626351,0.0486076193852408,0.0363320994078094,AT4G13280/AT1G51420/AT3G02040/AT4G33070/AT1G31950/AT3G25610/AT5G44240/AT1G26130,8
GO:0060089,MF,GO:0060089,molecular transducer activity,11/535,224/26733,0.0491071428571429,2.45379672897196,3.1224074342258,0.00571854345708716,0.0486076193852408,0.0363320994078094,AT2G29250/AT5G58080/AT4G39110/AT4G28350/AT5G60310/AT3G59750/AT5G02810/AT3G45410/AT3G45420/AT4G00760/AT3G13380,11
