,ONTOLOGY,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0071214,BP,GO:0071214,cellular response to abiotic stimulus,49/1677,210/21061,0.233333333333333,2.93037169548797,8.26915549159016,5.05801260850473e-12,4.93662030590061e-10,3.62845851862734e-10,AT5G58140/AT3G05480/AT5G19770/AT3G45780/AT3G18870/AT2G30170/AT4G35920/AT2G05070/AT5G18100/AT1G01790/AT1G79410/AT4G21070/AT1G68010/AT2G01830/AT3G05740/AT1G21600/AT2G32010/AT2G02950/AT1G62290/AT2G43010/AT2G36990/AT1G32080/AT2G25930/AT1G08540/AT5G57630/AT4G34220/AT4G20940/AT5G64330/AT1G03600/AT4G18570/AT2G34620/AT2G46970/AT1G04820/AT4G14960/AT1G09340/AT4G29920/AT5G13730/AT2G34640/AT3G27690/AT5G63310/AT4G04340/AT1G02340/AT5G05860/AT1G23080/AT2G15970/AT1G29395/AT5G15960/AT2G42540/AT2G40080,49
GO:0104004,BP,GO:0104004,cellular response to environmental stimulus,49/1677,210/21061,0.233333333333333,2.93037169548797,8.26915549159016,5.05801260850473e-12,4.93662030590061e-10,3.62845851862734e-10,AT5G58140/AT3G05480/AT5G19770/AT3G45780/AT3G18870/AT2G30170/AT4G35920/AT2G05070/AT5G18100/AT1G01790/AT1G79410/AT4G21070/AT1G68010/AT2G01830/AT3G05740/AT1G21600/AT2G32010/AT2G02950/AT1G62290/AT2G43010/AT2G36990/AT1G32080/AT2G25930/AT1G08540/AT5G57630/AT4G34220/AT4G20940/AT5G64330/AT1G03600/AT4G18570/AT2G34620/AT2G46970/AT1G04820/AT4G14960/AT1G09340/AT4G29920/AT5G13730/AT2G34640/AT3G27690/AT5G63310/AT4G04340/AT1G02340/AT5G05860/AT1G23080/AT2G15970/AT1G29395/AT5G15960/AT2G42540/AT2G40080,49
GO:0009642,BP,GO:0009642,response to light intensity,42/1677,164/21061,0.25609756097561,3.216261616999,8.38059767088465,6.70897555261403e-12,6.23615251366789e-10,4.58362590386612e-10,AT3G50820/AT1G67740/AT3G03850/AT5G54190/AT4G30950/AT2G05070/AT5G18100/AT1G60950/AT1G01790/AT1G55480/AT4G26555/AT3G02730/AT1G45474/AT3G15850/AT1G62290/AT2G43010/AT2G18010/AT2G06850/AT5G66570/AT3G47470/AT4G20940/AT1G03600/AT1G08810/AT3G61470/AT1G61520/AT2G45400/AT3G12820/AT3G19480/AT3G54890/AT3G62030/AT3G57180/AT5G54270/AT1G10522/AT3G27690/AT3G47860/AT1G02340/AT5G07690/AT3G03830/AT3G03630/AT2G42540/AT5G42900/AT4G33980,42
GO:0005983,BP,GO:0005983,starch catabolic process,13/1677,17/21061,0.764705882352941,9.60373917008664,10.4381026673703,8.69487739619284e-12,7.28606834359622e-10,5.35532309767129e-10,AT1G43670/AT3G01510/AT2G40840/AT5G17520/AT5G04360/AT4G09020/AT1G69830/AT3G52180/AT4G15210/AT3G10940/AT1G10760/AT5G26570/AT5G64860,13
GO:0033013,BP,GO:0033013,tetrapyrrole metabolic process,33/1677,109/21061,0.302752293577982,3.80218607933564,8.62723229039767,8.95828075032322e-12,7.28606834359622e-10,5.35532309767129e-10,AT4G15560/AT1G08520/AT5G54190/AT2G30390/AT3G56940/AT2G26550/AT3G03710/AT2G40490/AT5G47110/AT5G35750/AT3G14930/AT4G27430/AT5G40850/AT3G51820/AT4G18480/AT5G66190/AT5G58250/AT2G20890/AT1G03630/AT4G25080/AT3G48730/AT1G10657/AT4G17600/AT3G14110/AT4G03205/AT2G26540/AT3G57180/AT5G38520/AT1G08550/AT5G45930/AT1G04620/AT5G18660/AT4G27440,33
GO:0009251,BP,GO:0009251,glucan catabolic process,16/1677,28/21061,0.571428571428571,7.17642047874606,9.61920705688319,2.94879349602088e-11,1.98484307042509e-09,1.45887678224191e-09,AT5G36890/AT1G43670/AT3G01510/AT2G40840/AT5G17520/AT5G04360/AT4G09020/AT1G69830/AT3G52180/AT4G15210/AT3G29320/AT3G10940/AT1G10760/AT3G46970/AT5G26570/AT5G64860,16
GO:0048285,BP,GO:0048285,organelle fission,49/1677,221/21061,0.221719457013575,2.78451609073518,7.84407544277176,3.59804761660228e-11,2.34112964920255e-09,1.72075049172944e-09,AT1G13330/AT2G28620/AT5G50930/AT1G22260/AT1G35530/AT2G21280/AT5G05620/AT5G37630/AT5G63540/AT3G23670/AT4G35520/AT1G63680/AT3G63480/AT5G46290/AT2G42260/AT2G33560/AT2G33793/AT3G19180/AT5G15510/AT3G23890/AT5G63920/AT1G78770/AT5G20850/AT3G22880/AT5G12150/AT3G57060/AT1G64625/AT1G50240/AT5G48600/AT3G19590/AT3G57860/AT3G19720/AT5G42480/AT5G57880/AT4G22860/AT4G21270/AT3G29185/AT2G36250/AT5G52290/AT5G55280/AT4G23940/AT3G52750/AT4G17380/AT5G21920/AT3G50960/AT5G51330/AT1G04650/AT1G60460/AT1G67370,49
GO:0007010,BP,GO:0007010,cytoskeleton organization,62/1677,324/21061,0.191358024691358,2.40321488254305,7.48682596094969,7.45309419441768e-11,4.54638745859479e-09,3.34163400887872e-09,AT5G43160/AT3G07540/AT3G23090/AT1G23790/AT2G28620/AT2G37620/AT1G68060/AT3G58160/AT5G67270/AT5G05620/AT4G20890/AT5G55230/AT5G05970/AT3G23670/AT1G10200/AT3G19050/AT4G27180/AT3G06030/AT5G15510/AT4G05190/AT4G32330/AT1G71790/AT3G19570/AT5G19780/AT2G29890/AT3G47690/AT2G44190/AT4G16340/AT1G08730/AT3G12110/AT4G05520/AT2G38720/AT2G29550/AT2G35880/AT1G24764/AT5G23860/AT4G18570/AT5G57880/AT3G53750/AT4G22860/AT4G21270/AT5G18700/AT1G75640/AT4G14960/AT1G14840/AT2G33240/AT1G50010/AT1G75780/AT1G04160/AT2G20290/AT4G27370/AT5G48460/AT3G50240/AT5G12250/AT3G50960/AT4G30710/AT3G60840/AT3G49260/AT1G11160/AT1G20010/AT2G39900/AT4G23496,62
GO:0019252,BP,GO:0019252,starch biosynthetic process,18/1677,38/21061,0.473684210526316,5.9488748705395,8.98100504564045,1.08502466407261e-10,6.41808528566584e-09,4.7173480610238e-09,AT1G11720/AT2G21590/AT5G48300/AT5G19220/AT3G16000/AT3G55800/AT5G03650/AT2G39930/AT1G66430/AT4G18240/AT5G24300/AT1G03310/AT5G04360/AT3G20440/AT5G39790/AT3G59480/AT5G51820/AT2G36390,18
GO:0006310,BP,GO:0006310,DNA recombination,43/1677,187/21061,0.229946524064171,2.88783765254353,7.62705049448987,1.65741462109761e-10,9.51550982465453e-09,6.99398182215494e-09,AT1G04020/AT1G13330/AT5G50930/AT5G07660/AT3G25100/AT1G22260/AT1G35530/AT5G01630/AT5G63540/AT1G08390/AT1G60930/AT2G14050/AT5G44635/AT4G35520/AT3G59550/AT4G00380/AT5G08020/AT2G33793/AT3G23890/AT5G63920/AT5G20850/AT4G25120/AT4G21070/AT3G22880/AT3G05740/AT5G56220/AT2G22140/AT5G61000/AT4G19130/AT5G27680/AT4G00020/AT5G57880/AT5G24280/AT1G67180/AT1G10930/AT5G52290/AT4G17380/AT2G28560/AT2G18050/AT5G51330/AT1G04650/AT1G60460/AT1G67370,43
GO:0031425,BP,GO:0031425,chloroplast RNA processing,15/1677,27/21061,0.555555555555556,6.97707546544756,9.14078934839736,2.14105973721428e-10,1.19409960201208e-08,8.77673510322724e-09,AT1G08070/AT1G06190/AT2G29760/AT5G08720/AT3G03710/AT2G41720/AT3G18680/AT5G53080/AT2G04270/AT3G52380/AT2G02980/AT3G63370/AT5G39980/AT3G18110/AT2G35130,15
GO:0009639,BP,GO:0009639,response to red or far red light,51/1677,248/21061,0.205645161290323,2.58264325696809,7.37421073141684,2.57984507181134e-10,1.39884932782659e-08,1.02816632540317e-08,AT4G37580/AT5G61270/AT4G18390/AT1G22770/AT3G58850/AT5G54190/AT2G05070/AT1G14920/AT2G21650/AT1G21600/AT2G02950/AT2G43010/AT2G18010/AT5G58960/AT4G32980/AT3G25717/AT2G25930/AT1G08540/AT1G52410/AT2G47890/AT4G38860/AT3G61850/AT5G23060/AT2G31360/AT2G46970/AT5G15160/AT2G42870/AT1G14290/AT3G54720/AT4G25260/AT1G52830/AT3G28860/AT2G34640/AT3G27690/AT5G63310/AT1G02340/AT1G70560/AT2G37640/AT1G18400/AT1G78370/AT1G67265/AT5G39860/AT5G15960/AT5G24470/AT2G42540/AT1G80340/AT4G14130/AT4G32280/AT5G42900/AT2G40080/AT4G33980,51
GO:0016051,BP,GO:0016051,carbohydrate biosynthetic process,65/1677,367/21061,0.177111716621253,2.22429926282661,6.95940982457646,7.68708237085757e-10,3.8474832789523e-08,2.82793340660698e-08,AT5G65810/AT4G18780/AT5G09870/AT2G22900/AT1G16340/AT1G16860/AT5G57440/AT4G33670/AT5G07720/AT4G37450/AT3G02250/AT3G02870/AT4G32410/AT1G11720/AT3G60750/AT4G39770/AT1G32060/AT2G21170/AT5G06700/AT4G39350/AT4G24010/AT2G21590/AT5G44030/AT3G04790/AT5G13000/AT1G42970/AT1G43670/AT4G24620/AT5G61420/AT5G48300/AT3G62660/AT5G19220/AT3G16000/AT3G55800/AT4G17770/AT5G03650/AT2G39930/AT3G12780/AT1G71990/AT1G66430/AT1G26810/AT1G05850/AT4G18240/AT5G24300/AT3G54050/AT2G22190/AT1G03310/AT4G26520/AT5G04360/AT1G79500/AT3G55990/AT1G12900/AT3G20440/AT1G78090/AT5G39790/AT5G07690/AT2G37720/AT3G59480/AT5G51820/AT5G56490/AT2G46760/AT2G36390/AT4G26530/AT5G07700/AT1G68050,65
GO:0042548,BP,GO:0042548,regulation of photosynthesis, light reaction,15/1677,29/21061,0.517241379310345,6.49589784714083,8.71106748822498,8.19503166426946e-10,3.9991754521635e-08,2.93942846273665e-08,AT3G50820/AT1G67740/AT5G08720/AT4G30950/AT1G71500/AT3G15850/AT4G35440/AT2G45870/AT3G18680/AT2G30570/AT5G66570/AT1G55670/AT4G33470/AT5G01920/AT1G68890,15
GO:0044272,BP,GO:0044272,sulfur compound biosynthetic process,38/1677,161/21061,0.236024844720497,2.96417367600381,7.35857457260103,8.57467598702954e-10,4.08238232358089e-08,3.00058623114795e-08,AT1G54220/AT3G25860/AT3G16950/AT3G59970/AT5G08415/AT5G57590/AT5G60890/AT2G43750/AT5G61420/AT1G72810/AT5G04620/AT3G03780/AT3G22740/AT3G09710/AT1G34430/AT1G16400/AT1G62560/AT3G56040/AT1G74090/AT4G14680/AT2G43360/AT3G58990/AT1G65860/AT5G35360/AT3G62030/AT5G54770/AT2G43100/AT4G13770/AT5G07690/AT4G12030/AT3G03630/AT2G29630/AT5G14200/AT1G16410/AT5G23010/AT3G19710/AT1G76790/AT5G07700,38
GO:0032544,BP,GO:0032544,plastid translation,13/1677,22/21061,0.590909090909091,7.42107117688513,8.86299066366631,1.24231362680932e-09,5.77380047507571e-08,4.24379316626844e-08,AT2G17240/AT1G71720/AT3G56910/AT1G68590/AT2G39140/AT1G09340/AT2G33800/AT4G31850/AT5G54600/AT2G38140/AT3G63190/AT3G62910/AT3G63140,13
GO:0032787,BP,GO:0032787,monocarboxylic acid metabolic process,79/1677,492/21061,0.160569105691057,2.01654498208667,6.71083525452462,1.44899357511775e-09,6.33142556324615e-08,4.65365241733418e-08,AT1G54220/AT1G08640/AT4G18780/AT5G04530/AT3G48720/AT4G31000/AT3G25860/AT3G16950/AT1G49430/AT2G23610/AT2G45970/AT5G62470/AT5G09660/AT3G28455/AT3G56130/AT3G11170/AT5G60335/AT4G30950/AT3G02630/AT3G23820/AT5G48880/AT2G21170/AT5G08415/AT5G52920/AT5G46290/AT3G12120/AT5G57590/AT4G25050/AT4G24510/AT4G00360/AT5G16240/AT1G62640/AT2G30200/AT3G25760/AT3G15850/AT4G24620/AT5G16390/AT1G77590/AT5G04230/AT4G20870/AT4G13840/AT5G04620/AT2G26640/AT3G63170/AT1G34430/AT5G15530/AT4G01900/AT1G08980/AT2G19860/AT2G46110/AT5G05580/AT1G52400/AT2G23550/AT3G12780/AT1G66430/AT1G05850/AT2G31360/AT2G05990/AT2G43360/AT1G16060/AT5G42650/AT5G35360/AT2G15090/AT4G34510/AT4G26520/AT1G30520/AT1G08550/AT3G25770/AT3G47860/AT3G10520/AT1G79440/AT1G70560/AT4G24670/AT2G23560/AT1G53520/AT1G18870/AT4G26530/AT1G06080/AT5G58310,79
GO:0046148,BP,GO:0046148,pigment biosynthetic process,36/1677,151/21061,0.23841059602649,2.99413569643048,7.23336164770621,1.76726006072579e-09,7.4993296489929e-08,5.51207199718363e-08,AT4G15560/AT1G08520/AT5G54190/AT2G30390/AT3G56940/AT3G03710/AT2G40490/AT5G47110/AT3G14930/AT4G27430/AT5G40850/AT3G51820/AT4G18480/AT1G31800/AT3G25710/AT3G53130/AT5G58250/AT4G01900/AT1G03630/AT4G25080/AT3G48730/AT1G10657/AT5G57030/AT4G17600/AT3G14110/AT5G42800/AT4G03205/AT2G26540/AT3G57180/AT3G29590/AT4G22880/AT5G17220/AT5G45930/AT5G18660/AT4G27440/AT5G54060,36
GO:0010087,BP,GO:0010087,phloem or xylem histogenesis,33/1677,132/21061,0.25,3.1396839594514,7.25331221248612,2.29835768932436e-09,9.54551959481095e-08,7.01603926214804e-08,AT4G18750/AT5G64080/AT2G13820/AT3G28455/AT5G43870/AT5G61480/AT5G40830/AT1G78770/AT1G64625/AT5G35750/AT2G34925/AT3G01680/AT2G06850/AT2G26330/AT4G32880/AT4G14740/AT5G13290/AT5G19530/AT3G22810/AT4G20270/AT5G56780/AT1G62700/AT1G05065/AT5G25380/AT1G70560/AT4G24670/AT5G10250/AT1G69970/AT2G32280/AT5G47440/AT1G22740/AT1G26600/AT5G65800,33
GO:0048598,BP,GO:0048598,embryonic morphogenesis,17/1677,41/21061,0.414634146341463,5.20728071323647,7.93142233859153,4.58346911873122e-09,1.78938634395267e-07,1.31521440185909e-07,AT1G17840/AT4G18750/AT1G08260/AT5G41920/AT3G46740/AT2G21050/AT2G01830/AT5G19730/AT1G05470/AT4G00020/AT4G18570/AT1G70560/AT4G24670/AT5G10250/AT2G32280/AT1G60460/AT4G20140,17
GO:0010207,BP,GO:0010207,photosystem II assembly,14/1677,28/21061,0.5,6.2793679189028,8.222130166841,5.38975599648867e-09,2.06290268728351e-07,1.51625127414119e-07,AT3G50820/AT4G35250/AT1G55480/AT1G71500/AT1G73060/AT5G66570/AT5G35220/AT2G20890/AT1G05385/AT4G19100/AT1G03600/AT4G10340/AT3G15095/AT1G64150,14
GO:0009415,BP,GO:0009415,response to water,74/1677,471/21061,0.157112526539278,1.97313471761702,6.28245318685359,1.24133611905019e-08,4.65978481612688e-07,3.42498204507168e-07,AT5G61590/AT4G18780/AT1G31710/AT1G20440/AT5G52440/AT5G44650/AT5G62470/AT5G53210/AT3G28455/AT2G05070/AT1G01620/AT1G01790/AT1G79410/AT4G26555/AT1G74520/AT5G66880/AT2G40130/AT1G68010/AT3G25760/AT2G01830/AT5G35750/AT1G77120/AT3G05740/AT5G05690/AT1G13740/AT4G35300/AT5G37500/AT1G32080/AT5G25610/AT2G20890/AT2G33860/AT4G34220/AT1G52400/AT1G08810/AT1G80710/AT1G05850/AT1G09340/AT1G16060/AT5G65730/AT1G12480/AT2G38750/AT3G20470/AT5G08490/AT4G23400/AT5G50720/AT3G52150/AT4G29920/AT3G50970/AT3G27690/AT2G18050/AT3G47860/AT5G07690/AT2G38760/AT5G05860/AT5G15970/AT2G15970/AT5G59320/AT5G23010/AT3G11020/AT3G29320/AT3G46970/AT1G29395/AT2G41240/AT5G52310/AT5G15960/AT4G25490/AT4G04330/AT5G59310/AT5G07700/AT1G49230/AT1G31690/AT2G42540/AT2G21660/AT4G25480,74
GO:0006766,BP,GO:0006766,vitamin metabolic process,26/1677,96/21061,0.270833333333333,3.40132428940568,6.93606271135284,1.90456953138113e-08,7.01456551935086e-07,5.15576617928992e-07,AT1G60550/AT4G33670/AT3G02870/AT5G16710/AT1G23360/AT3G63410/AT5G57590/AT5G15070/AT5G47110/AT1G19570/AT5G60540/AT5G04620/AT2G46110/AT5G53580/AT2G43360/AT5G39220/AT4G17600/AT5G54770/AT1G68890/AT2G22450/AT1G30520/AT1G60600/AT2G29630/AT5G56490/AT2G46760/AT1G18870,26
GO:0006520,BP,GO:0006520,amino acid metabolic process,65/1677,398/21061,0.163316582914573,2.0510498227572,6.22647380957311,2.12392086427582e-08,7.27349741590597e-07,5.34608335735539e-07,AT1G65960/AT4G11640/AT4G08870/AT5G09300/AT5G14060/AT3G02660/AT5G10240/AT3G55400/AT3G10050/AT2G29690/AT1G62800/AT5G11880/AT5G35630/AT3G59970/AT3G07420/AT1G11870/AT1G29410/AT1G74040/AT5G22800/AT5G60890/AT5G05590/AT2G43750/AT4G19710/AT4G33760/AT1G72810/AT3G03780/AT4G04350/AT5G16290/AT3G22740/AT3G23940/AT4G01900/AT1G31230/AT5G65010/AT1G07780/AT2G25840/AT2G36230/AT5G16715/AT5G49030/AT3G58990/AT3G19480/AT1G11860/AT3G62030/AT2G31170/AT1G48520/AT2G35370/AT1G69040/AT4G37930/AT2G35500/AT1G32470/AT2G43100/AT1G79440/AT5G52100/AT3G02020/AT3G49680/AT1G70560/AT4G24670/AT3G03630/AT1G10060/AT5G14200/AT5G23010/AT3G19710/AT5G17460/AT4G23600/AT2G22810/AT5G65800,65
