"","genes","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"35","AT1G01340",950.011018823237,3.43617138564425,0.257186523912351,13.3606198854155,1.027052720863e-40,9.79434821986622e-39
"36","AT1G01350",311.36881218975,0.405728459713344,0.124645624319619,3.2550557785564,0.0011337009753029,0.00320142273874471
"37","AT1G01355",2.21282123104735,1.33088321666747,0.861975188122664,1.54399248958205,0.122590152077151,0.189418423238238
"38","AT1G01360",210.13924205282,0.0763984228165151,0.17180070585769,0.444692135780858,0.656542253317352,0.734757635558218
"39","AT1G01370",36.5354908302357,-0.126978869824416,0.229047330603741,-0.554378300282807,0.579319973635114,0.66589301848202
"40","AT1G01380",5.08741814637833,-1.48175445296905,0.538063522619441,-2.75386527924335,0.00588960062531946,0.0137657307347652
"41","AT1G01390",40.4555455145064,-1.00312769508165,0.401167926449193,-2.50051818439352,0.0124011766302956,0.0264356028632459
"42","AT1G01420",167.429167606004,-0.491694615481082,0.286338906570172,-1.71717710796169,0.085946816891047,0.140298068120998
"43","AT1G01430",699.341327794432,-0.889715546674198,0.20277900404529,-4.38761177895658,1.14602099157929e-05,5.05520553133762e-05
"44","AT1G01440",458.94686153773,0.475394737326751,0.124156302565551,3.82900205227806,0.000128663934125708,0.000452697301526148
"45","AT1G01448",56.2007875143442,-0.826192588031899,0.258342845160926,-3.19804710487434,0.00138361677483359,0.00381425277597412
"46","AT1G01453",9.65603600140403,3.83245073476842,0.933063107198958,4.10738641920307,4.00161446407633e-05,0.000157301151015591
"47","AT1G01470",4805.09390601476,0.336779833249587,0.380231411055533,0.88572333441542,0.375766631003901,0.47445194671777
"48","AT1G01480",122.995188812568,5.1307975007838,0.512273092131673,10.015746639031,1.29976740781529e-23,4.55932742464378e-22
"49","AT1G01490",1013.00411969308,0.342420263295499,0.224849835813491,1.52288420428081,0.12778767829781,0.195982973069209
"50","AT1G01500",369.448287348418,-0.391226848608004,0.19095479914723,-2.04879296228821,0.0404823642443884,0.0738050154712929
"51","AT1G01510",409.635043469109,-0.432392803418446,0.0999840811035188,-4.3246164654028,1.52797463515975e-05,6.56135540700469e-05
"52","AT1G01520",77.8717438610711,1.73743320598777,0.958700923649804,1.81227863990504,0.0699431532944127,0.117733454872974
"53","AT1G01530",1.73864550444512,2.11527309545143,1.14737318008179,1.84357899606878,0.0652445193772956,0.110977647854409
"54","AT1G01540",824.841768861738,-0.737837648224705,0.212119508593486,-3.47840541927111,0.000504406405354271,0.00154857926593946
"55","AT1G01550",2905.48379524088,0.50931580273086,0.135941376837126,3.74658411280533,0.000179258914113532,0.000610716767554438
"56","AT1G01560",621.408375624966,4.11029829800263,0.292513486232839,14.0516539970087,7.52556337124653e-45,8.4581956890403e-43
"57","AT1G01570",18.9891287099284,-0.798265380287349,0.392601496346347,-2.03327136477119,0.0420251145281661,0.0761246678760798
"58","AT1G01580",17.768399201139,0.217047064961393,0.357586949594058,0.606977030922942,0.543866155438792,0.634141086019221
"59","AT1G01590",2.38872170069299,-0.759910380771982,1.19923285614112,-0.633663743351076,0.526300291318489,0.619438688993653
"60","AT1G01600",19.3499683814228,-0.0665324083715636,0.353635556356078,-0.188138345185436,0.850768202665148,0.89177639591314
"61","AT1G01610",438.083036345526,-0.596006390207452,0.197636932338548,-3.01566302995689,0.00256418050218168,0.00660968081939623
"62","AT1G01620",3467.6736255364,-1.13030152720849,0.407220422641654,-2.77565039561666,0.00550914127032495,0.0129839384876418
"63","AT1G01630",722.398523410855,-0.0853127295156681,0.177456672838495,-0.480752445941057,0.630692451676236,0.71215972207575
"64","AT1G01640",25.7168961741522,1.22388547028142,0.322479674162871,3.79523290408464,0.000147504919386756,0.000511794907728909
"65","AT1G01650",855.225426140829,0.711587100651012,0.202243089843407,3.51847423416039,0.000434035961719049,0.00135430286129022
"66","AT1G04027",4.20912761643863,0.822918320891141,0.737244901898714,1.11620754347949,0.264333306270925,0.357326853451289
"67","AT1G01660",23.7126425760299,1.05131561850386,0.372086503054656,2.82546023538356,0.00472127477209953,0.0113480591330693
"68","AT1G01670",36.3093983786093,0.664914834693925,0.259452445159391,2.56276187447547,0.0103843242780246,0.0226066093013739
"69","AT1G01680",600.299133479065,4.98717711729263,0.327917623371499,15.2086279048279,3.09971952962637e-52,4.84281712894605e-50
"70","AT1G01690",32.8284897531078,-0.606128493803652,0.289747312687738,-2.0919210196675,0.0364455814409012,0.0674162157663627
"71","AT1G01695",2.97592937839708,-0.0759255900382096,0.787678855743747,-0.0963915553712797,0.923209598731952,0.945310869033667
"72","AT1G04037",11.9736894171544,-0.444076028886322,0.387721857858263,-1.14534690238862,0.252065484219476,0.344036589335244
"73","AT1G01700",17.7741487270495,-0.665671357349577,0.358770892858126,-1.85542186002478,0.0635360081483793,0.108473589359114
"74","AT1G01710",558.758002163503,0.088747462053955,0.143929501861374,0.616603690739041,0.537496159562717,0.628710396591467
"75","AT1G01715",18.7587704480145,-0.384684596755016,0.36262067911046,-1.06084572368757,0.28876001886855,0.384728103039512
"76","AT1G01720",783.981218412955,2.24400062829152,0.259174205858996,8.65827145434516,4.78971811742215e-18,1.11771928399039e-16
"77","AT1G01725",35.7628308140818,0.831241300305577,0.23222879228305,3.57940672271346,0.000344375139361474,0.00110153041164424
"78","AT1G04047",2.55196373829496,-0.426170476540198,0.89290815020887,-0.477283667352021,0.63316013960766,0.714177404783263
"79","AT1G01730",559.316581578923,1.39282183406362,0.168875355440997,8.24763228729525,1.61563605904217e-16,3.26821365882827e-15
"80","AT1G01740",66.8247604988266,-0.592960154757205,0.210175683081465,-2.82125955802114,0.00478354816708685,0.0114777020556319
"81","AT1G01750",1.68856187163495,-1.6555226830149,0.951904500854393,-1.73916887831601,0.0820050619523496,0.134935206206717
"82","AT1G01760",29.0479670341316,-0.917805318724996,0.283314074592897,-3.23953308724186,0.0011972557478612,0.0033585059047032
"83","AT1G01770",230.441746048483,-0.112740105095338,0.321922038120415,-0.350209341844335,0.726181596392771,0.793347271718724
"84","AT1G01780",95.4294962664944,0.0276593469893825,0.25454646699868,0.108661288115722,0.913471147594319,0.937997292236762
"85","AT1G01790",1579.44044283546,-1.15200264347838,0.211493523715781,-5.44698780009224,5.12299755496784e-08,3.5377590325513e-07
"86","AT1G01800",816.247190700239,0.375100676273848,0.0850198410435822,4.41191928460049,1.02458311592918e-05,4.56708649550869e-05
"87","AT1G01810",4.03600486978139,0.630852828622779,0.553119486633842,1.14053625639191,0.254062956644309,0.346355150189831
"88","AT1G01820",1007.43115709608,0.158200492622945,0.183921992570581,0.86014994950772,0.389706390192362,0.488921451615982
"89","AT1G01830",355.04909413298,0.717265636329161,0.30946013412558,2.31779656644914,0.0204603798069527,0.0409523629626896
"90","AT1G01860",101.355259947647,-1.28013699925482,0.198145810191047,-6.46058071084393,1.04301944787876e-10,1.07167329371834e-09
"91","AT1G01880",13.9838915335085,-0.732882206068813,0.354359443164975,-2.06818872815424,0.0386222797772093,0.070900850101012
"92","AT1G01900",6.90123625987442,-1.04144846553707,0.432803371163248,-2.40628547494434,0.0161156659150376,0.0331952165997147
"93","AT1G01910",673.147056226677,0.071307704696141,0.122723350077262,0.581044313500635,0.561210588027746,0.649892658553499
"94","AT1G01920",102.742858458844,-1.11567561927178,0.27926065278492,-3.99510496070868,6.46655979567644e-05,0.000243050410747238
"95","AT1G01930",190.906702550401,-0.0805652925632033,0.12546718129658,-0.64212243975389,0.520793687020507,0.614627111387625
"96","AT1G01940",137.189859432373,0.118879435248405,0.209343658561311,0.567867381631666,0.570125021974656,0.658001996598716
"97","AT1G01950",291.77032859339,-0.047455256871248,0.189132739953118,-0.250909794269417,0.801883851865241,0.853903387283772
"98","AT1G01960",975.33131132941,-0.312246868656745,0.142181029179479,-2.19612187686859,0.0280832211271086,0.0537438344374142
"99","AT1G01970",383.552955617729,-1.05907452734541,0.203929768828042,-5.19332971067332,2.06565884031639e-07,1.28217522100112e-06
"100","AT1G01990",184.002656257474,0.0310844171194949,0.162862093471146,0.190863425963526,0.848632595212749,0.889961317715969
"101","AT1G02000",145.309091762384,-0.0127306380943283,0.177171324794293,-0.0718549579572735,0.942717335686133,0.958998854205949
"102","AT1G02010",118.337764868682,-0.74239949302792,0.246167971590609,-3.01582487856126,0.00256281227727015,0.00660692705160728
"103","AT1G02020",225.091836687456,0.247576873942949,0.140290622243521,1.76474286009793,0.0776069917653145,0.128783760572363
"104","AT1G02030",1.70271711338949,3.39429787320207,1.16344902453084,2.91744442741772,0.00352912529915933,0.00878850341568855
"105","AT1G02050",45.7342049247222,-0.50869630090663,0.321284756176505,-1.58331913085589,0.113348744656792,0.177378667048694
"106","AT1G02060",49.5771297861561,-0.821936784862802,0.336413934664399,-2.44323049722287,0.0145564370304342,0.0304061967896298
"107","AT1G02065",6.62325764196396,0.275099669635861,0.687995550883169,0.399856756751871,0.68926202422378,0.762657749340782
"108","AT1G02070",1.92462557479051,-0.0499706363703753,0.856574370979739,-0.058337767347883,0.953479584733681,0.966652188225834
"109","AT1G02080",1315.12473480919,-0.0748640894199203,0.209326816510977,-0.357642134284284,0.720611142491553,0.78859129945089
"110","AT1G02090",511.274588159125,0.289196163979476,0.183000853520047,1.58029953640515,0.114038285993788,0.178280420279409
"111","AT1G02100",565.353492100257,0.613441645446055,0.157048226186688,3.90607178661693,9.3808653832687e-05,0.000340446595598066
"112","AT1G02110",192.157218628405,-0.912037816979153,0.249879716707154,-3.6499073594197,0.000262334904376001,0.00086266242849663
"113","AT1G02120",1827.35534618912,0.780426076901076,0.116996946113089,6.67048245983036,2.54963847482619e-11,2.81957760853143e-10
"114","AT1G02130",801.526750245558,0.256779030558264,0.127189920468483,2.01886304836469,0.0435014557948993,0.0784072631079886
"115","AT1G02140",1319.75921243777,0.1918451799182,0.139483400957058,1.37539792263355,0.169008112671362,0.247068797799286
"116","AT1G02145",219.894253187902,-0.269637582376907,0.120039494042726,-2.24624057712985,0.0246886024579511,0.0480658615595408
"117","AT1G02150",942.496983360171,-1.23725034168195,0.186387841844409,-6.63804210316876,3.17877077522153e-11,3.47002682890759e-10
"118","AT1G02160",174.790549964048,-0.298584912043239,0.169538932043746,-1.76115838671317,0.0782115990758302,0.129689372679071
"119","AT1G02170",892.118390247527,1.41383657858366,0.195716884149076,7.22388660912234,5.05223894136402e-13,7.02181524538221e-12
"120","AT1G02180",23.9182834829028,-1.47937547154845,0.245351343981711,-6.02962041104094,1.64345229954337e-09,1.44814442826563e-08
"121","AT1G02205",91.7233323081955,-0.81505517460733,0.372416112074913,-2.18856045208747,0.0286288029220811,0.0546502512626105
"122","AT1G02220",561.211559201235,5.23290271783554,0.426433442162097,12.2713234949486,1.29125237542392e-34,8.94496810635649e-33
"123","AT1G02230",139.223476355275,3.2074227850711,0.396342888942606,8.09254530497094,5.84306574397621e-16,1.12318407743501e-14
"124","AT1G02250",4.73690744809092,3.34224677326439,1.0306975867937,3.24270359811502,0.00118401317859076,0.00332686560091528
"125","AT1G02260",256.836344757636,-0.0762241029384908,0.206621843753677,-0.368906314810359,0.712197556297622,0.781617255710203
"126","AT1G02270",689.650954908856,0.161058418027775,0.172146632554839,0.935588548189978,0.349485073013037,0.447163075646407
"127","AT1G08795",4.74285016540146,2.42675583965327,0.950075182771211,2.55427768629302,0.0106408356615937,0.0231033874225554
"128","AT1G02280",652.34042202272,-1.04896435519465,0.191498736992897,-5.47765678075234,4.30995083511164e-08,3.01696558457815e-07
"129","AT1G02290",93.6081349206736,-0.37837221161592,0.19928769413294,-1.89862305980377,0.0576140542567605,0.0997626160369578
"130","AT1G02300",298.698191757722,-1.12344800072439,0.271181793880625,-4.14278548957066,3.43112844593614e-05,0.00013677945808094
"131","AT1G02305",1758.92501446029,0.909234021001025,0.302885866279404,3.00190310023341,0.00268297563207347,0.00688528310798538
"132","AT1G02310",51.3610975318255,5.25246479741185,0.735719469722147,7.13922223561041,9.38604789581607e-13,1.25922807001786e-11
"133","AT1G02330",435.380874252846,0.468837577116835,0.146407926010989,3.20226909765557,0.00136349561291764,0.00376727014385585
"134","AT1G02335",18.9398658625098,0.125841492295138,0.288748670297665,0.43581669888007,0.662969727141846,0.740145961849165
"135","AT1G02340",117.602737985586,-1.8455365857297,0.506322441274085,-3.6449827921624,0.000267409693503228,0.000876993916656634
"136","AT1G02350",23.5714728643387,-1.68749918246526,0.46738430540437,-3.61051743276931,0.000305586760667794,0.00098909355726577
"137","AT1G04107",168.144330971197,-1.25059788496735,0.325123704551511,-3.84652939007468,0.000119802765966693,0.000424230048461706
"138","AT1G02360",504.123389479367,2.7181684385081,0.474760060946511,5.72535194533633,1.03219530128233e-08,8.00078476141745e-08
"139","AT1G02370",44.6096920123502,-0.607837290597974,0.300317207706682,-2.02398422401305,0.0429717749891464,0.0776304109591526
"140","AT1G02380",61.3940823832517,-0.281791070324521,0.65480665433351,-0.430342404829926,0.66694658494406,0.74364358555108
"141","AT1G02390",413.733587758053,1.40145754276213,0.457912732363536,3.06053412301607,0.00220942582708017,0.00579905177466331
"142","AT1G02400",229.477544311701,2.33755605210802,0.43546910547723,5.36790330865445,7.96572362211894e-08,5.30943799309102e-07
"143","AT1G02405",4.8526420663843,0.171243205343714,0.608064141327111,0.281620299085508,0.778234673531049,0.835505220684023
"144","AT1G02410",476.91815007917,0.60054182443724,0.12412970729821,4.83801853326291,1.31139915987214e-06,6.97797393546457e-06
"145","AT1G02420",7.74380752238759,-0.780604140343177,0.468453550885645,-1.66634266912352,0.0956451826490269,0.153748374823075
"146","AT1G02430",6.93925170664785,2.85336878984719,0.826366396961667,3.45290999287759,0.00055457401167318,0.00169019243264367
"147","AT1G02440",19.3558642233225,4.41075448548633,0.641096181272664,6.88001990080549,5.98441998760231e-12,7.28381268982795e-11
"148","AT1G02450",269.735097013152,2.52976039990242,0.567465461592868,4.45799889353868,8.2728329024723e-06,3.75834679332981e-05
"149","AT1G02460",35.4637114959502,0.31768400851532,0.490625290591253,0.647508423653577,0.517302944480266,0.61131427712107
"150","AT1G02470",245.168995564482,4.15620790117808,0.434380401884476,9.56812941639901,1.08857322079286e-21,3.43555579954814e-20
"151","AT1G02475",924.962843710779,0.153384982352581,0.127961995024922,1.19867607818015,0.230653923255973,0.319825975666006
"152","AT1G02500",3600.83854905201,0.416495294867688,0.162310816452078,2.56603536333426,0.0102868340036392,0.0224165264878987
"153","AT1G02520",14.2692758410567,1.69136982859335,0.588720271965614,2.87296006122946,0.00406645520528712,0.00995553919951877
"154","AT1G02560",4743.09408496858,-0.222965304229249,0.135153854376916,-1.64971472887074,0.0990012962614495,0.158311524052226
"155","AT1G02580",92.4919443179685,6.06944347276971,0.591435097302053,10.262230801751,1.0426965180154e-24,3.99470636441065e-23
"156","AT1G02610",284.294511666454,0.429161075979583,0.547962388955088,0.7831944028092,0.433512961248206,0.531433334631983
"157","AT1G02620",19.4627634123645,-2.22084446720231,0.738855754326869,-3.00578895704156,0.00264892777845594,0.00680901167229941
"158","AT1G02630",9.68453691809952,-0.316174169681335,0.504271464814119,-0.626991990906883,0.530664485137785,0.623267644652392
"159","AT1G02640",163.155345907356,-1.681547569061,0.816254632123318,-2.06007721473727,0.0393911597425699,0.0721080154536373
"160","AT1G02650",14.3252526231258,-1.01147123601132,0.753089329209685,-1.34309596057188,0.179240903398903,0.259428243165206
"161","AT1G02660",682.23448804952,0.462453449606255,0.616199265795717,0.750493347325032,0.452957629036503,0.550157336386675
"162","AT1G02670",16.0331333158719,-0.524541648405183,0.38261721532365,-1.37093059955884,0.170396591394883,0.248735439125166
"163","AT1G02680",163.155867396539,0.235594219379625,0.172011879280029,1.36963923867192,0.170799544512188,0.249257579732295
"164","AT1G02690",52.5806526513447,-0.722228169189931,0.241139286121278,-2.9950663817869,0.00274385120391039,0.00701986523141588
"165","AT1G02700",4.74433648319754,-0.852042723857901,0.51332459955331,-1.65985172851513,0.0969442843848605,0.155586889167572
"166","AT1G02705",1.07764544024107,-1.82473995684224,1.19642272804471,-1.52516323375466,0.127218388424693,0.19529352690647
"167","AT1G02720",72.5473345441101,-0.86842868766629,0.185860725610606,-4.67247012413865,2.9759881572625e-06,1.47487161116616e-05
"168","AT1G02730",113.173659102053,-0.998571926353991,0.241051990215776,-4.14255831474416,3.43453000374403e-05,0.000136890286688036
"169","AT1G02740",213.144920306387,0.590844826744608,0.104394929732368,5.65970807451406,1.51630703547776e-08,1.14080354113865e-07
"170","AT1G02750",240.021439695597,0.787527916328399,0.139114409093543,5.66100895989034,1.50485568808051e-08,1.13334926334105e-07
"171","AT1G02770",8.61478280854635,0.537706204336025,0.473083920544775,1.13659792900345,0.255706406230616,0.34818620489889
"172","AT1G02780",7919.11430802295,-0.165181139165457,0.2076442858157,-0.795500528784443,0.42632240348782,0.524662359018614
"173","AT1G02790",0.803631106893226,-0.373244008050456,3.15476235427529,-0.118311291354368,0.90582101103011,0.932488950510878
"174","AT1G02800",6.99271740020091,-1.20267733854268,0.432920585872552,-2.77805532420844,0.00546853064043346,0.0129034127547246
"175","AT1G02810",3.56369209201006,-1.05748861449755,0.697142054695352,-1.51689115206179,0.129294167881825,0.19787558873619
"176","AT1G02816",282.206861558316,1.11597710635578,0.329455240202221,3.38734058584343,0.000705737173626005,0.00209665329707448
"177","AT1G02820",219.425971626658,0.0783843995078693,0.797561780691511,0.0982800347327421,0.921709931397857,0.944256526008622
"178","AT1G02840",1301.00175439269,0.102027875508101,0.125104723221149,0.815539756462635,0.414763417311293,0.513564348263193
"179","AT1G02850",143.443645117739,1.81562978996051,0.255376464424635,7.10962066943458,1.16362325028828e-12,1.54511492348406e-11
"180","AT1G02860",169.640761640874,-0.210513903118542,0.439813920302543,-0.478643111099648,0.6321925432899,0.713451308203546
"181","AT1G02870",147.622103733516,-0.216168318967177,0.242656240481093,-0.890841787289701,0.373014053674355,0.471625241829327
"182","AT1G08815",10.9225966649075,0.373315777063267,0.392904089793617,0.95014479808383,0.342038683148265,0.439652827113615
"183","AT1G02880",314.967172074865,0.684389686077829,0.166859870241293,4.10158347293537,4.10332427586816e-05,0.000160897348652723
"184","AT1G02890",931.767113308714,-0.0582808150306666,0.119102797101731,-0.489332042982051,0.624606639070921,0.706519109221737
"185","AT1G02900",17.2156513717089,0.286777568546378,0.314587801048883,0.911597867400509,0.361980445443374,0.460237056024015
"186","AT1G02910",853.239813475689,-0.626649005543304,0.136371779106702,-4.5951516482966,4.3243465754279e-06,2.07993516834282e-05
"187","AT1G02920",13053.1809370062,4.03224817162382,0.309856363094896,13.0132818037011,1.0282925072839e-38,8.64589910036531e-37
"188","AT1G02930",18726.395859779,3.85666811912251,0.346341610320734,11.1354454798284,8.4322349708481e-29,4.29985426325956e-27
"189","AT1G02940",4.49777540435311,2.49655935881596,0.993296512216844,2.51340795835891,0.0119570974537411,0.0256353187161521
"190","AT1G02950",7.65895883768743,-0.339716216752777,0.427342330586762,-0.794951008682735,0.426642000858226,0.524879740696184
"191","AT1G02960",191.768340811833,-0.578257222084717,0.186185086185061,-3.10581923575744,0.00189752674512605,0.00506981402891227
"192","AT1G02970",18.2859751305197,-1.06130146680708,0.345510986220731,-3.07168660081062,0.00212853076503276,0.00561348069231495
"193","AT1G02990",402.663282247428,0.374540545923366,0.101472242085816,3.69106406071737,0.000223317880244094,0.000746165567101039
"194","AT1G03000",374.25396145575,-0.560430926654667,0.158551060781996,-3.5347031037859,0.00040823356609873,0.00128232956332367
"195","AT1G03010",10.5783474152989,-0.874915450309281,0.538717142229081,-1.62407204398414,0.104360433608729,0.165620158414381
"196","AT1G03020",16.9432140488528,-1.59815587980434,0.410956990837383,-3.88886407929908,0.000100714499368069,0.000363056734835409
"197","AT1G03030",263.322738940474,0.958722017545619,0.159961803801486,5.99344340187238,2.05443687675236e-09,1.78177913220385e-08
"198","AT1G03040",648.673516802389,0.583033431986825,0.147991658568604,3.93963712297034,8.16049488831679e-05,0.000299762451050076
"199","AT1G03050",3.69375956404141,5.00560668324472,1.02272078705367,4.8944020172556,9.86050886338175e-07,5.3886665778079e-06
"200","AT1G03055",57.316583354956,-0.0154379963552455,0.407939334453776,-0.0378438533658851,0.969812179467612,0.978383976071259
"201","AT1G03060",907.309510468939,0.577020945732271,0.201795591881453,2.85943285654748,0.00424399249764722,0.0103339129800675
"202","AT1G03070",3.03615172597393,0.0163535917182708,0.600849489164651,0.0272174513138172,0.978286296726524,0.984911787704771
"203","AT1G03080",953.502228301521,0.634466064207076,0.192754095675363,3.29158279093402,0.000996252877784692,0.00285352420292796
"204","AT1G03090",971.362829367695,0.169767564276769,0.880394066527261,0.192831336251983,0.847091061257404,0.888810144722046
"205","AT1G03100",8.12830653114554,-1.07442143819291,0.464582365295274,-2.31266082928059,0.0207412942492789,0.0414092777793516
"206","AT1G03106",1.41733158883298,1.94968599155544,1.26795268008376,1.53766463226897,0.124130635525441,0.191382542692465
"207","AT1G03110",80.6962889401186,-0.719874814160423,0.284703593140254,-2.5285062482713,0.0114549047496493,0.0246690875677021
"208","AT1G03120",3.09890362411252,-1.08134925317377,0.607819737161021,-1.7790624210798,0.0752295287787697,0.125414809252877
"209","AT1G03130",12757.5580940629,-1.0682420903515,0.223134063290461,-4.78744515561002,1.68917878252832e-06,8.78652170019279e-06
"210","AT1G03140",767.568204727758,0.350871965431165,0.179369139383019,1.95614455551311,0.0504481277413891,0.0890196896840004
"211","AT1G03150",215.686043159595,0.574916473713997,0.168902767243265,3.40383099162588,0.000664478533338217,0.00198478611673323
"212","AT1G03160",692.443958700818,-1.09419071156889,0.154842903954988,-7.06645692906253,1.5893947328666e-12,2.07053675755874e-11
"213","AT1G03170",0.901907576877284,1.15801118532197,1.34250653733598,0.862573963788574,0.388371750537951,0.487636736993293
"214","AT1G03180",24.1767293935513,-0.241786348911048,0.253677488610067,-0.953124970748599,0.340526755574226,0.438016109923194
"215","AT1G03190",130.985372523808,-0.0394893093812879,0.171404181621039,-0.230387082787722,0.817790997656595,0.866153078868077
"216","AT1G03200",5.037769313384,0.148422170416663,0.588894978468132,0.252035041634669,0.801013978555436,0.853265809168167
"217","AT1G03210",397.904806488596,1.56246863418807,0.193774556067723,8.06333228621613,7.42423611549059e-16,1.41111732000123e-14
"218","AT1G03220",1766.91509484709,0.481518099537408,0.395810626332274,1.21653656446602,0.223780591036185,0.31222133383597
"219","AT1G03230",207.293241654798,-0.0491735482942283,0.230359104159305,-0.213464748761231,0.830964481857195,0.876473429058168
"220","AT1G03250",511.264303304945,0.000753052437937349,0.193761928999394,0.0038864829733384,0.996899043046282,0.997888479849799
"221","AT1G03260",141.540809668441,-0.365357905586168,0.155297580268746,-2.35263102589176,0.0186411210336412,0.0377465994346982
"222","AT1G03270",22.8301844126157,-1.55552625778446,0.310831368728259,-5.00440564975395,5.60346485147656e-07,3.20620070683577e-06
"223","AT1G03280",720.300414593217,0.356978181645337,0.142626876000188,2.50288158625073,0.0123186751663387,0.0262775341569938
"224","AT1G03290",1601.51625267785,2.28851453038896,0.199418623030057,11.4759318644178,1.74289796912432e-30,9.74474603092376e-29
"225","AT1G03310",509.05274571189,-1.62688562620394,0.315167001089355,-5.16197958726869,2.44351941141246e-07,1.49971364802626e-06
"226","AT1G03320",1.0947999017439,-1.49219593070088,1.04175141500913,-1.43239155637509,0.15203179365967,0.226168853493305
"227","AT1G03330",367.019903753718,0.371758776090123,0.146779308739157,2.53277372187915,0.0113163977793816,0.0244185450761091
"228","AT1G03340",97.4194460669618,1.31233803763218,0.237960324991878,5.5149447189441,3.48889606708058e-08,2.47925456328123e-07
"229","AT1G03350",621.731446813595,0.540681904904724,0.169071391845075,3.19795028008148,0.00138408141775399,0.00381505625021305
