"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez"
"AT4G03550",952.254673737512,0.460328680726431,0.127435100154604,3.61225973195738,0.00030354030917021,0.000983336686869201,"ATGSL05","825650"
"AT3G51950",1734.61037724343,-0.876502424294367,0.242638334853953,-3.61238229244338,0.000303396837577167,0.000983016463448657,NA,"824358"
"AT1G62120",28.5905142123014,-0.852015592627432,0.235795861504868,-3.61336109628813,0.000302253308173267,0.000979455446565005,"mTERF32","842508"
"AT1G19800",315.231813221228,-0.626829787964461,0.17347141250406,-3.61344718946005,0.00030215291951008,0.000979274189184573,"ABCI14","838568"
"AT1G56610",162.01407136123,0.602432065927604,0.166690891496565,3.61406709460198,0.000301431002456476,0.000977220976434056,NA,"842116"
"AT2G39880",20.0166654721907,-1.11368232500065,0.308155317021558,-3.61402923618136,0.00030147504452521,0.000977220976434056,"AtMYB25","818575"
"AT3G12970",13.199508683058,-1.20661531380071,0.333869379283548,-3.61403407641035,0.000301469413375958,0.000977220976434056,NA,"820483"
"AT2G37930",77.7775257098103,-0.835557127516927,0.231177350578106,-3.61435549558574,0.00030109569290419,0.000976422349328192,NA,"818370"
"AT4G31500",3676.74756674109,0.909587006774555,0.251635318639217,3.61470326062884,0.000300691828268044,0.000975256225694454,"ATR4","829277"
"AT3G25760",1002.05850140193,-1.20764831589203,0.334084225236085,-3.61480197108568,0.000300577286839275,0.000975028280339036,"AOC1","822167"
"AT4G15520",120.357171145791,0.504717160764676,0.139617021986646,3.61501164817103,0.000300334117763671,0.000974382957321932,NA,"827225"
"AT5G11600",286.801271756882,0.553997755831945,0.153243455603035,3.61514789425678,0.000300176207682543,0.00097401409324477,NA,"831032"
"AT1G04950",226.813627297541,-0.550420187189725,0.152244380764419,-3.61537276072892,0.000299915756068089,0.000973312343904528,"ATTAF6","839370"
"AT5G08190",261.086941753945,0.572222721900203,0.158253201651308,3.6158682158041,0.000299342641880993,0.000971595558861999,"NF-YB12","830715"
"AT1G74670",1409.1398645654,-1.52869507460706,0.422689280412203,-3.61659295716298,0.000298506149670657,0.000969023278970661,"GASA6","843806"
"AT1G69526",23.8268042341518,-1.82514707288621,0.504568406894005,-3.61724406036706,0.000297756517571679,0.000966732251376054,NA,"843287"
"AT3G23450",467.069893558455,-1.64360196284044,0.454318600536842,-3.61772985059007,0.000297198363521725,0.000965062315745884,"KRATOS","3768908"
"AT2G23840",865.957192499838,0.526329243606144,0.145471544601942,3.61809070664887,0.000296784388453799,0.000963860134637881,NA,"816916"
"AT3G62740",29.8192881072703,-1.24343808777911,0.343630045315045,-3.61853715858607,0.000296272965001741,0.000962341071368822,"BGLU7","825449"
"AT3G29290",290.94161744339,-0.449972686539879,0.124340426449779,-3.61887681575245,0.000295884431022089,0.00096122078321569,"emb2076","822586"
"AT2G39360",303.721672309288,1.05881213443004,0.292481942841388,3.6200940274943,0.000294495978129598,0.000956851313011344,"CVY1","818521"
"AT2G26250",1484.35841934597,-0.90377434443899,0.249647289955662,-3.62020490829083,0.000294369802027514,0.000956582441195473,"FDH","817165"
"AT1G55230",2.12540939609464,3.99854048821771,1.10431784944285,3.62082392332519,0.000293666327714575,0.000954437228271521,NA,"841966"
"AT1G25480",235.291649914118,0.624980122209342,0.172601497658187,3.62094263774598,0.000293531595818149,0.000954140109824111,"ALMT4","839134"
"AT1G13250",193.578120710488,-0.889728116341938,0.245713875834302,-3.62099256023265,0.000293474954864456,0.000954096779915747,"GATL3","837885"
"AT1G35180",22.8096259635161,-1.19693839820005,0.330505830398844,-3.62153489623957,0.000292860291754888,0.000952239020969511,NA,"840405"
"AT5G61410",6303.73386393404,-0.634582466690976,0.175196877024569,-3.62211060761081,0.000292209121905192,0.000950261993866176,"EMB2728","836262"
"AT3G57510",13.1835546937279,6.00626206671074,1.65784050941948,3.62294324006713,0.0002912697551952,0.000947347030443683,"ADPG1","824918"
"AT5G03130",10.3021440118625,-2.14700848842956,0.592548086460991,-3.62334895257636,0.00029081306054993,0.000946001315837921,NA,"831922"
"AT5G50960",717.311572690831,0.588043227436637,0.162247274586667,3.62436428553087,0.00028967307835655,0.000942432172960634,"ATNBP35","835169"
"AT4G20310",95.7687307993881,-0.719983141102347,0.19864671658354,-3.62444017945578,0.000289588035544711,0.000942294658052355,"S2P","827778"
"AT3G57860",21.1088258087616,-1.32711874714623,0.366140471728511,-3.62461636890628,0.000289390696916844,0.00094179164756702,"GIG1","824955"
"AT5G37950",4.28731491424137,-3.17122900886982,0.874899381608268,-3.6246785350795,0.000289321098601271,0.000941704267300149,NA,"833774"
"AT3G43920",46.6856104138484,-0.962618462168933,0.265520665023343,-3.62539940943694,0.000288515186021658,0.00093921989550334,"ATDCL3","823508"
"AT1G21150",17.8878284033445,-1.19824160008293,0.330485219603277,-3.62570405272989,0.000288175237956379,0.000938251894315854,"mTERF27","838711"
"AT5G45050",510.728886991141,0.580878208711674,0.160209402239998,3.62574356180109,0.000288131177722039,0.000938247112200856,"ATWRKY16","834536"
"AT1G72330",290.758501401394,1.20679979657439,0.332824031664114,3.62593948081338,0.000287912783464942,0.000937738858368113,"ALAAT2","843565"
"AT3G54220",374.974954118447,0.624076671889696,0.172115316495831,3.62592176335924,0.000287932527032635,0.000937738858368113,"SCR","824589"
"AT4G13030",133.390398969438,1.26185969595057,0.347930376473868,3.62675920607738,0.000287000702533837,0.000934980549558991,NA,"826917"
"AT4G21160",892.296549531162,0.72463873818275,0.199798046291662,3.62685597598355,0.000286893208715811,0.0009347685985506,"AGD12","827864"
"AT4G21930",25.245197170956,1.92005923150678,0.529261274348315,3.62780978803138,0.00028583571273958,0.000931460786381688,NA,"828282"
"AT5G54720",193.22376577831,1.35754935323837,0.374198192022264,3.62788859535057,0.000285748502223026,0.000931314359442378,NA,"835561"
"AT5G26770",324.058928726515,0.897375742675066,0.247348714465884,3.62797819512759,0.000285649378737483,0.00093112905655638,"AtNEAP2","832735"
"AT5G42620",480.351176139863,-0.571395422216586,0.157459896099137,-3.62883144452754,0.00028470704885063,0.000928194698702165,NA,"834269"
"AT5G52240",1470.83304458967,0.591082210761235,0.16284417539171,3.62974118871265,0.00028370553477776,0.00092506649283885,"AtMAPR5","835300"
"AT1G51520",34.2687492636706,-0.992037903205848,0.273300635984115,-3.6298411806971,0.000283595657736219,0.000924948386843672,NA,"841577"
"AT1G54580",795.161541726819,-0.589017661851829,0.162272206859513,-3.62981235820481,0.000283627325485905,0.000924948386843672,"ACP2","841900"
"AT5G17680",25.5914335015357,1.31390322539809,0.361960651125979,3.62996149252918,0.000283463504907013,0.000924687923825944,NA,"831634"
"AT1G28580",543.068037301859,0.751591891793279,0.206989161378448,3.6310688288606,0.000282249891965606,0.000920865353985535,"AXE1","839758"
"AT4G11780",4.5669781312697,-2.31827207145561,0.638445947505177,-3.63111721597515,0.000282196972078351,0.00092082907686476,"TRM10","826784"
"AT5G14950",540.800123845721,0.362432131028716,0.0998087430817654,3.63126635841715,0.000282033916864975,0.000920433356239781,"ATGMII","831347"
"AT3G04880",345.573255121655,0.611765150409086,0.168414062863739,3.63250633591123,0.00028068168194828,0.000916155989278212,"DRT102","819648"
"AT4G38280",115.903280912734,-0.563447027656313,0.155104550083935,-3.6326918027318,0.000280479947555337,0.000915633189789052,"LIN52B","829985"
"AT5G49520",560.067996228626,2.16502718887641,0.595973468540796,3.63275766986297,0.000280408335819241,0.000915535086669937,"ATWRKY48","835012"
"AT5G43500",140.150395164693,-0.630549151006718,0.173543003337301,-3.63338849092736,0.000279723364907647,0.000913434035806487,"ARP9","834370"
"AT5G08580",198.335870888367,-0.605488271695159,0.166597076650315,-3.6344471575937,0.000278577344559442,0.000909826586108221,NA,"830759"
"AT5G51600",32.0799568324449,-0.923667350076385,0.254129027511748,-3.63463929768388,0.000278369822747771,0.0009092836336463,"ATMAP65-3","835234"
"AT5G13150",3.26367118591667,3.83160916498658,1.05403772763997,3.63517269307399,0.000277794485582838,0.000907538888166148,"ATEXO70C1","831154"
"AT1G63080",28.6326468300295,-0.80553936736118,0.221572514181939,-3.63555637907204,0.000277381319003739,0.00090632350583408,NA,"842611"
"AT5G42900",175.082144456815,-3.94692366072708,1.08563933893025,-3.6355753878781,0.000277360864632162,0.00090632350583408,"COR27","834301"
"AT2G24190",31.1073611255505,-1.10003858535456,0.30255837453926,-3.63578957954712,0.00027713048197522,0.000905772609411295,"SDR2","816953"
"AT5G14090",136.935686591898,-1.08014467200374,0.297066890149422,-3.63603184272889,0.000276870121980156,0.00090505593071685,"AtLAZY1","831258"
"AT1G53730",319.74160029367,-1.07376051512314,0.295307433131336,-3.63607682928047,0.000276821800221386,0.000905032270269651,"SRF6","841811"
"AT4G14740",319.557823421628,-1.32805068887021,0.365113690330807,-3.63736207115912,0.000275444607012946,0.000900663388435236,"FL3","827127"
"AT5G24420",163.800637086171,-1.9443581795965,0.53453078830425,-3.63750455940021,0.000275292320629046,0.000900299069349354,"PGL5","832513"
"AT4G09020",801.058900269848,-1.95145476175617,0.536372493404588,-3.63824540921075,0.000274501797491817,0.000897847081952077,"ATISA3","826481"
"AT4G33430",1360.64341412084,0.812817272819847,0.223407793521361,3.63826731381298,0.00027447845661922,0.000897847081952077,"ATBAK1","829480"
"AT2G30942",49.1652102156699,1.02070750235057,0.280540720046135,3.63835774779044,0.000274382112635754,0.00089772219801768,"ssSPTb","2745572"
"AT5G04900",323.869411697469,-0.687548569728251,0.188972204068935,-3.63835820784225,0.000274381622599854,0.00089772219801768,"NOL","830372"
"AT1G13650",338.446128464063,-2.43111855069466,0.668034766404772,-3.63920962344288,0.000273476119699447,0.000895023836110403,NA,"837926"
"AT1G25570",271.407470661718,-0.6051552136361,0.166278079874961,-3.63941665727179,0.000273256357492121,0.000894437488736096,"LLR1","839144"
"AT1G65000",121.259205959663,0.825348614839836,0.226775636758934,3.63949420068079,0.000273174089351875,0.000894301086986544,NA,"842808"
"AT5G58370",124.905205778841,-1.16896240584526,0.321151977672999,-3.63990411740673,0.000272739581915429,0.000893011333236473,"EngB-3","835949"
"AT4G09895",2.58201791833301,4.54542432815594,1.24872365433392,3.64005623852823,0.000272578499980899,0.000892616586305817,NA,NA
"AT5G48385",1694.04017660885,0.695814564259129,0.191132679329024,3.64047930841446,0.000272130977547266,0.000891283571868676,NA,"834893"
"AT2G21520",2220.50623985351,0.617758914185365,0.169686940728571,3.6405801856816,0.000272024371513391,0.00089106689666446,NA,"816691"
"AT1G53860",6.76686672676119,-1.58437144088397,0.435101911160942,-3.64138010025408,0.000271180414982204,0.000888434467823166,NA,"841823"
"AT1G48260",243.84604814836,1.32320632376016,0.363339423445793,3.64179122433592,0.000270747610529332,0.000887148462345776,"CIPK17","841246"
"AT3G52820",15.7324291617497,2.85253332721359,0.782993401499336,3.64311285606155,0.00026936066548921,0.0008827352127435,"ATPAP22","824448"
"AT1G52827",45.6403534937885,-1.14848598590535,0.315230649485826,-3.64331954325712,0.000269144367220827,0.000882157605342596,"ATCDT1","2745823"
"AT3G18040",315.592949739428,-0.531306659213276,0.145828245001691,-3.64337278561581,0.000269088675439344,0.000882106314174599,"MPK9","821329"
"AT1G26340",188.925113301999,0.711898379577618,0.195392745596378,3.64342277603379,0.000269036395037263,0.000882066192331576,"ATCB5-A","839176"
"AT4G14130",55.8838418858608,-3.64277487958425,0.999523843459788,-3.64451023696946,0.000267901472790875,0.000878475966673143,"XTH15","827051"
"AT1G02340",117.602737985586,-1.8455365857297,0.506322441274085,-3.6449827921624,0.000267409693503228,0.000876993916656634,"FBI1","839300"
"AT5G60890",160.696242792814,-1.20908984752725,0.331707424955255,-3.64504909014426,0.00026734076617192,0.000876898412448068,"AtATR1","836210"
"AT4G12830",334.047188519958,-1.93384207994276,0.530495251079038,-3.64535229299279,0.000267025750628718,0.000875995571198812,NA,"826895"
"AT5G27430",305.127985075601,0.750508620397594,0.205837203312194,3.64612717390691,0.000266222260829091,0.000873489750343171,NA,"832802"
"AT3G12210",155.325668574473,-0.546255521522786,0.149816253866218,-3.64616994101707,0.000266177980806037,0.000873474562665901,NA,"820401"
"AT5G48910",171.975083058401,-0.820309209459998,0.224934538615251,-3.64687973003173,0.000265444089994187,0.000871196045661791,"LPA66","834949"
"AT1G64750",685.788472360678,0.55442647299563,0.152021119570376,3.64703584977196,0.000265282923709425,0.000870796830039475,"ATDSS1(I)","842783"
"AT1G14180",46.807445124041,-0.707684187614529,0.194007851811682,-3.64770900252768,0.00026458906133556,0.000868648648608205,NA,"837977"
"AT4G34760",233.03230077995,-1.26834201882733,0.347698827713272,-3.64781793245866,0.000264476940226775,0.00086840997410279,"SAUR50","829628"
"AT2G28240",115.85426301552,0.759579950476913,0.20820304750961,3.64826528507876,0.000264016949016025,0.000867028826755221,NA,"817370"
"AT3G02750",1159.27801283987,-0.62338840130716,0.170871324580558,-3.64829150144066,0.000263990015269304,0.000867028826755221,NA,"820909"
"AT1G31010",104.352570041756,0.882634957743161,0.241923782817799,3.64840094455658,0.000263877605170996,0.000866829669596164,"OSB4","839987"
"AT4G14000",210.130992813855,-0.433349487455153,0.118768031793041,-3.64870479802414,0.000263565749490907,0.000865934361750216,NA,"827036"
"AT2G20880",71.4891699092453,1.76064299335489,0.482518929970515,3.64885786649339,0.000263408780752709,0.000865547737351048,"AtERF53","816622"
"AT1G34780",231.03702784275,-0.53794330911158,0.147422580779694,-3.64898854888096,0.000263274837864163,0.000865236670641451,"APRL4","840382"
"AT5G46115",6.78571919051284,2.10841998777439,0.577736257283701,3.64945069864126,0.000262801669582795,0.000863810501229394,NA,"834653"
"AT1G07350",442.375642852887,0.616372755809071,0.168888522365329,3.64958344816217,0.000262665902532447,0.000863493085642036,"SR45a","837246"
"AT2G41280",3.24102675305795,4.06839827101169,1.11472486489018,3.64968827658875,0.000262558737720378,0.000863269616901822,"ATM10","818727"
"AT1G02110",192.157218628405,-0.912037816979153,0.249879716707154,-3.6499073594197,0.000262334904376001,0.00086266242849663,NA,"839234"
"AT4G04692",331.127401207137,-0.926157660266422,0.253740335549294,-3.65002142155084,0.000262218439793142,0.000862517426372848,NA,NA
"AT4G15420",298.487251479191,0.551303518515085,0.151042247031884,3.6499954770847,0.000262244926458772,0.000862517426372848,NA,"827213"
"AT4G21060",74.1555464313836,-0.81421275322555,0.223072666422611,-3.64998888605665,0.000262251655628732,0.000862517426372848,"AtGALT2","827853"
"AT4G30993",649.623537539456,-0.560860357119148,0.153653183132599,-3.65017076564655,0.000262066023400279,0.000862293118668372,NA,"829225"
"AT1G74850",462.653377041441,-0.836413703659795,0.229126222650835,-3.65044949453212,0.000261781782671289,0.000861486538760955,"PDE343","843824"
"AT2G18370",20.8853091019151,1.64984181249582,0.451921836589459,3.65072381752288,0.000261502317210786,0.000860743004382654,NA,"816352"
"AT3G16910",602.540659987382,0.783946887496646,0.214738220310503,3.65070962385312,0.00026151677009093,0.000860743004382654,"AAE7","820946"
"AT5G66052",59.6487529755556,-1.50232986006476,0.4114434231551,-3.65136438090162,0.000260850834604437,0.000858807806830241,NA,"836736"
"AT5G08390",221.522690343544,-0.676419259853474,0.185240498331751,-3.65157331115607,0.000260638672194169,0.000858237564987347,"KTN80.3","830737"
"AT4G39320",22.1939938814095,1.2020172360441,0.329157936812318,3.65179478181467,0.000260413952038001,0.000857625796000168,NA,"830087"
"AT1G48550",177.962478356889,0.728669479661892,0.199523323542456,3.65205163348655,0.000260153559261741,0.000856896345241762,"VPS26C","841276"
"AT3G12820",13.9961845227725,-1.49602518831019,0.40962460087891,-3.65218589191236,0.000260017547046357,0.000856590842058892,"AtMYB10","820464"
"AT5G17460",587.077769543265,-2.4820083912587,0.679596110802481,-3.65218157050353,0.000260021923866168,0.000856590842058892,"DFR1","831612"
"AT1G70410",1719.44956587083,-0.898671553016669,0.246052999158013,-3.65234951856673,0.000259851873116337,0.000856286748373938,"ATBCA4","843377"
"AT1G17450",326.971967579926,0.601309249999625,0.16462607092005,3.6525760873662,0.000259622632921771,0.000855659332829698,NA,"838317"
"AT3G44740",36.3066079199914,-1.27855443242475,0.349852786702447,-3.65454980214912,0.000257633652257021,0.000849231142536273,NA,"823604"
"AT5G42780",22.8354374631687,-1.02792496718087,0.281132621269402,-3.65637030145937,0.000255811747819805,0.000843357298675291,"AtHB27","834288"
"AT5G45180",4.11935421602112,3.83217522669494,1.04808229218105,3.65636864135945,0.000255813403683703,0.000843357298675291,NA,"834554"
"AT4G34890",1024.65205953807,0.902222004649734,0.246730209991797,3.65671477635321,0.00025546836925406,0.000842471962020611,"ATXDH1","829641"
"AT1G26100",41.4495808919243,-1.40520356331342,0.384274952557459,-3.65676595354807,0.000255417391828465,0.000842429963256365,NA,"839151"
"AT1G64390",720.159236441804,-1.88830115260518,0.516385196751132,-3.65676856053492,0.000255414795273302,0.000842429963256365,"AtGH9C2","842747"
"AT1G15110",117.038347318108,1.15937102255476,0.316989890976387,3.65743847219759,0.000254748384038301,0.000840475086413021,"AtPSS1","838074"
"AT1G78580",354.994099427885,-0.854388309939422,0.233593845608914,-3.65758056558498,0.000254607242882371,0.000840135253663233,"ATTPS1","844194"
"AT2G24440",41.9638995607658,-0.97046287671104,0.265208895715793,-3.65923953678772,0.000252964806155794,0.000834840706337975,NA,"816980"
"AT2G42570",73.9254280498248,-1.19720511513039,0.327157506763597,-3.65941508410958,0.00025279159101565,0.000834394060306225,"TBL39","818857"
"AT5G47510",17.9599109148328,-1.22761805718433,0.335415852687729,-3.65998818286992,0.000252226879995613,0.000832654868788156,NA,"834801"
"AT3G27490",4.66592138778163,3.87118267276357,1.05759653394482,3.66035869872238,0.00025186241685639,0.000831576316086542,"GSR1","822371"
"AT3G16750",73.827947138377,-0.887125318398896,0.242319947452226,-3.66096694773259,0.000251265174899505,0.000829728756987137,NA,"820927"
"AT2G22900",71.261047892076,-1.0361976520676,0.283024995054624,-3.66115244297631,0.00025108330089961,0.000829252479088081,"MAGT1","816821"
"AT4G32820",188.854634017099,-0.664761202525964,0.181566033006319,-3.66126412258414,0.000250973861057049,0.000829015322421012,"CABIN1","829418"
"AT5G09420",89.597884786663,1.2171280113211,0.33243067512108,3.66129873808363,0.000250939948864399,0.000829015322421012,"AtmtOM64","830801"
"AT2G38700",430.875238508134,-0.539904755118553,0.147443339921859,-3.66177784228631,0.000250471020115478,0.000827602535191821,"AtMDD1","818452"
"AT3G50630",134.114215341695,-0.678236009640399,0.18520151376339,-3.66215154432756,0.000250105825614959,0.000826519836854476,"ICK2","824226"
"AT1G19950",70.3152783834802,-1.08809797444433,0.297096600371659,-3.66243832168778,0.000249825915636196,0.000825718694005966,"HVA22H","838584"
"AT5G13520",70.3118770387028,-0.754059472326556,0.205867154941542,-3.66284496689468,0.000249429511917984,0.000824532220594427,NA,"831196"
"AT5G40930",531.326088777098,0.636593106923732,0.173781386496556,3.66318349598591,0.000249099958853639,0.000823566410563832,"TOM20-4","834094"
"AT1G07323",143.133251856433,-1.05026428150687,0.286693815300369,-3.66336567256083,0.000248922781715562,0.000823104166678491,NA,NA
"AT1G67720",140.811695512361,-0.565797131472898,0.154443300150831,-3.66346180715082,0.000248829332979819,0.000823011603892513,NA,"843097"
"AT3G52470",522.963719165388,1.04454363598211,0.285127000916498,3.66343290051304,0.000248857428550004,0.000823011603892513,NA,"824412"
"AT3G19895",277.951912384119,0.449079786440186,0.122570566076503,3.66384688278172,0.00024845534555167,0.000821933399224454,NA,"821527"
"AT4G22130",214.708343996213,-0.757298479600912,0.206694987613617,-3.66384540014371,0.000248456784485707,0.000821933399224454,"SRF8","828302"
"AT3G47030",5.06147157993618,-2.39926146945926,0.654814855381763,-3.66403029763348,0.000248277397531871,0.000821586719277389,NA,"823856"
"AT5G67270",30.5655674012715,-1.07685281988955,0.293878243703838,-3.66428220856924,0.000248033189846902,0.000820901913932903,"ATEB1C","836862"
"AT4G38790",308.040874311619,0.648022710148526,0.17684623267432,3.66432861107042,0.000247988230880242,0.00082087644448698,NA,"830034"
"AT5G55070",1333.88620780708,0.622164205413023,0.169770165800487,3.66474405252209,0.000247586053817591,0.000819668346791058,"E2-OGDH2","835598"
"AT5G65010",946.808360141145,-1.43061838151348,0.390365095714777,-3.66482146385028,0.000247511181762399,0.000819543637914308,"ASN2","836625"
"AT3G07940",416.854011036149,-0.615501255935785,0.167931104277076,-3.66520102744187,0.000247144376005502,0.000818452113503487,NA,"819985"
"AT3G56120",159.029375446462,-0.677903496054876,0.184935852220686,-3.66561425442767,0.000246745618102991,0.000817254431091684,"AtTRM5a","824778"
"AT5G13720",669.688300298953,0.593484522562456,0.16190575531139,3.66561720688074,0.000246742771202202,0.000817254431091684,NA,"831217"
"AT1G30630",1523.3991057702,0.618017254619343,0.168594408103327,3.6657043467336,0.00024665876053368,0.000817212488463894,"epsilon1-COP","839943"
"AT1G32260",163.080956924871,0.751946325226126,0.205114512235548,3.66598305030027,0.000246390245289532,0.000816445654856061,NA,"840118"
"AT1G64650",542.010345587135,-0.69566179260502,0.189760226112547,-3.66600423522061,0.000246369846024829,0.000816445654856061,NA,"842773"
"AT3G24715",33.4640711667252,-1.15021793443883,0.313679643755304,-3.66685552389906,0.000245551437554163,0.000813911016834286,"HCR1","822069"
"AT4G32400",217.197455834633,-0.512473211562262,0.139752558054087,-3.66700415862103,0.000245408805470543,0.000813560658496704,"ATBT1","829375"
"AT5G48655",471.310306784533,0.771163511836279,0.210283761286676,3.66725184635139,0.000245171293300166,0.000812895608083888,"STUbL1","834923"
"AT1G65040",553.665854020418,0.984806985333382,0.268531893332142,3.66737437819087,0.000245053875077642,0.000812628603655783,"AtHrd1B","842812"
"AT4G19890",37.2140467077358,-1.01514706781303,0.27671304453903,-3.66859130007456,0.000243890598958523,0.000808892804043557,NA,"10723133"
"AT3G16240",5478.58991335612,-1.55608227454371,0.42413972943858,-3.66879631060132,0.000243695136534323,0.000808366234409668,"AQP1","820870"
"AT4G13000",13.1986724272432,1.46910523828671,0.400394237707749,3.66914680565165,0.000243361305684322,0.000807380452246979,NA,"826913"
"AT5G08720",347.911577081608,-1.08193879870427,0.294835839220661,-3.66963121431965,0.000242900634233573,0.000805973500757851,"HCF145","830772"
"AT5G59670",477.512386225604,1.8665577421624,0.508456981295683,3.67102392301885,0.000241580724621013,0.000801714640354972,NA,"836088"
"AT3G22190",222.79262236298,-0.984946699100133,0.268248006100985,-3.67177640354701,0.000240870380335717,0.000799477717103437,"IQD5","821783"
"AT4G18380",202.213834761788,-0.400740649348239,0.109128274671865,-3.67219815903089,0.00024047309909456,0.00079827937009555,NA,"827567"
"AT2G03050",70.3751166492568,-0.607550227431292,0.165432683347376,-3.67249212875037,0.000240196551950199,0.000797481513626365,"EMB93","814834"
"AT2G46200",135.11564481396,0.81125149174087,0.22086228328581,3.67311013755598,0.000239616143111712,0.000795674407085905,NA,"819227"
"AT4G00740",369.743800114494,-0.639963435403584,0.174225440650331,-3.67319165912162,0.000239539679668266,0.000795540419630973,"QUA3","828020"
"AT4G26620",389.473433173129,0.465097963691425,0.126598530209024,3.67380223864772,0.00023896771183592,0.000793760513274046,NA,"828769"
"AT3G57170",227.780549870735,-0.585632689008876,0.159385471916731,-3.67431662350528,0.000238486850258443,0.000792282736290643,NA,"824884"
"AT1G69400",17.8229494323077,-1.02185241232755,0.278095885540197,-3.67446073624074,0.000238352292474088,0.000791955150967071,NA,"843272"
"AT1G62310",271.423596553755,-0.880288369861805,0.239547635764512,-3.67479464805562,0.000238040793334128,0.000791039468450369,"JMJ29","842529"
"AT4G02260",1230.99228194254,-0.650623645584947,0.177034106077109,-3.67513164554608,0.000237726802936708,0.000790115229615682,"AT-RSH1","828096"
"AT2G32170",427.57133356336,-0.41212195909119,0.112136170010842,-3.67519203706836,0.00023767057546917,0.000790047548967911,"EXPRS","817776"
"AT3G03120",155.850412553174,0.64711224890983,0.176067821939464,3.67535783530237,0.000237516273332973,0.000789653785881687,"ARFB1C","821079"
"AT1G66910",267.191556698148,0.582358874765017,0.158439553783092,3.67559022264277,0.000237300157433404,0.000789054364996297,NA,"843009"
"AT5G62710",49.2384848532281,-0.876754709315345,0.238496787453587,-3.67616989174736,0.000236761879820884,0.000787383371161571,NA,"836392"
"AT1G58190",113.968083122575,2.09367750457727,0.569382836551886,3.67709978273375,0.000235900780481544,0.000784638123694386,"AtRLP9","842186"
"AT4G23630",4524.82835670699,0.778757944803527,0.211646682667896,3.67951878568072,0.000233674476426525,0.000777350504560544,"BTI1","828463"
"AT5G42930",6.27279043095091,2.6978362266036,0.733185370421093,3.67961000784037,0.000233590908089727,0.00077718986774031,NA,"834305"
"AT5G08565",65.4224641102602,0.742544162026841,0.201758618797663,3.68035906694778,0.000232905757250457,0.000775027330282526,"SPT4-1","830757"
"AT2G22122",59.2832876866541,-1.74831794755332,0.47500129437293,-3.68065933348951,0.000232631638738119,0.000774232115087177,NA,"2745552"
"AT2G39110",23.1408740167179,1.87920314518071,0.510474885346761,3.6812842298876,0.000232062130428037,0.000772453410577096,"PBL38","818497"
"AT1G09330",663.918705917239,0.533931987611639,0.145009454443985,3.68204948883446,0.000231366482925471,0.000770254231882305,"ECH","837454"
"AT2G31530",192.435449931945,-0.542306292663987,0.147262672197824,-3.68257810733928,0.000230887093325675,0.000768774452670995,"EMB2289","817711"
"AT5G38510",635.604979401785,-1.3035139231561,0.353921303453471,-3.6830614897627,0.000230449543178372,0.000767433558076546,NA,"833839"
"AT3G02890",137.350613579769,-0.491860265698491,0.133538338612568,-3.68328879038637,0.000230244063349694,0.000766865205855821,"AIPP2","821192"
"AT2G30350",128.675673950976,-0.465208891097953,0.126295833392521,-3.68348565904077,0.000230066233000663,0.00076638878674907,"HIGLE","817585"
"AT4G06935",2.73579289781768,4.08652324467047,1.10915300900997,3.68436384473059,0.000229274541651967,0.000763867041447547,NA,NA
