"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0000278","GO:0000278","mitotic cell cycle","132/5177","265/20875",9.79617260175623e-19,1.98595135471967e-16,1.01523970600019e-16,"834213/843928/835914/821148/831407/837647/837583/816782/837133/818397/817851/839560/836456/839419/818131/842394/843333/830574/825019/834312/831275/821212/829618/831847/842992/842276/817860/824036/842804/833741/834459/830399/820999/821947/832749/836845/844213/824169/834917/817411/823970/819744/816142/825034/829919/826806/829564/834323/830483/844000/827837/838127/829904/834426/833791/834975/838135/821404/843964/841124/817684/820746/829714/841056/831988/826875/831404/829376/834324/839467/817129/825124/819697/830326/831111/841414/819713/830847/838687/828000/824873/825338/836861/814649/824955/822195/830090/836390/841126/823286/838202/830502/834492/829267/844108/822101/841425/843357/817340/829419/826539/832059/827154/820636/838650/830445/834670/824186/824636/824585/841014/832208/832098/828385/843911/841471/820325/817518/819157/836667/821496/817217/831088/817921/817341/843987/844377/832451/818444/817504/831100/838590",132
"GO:0051239","GO:0051239","regulation of multicellular organismal process","209/5177","500/20875",2.55633233533564e-17,4.75051758983206e-15,2.42851571856885e-15,"835934/823706/826728/837127/844066/827954/842951/820463/835379/818982/841427/831793/835701/844178/818816/827323/831020/817252/844312/837501/828219/841978/839226/844268/818862/824060/839752/839984/818841/819666/830498/844036/831748/832379/833676/824906/829332/823531/839621/834246/830303/835956/820555/817597/836557/829866/827904/817141/817721/841072/821536/818438/816012/817830/842395/832289/836806/836629/831486/820093/831635/818581/818942/824340/830454/830019/829034/816650/833693/823594/821212/820318/814997/819619/834663/820295/828706/836236/829105/821382/835198/828303/844042/821432/823150/836321/839401/842993/816837/821831/816787/823916/840052/826470/832563/836463/840099/840860/838606/814812/836845/843811/837417/816579/833552/837597/840123/817016/841922/834154/821899/843527/831919/840218/834961/838127/831757/819878/814686/836822/834975/825297/829381/835788/829240/820732/830543/830735/816538/829799/836337/837332/844046/821696/814714/836466/817659/837610/824251/843377/819174/824019/829035/842536/5007942/839108/824134/834442/817696/818213/6240858/835702/843330/827568/822525/837997/829668/818463/839901/843194/814878/842953/836710/825528/824585/838057/828564/825828/828263/832392/824637/816598/834805/835028/835780/836367/831170/828934/830000/830453/817121/825160/816621/829571/820974/3768804/821298/838674/843212/816798/817593/830062/835401/823871/818444/826909/829311/824379/819127/838176/840477/841749/836598/821134/843133/834623/819956/3767658/818596",209
"GO:0048580","GO:0048580","regulation of post-embryonic development","173/5177","392/20875",2.96675092863235e-17,5.04173797483365e-15,2.57739071359209e-15,"835934/823706/826728/837127/844066/842951/820463/835379/818982/831793/835701/818816/827323/831020/844312/837501/828219/839226/844268/818862/824060/839752/839984/818841/819666/830498/844036/831748/832379/833676/824906/829332/823531/839621/834246/830303/835956/817597/836557/829866/827904/817141/817721/841072/821536/818438/816012/817830/842395/832289/836806/836629/831486/820093/831635/818581/818942/824340/830454/830019/816650/833693/823594/821212/820318/819619/834663/820295/828706/836236/829105/821382/835198/828303/844042/821432/823150/836321/842993/816837/821831/816787/823916/826470/832563/836463/840099/840860/838606/814812/836845/843811/837417/816579/833552/837597/817016/841922/821899/843527/840218/834961/838127/831757/819878/814686/836822/834975/825297/829381/835788/829240/830543/830735/816538/836337/837332/844046/814714/836466/837610/824251/843377/819174/824019/842536/5007942/839108/834442/817696/818213/843330/827568/822525/837997/829668/818463/843194/814878/842953/838057/828564/825828/828263/832392/824637/834805/835028/835780/836367/831170/828934/830453/816621/829571/820974/821298/838674/816798/830062/826909/829311/824379/819127/838176/840477/841749/836598/821134/843133/834623/819956/818596",173
"GO:0065003","GO:0065003","protein-containing complex assembly","186/5177","431/20875",3.16521666581485e-17,5.04173797483365e-15,2.57739071359209e-15,"830529/837252/835934/821056/818557/829817/840169/820092/843938/833746/825648/838316/819364/3770404/823578/816260/820046/831610/831407/825286/821276/826468/826746/823562/814786/832838/839314/836899/829822/843934/820743/835591/831141/818131/842382/835177/828868/820168/838690/819377/844347/834316/840582/826413/830381/842312/821382/841418/821573/835215/838545/817860/832834/819950/820846/831959/842086/816495/824147/843746/838243/828163/818304/843569/839350/827696/834313/833970/843064/820367/819117/822138/819179/830284/836350/843744/835234/28717376/816389/833461/841726/816078/823814/830483/821120/838135/817646/817684/818188/821840/829729/842858/838435/838462/816795/841880/836208/834844/816925/844215/820296/824424/839564/816448/817499/826559/5007874/838571/843963/819992/837036/825338/28719435/829678/820785/836584/818947/830810/818531/836535/829145/822136/843509/821860/822101/835616/838055/825902/831405/836238/826539/820324/822157/838876/840297/822424/825283/819717/830445/824694/824636/828697/832208/843797/818051/843637/832195/824691/834494/820740/838744/842341/833476/825754/836406/822570/843915/841995/829555/827118/843491/836779/841843/817656/824035/835168/837040/829156/832376/816623/827223/836093/2745715/842719/820921/826626/824246/844245/836789/821437/831799/832431/835761/816317/839449/818854",186
"GO:0009733","GO:0009733","response to auxin","169/5177","381/20875",3.82536010829727e-17,5.68703536100195e-15,2.90727368230593e-15,"831213/826728/837960/831094/842951/817215/841427/819339/820530/825648/818540/818030/820094/843804/824564/816488/837479/842189/839286/826601/814953/830756/819108/831743/837559/827088/814786/830729/817830/818070/835098/842760/830019/825905/829117/829754/822296/832523/822537/814997/843449/827336/843752/844261/828541/835062/824343/824468/819633/829627/28717252/831171/841860/825473/836693/837498/836437/843432/827328/824678/829381/839949/835788/840023/816290/844441/829880/816538/844046/831108/837403/843693/823286/817894/820383/830693/821852/821877/843893/824205/820898/839990/834784/831348/826984/838570/829424/814726/822525/818033/837997/820612/829913/828045/818903/821879/832205/840058/826497/843805/840063/823914/821232/817956/837928/827103/820793/814670/844105/836367/843886/821663/825160/827102/822519/816657/816798/834390/843247/827127/838306/816158/826850/834409/28720205/815247/829029/830039/829629/818390/828440/820145/838128/843393/827989/839568/814648/828920/838916/834792/831515/841717/830040/839570/28718283/840056/836451/830966/829628/816812/821123/817353/828358/841156/831668/836598/839822/830041/816658/818278/831310/831670/831669/832840/843952/831078/829631/829361/28719402",169
"GO:0015031","GO:0015031","protein transport","201/5177","478/20875",4.91133848143311e-17,6.84517800849739e-15,3.49932866802109e-15,"842256/819016/835112/827303/843607/823924/816605/838737/820001/816310/840321/832505/838957/830499/830452/816198/841666/816678/844050/823405/837616/821248/820842/820113/819740/836105/841276/824597/835217/833947/821868/830461/821415/836484/834213/818380/822557/844268/828005/830374/823935/831021/839800/831565/835435/827864/825162/821641/834706/819959/819666/839805/820149/831043/819896/836300/834184/820997/823559/828060/829276/827505/828105/824649/831546/818870/822375/838100/832359/837579/838891/824785/817851/840987/837804/819108/837606/820048/825344/832756/832124/839362/828883/843677/829412/822352/839158/837130/843634/824529/839208/835643/830501/837448/827055/817175/841599/831621/816245/842497/835165/821079/837454/838193/834387/822024/825097/830746/829596/824714/819605/829149/842138/824651/835429/829275/825463/824831/823749/828557/836603/816399/842372/837949/829741/841285/817291/815962/840060/830702/820345/824149/820197/835612/838623/842086/842922/833747/817502/835645/818821/843204/838767/824048/832368/818594/824118/831817/818152/830005/839517/820777/831524/821342/827922/839047/837091/834420/825654/837205/829726/836892/819185/839374/823827/825488/831810/838263/819929/817429/814640/820172/832327/837700/834483/819358/835320/816386/830273/820876/844294/836579/837378/842727/839248/816018/819589/829369/828494/831041/816936/832987/816342/820144/830369/816623/841512/827144/835615/828774/817439",201
"GO:2000026","GO:2000026","regulation of multicellular organismal development","177/5177","406/20875",5.57412566275308e-17,7.31194131055257e-15,3.73794309149324e-15,"835934/823706/826728/837127/844066/842951/820463/835379/818982/841427/831793/835701/818816/827323/831020/844312/837501/828219/839226/844268/818862/824060/839752/839984/818841/819666/830498/844036/831748/832379/833676/824906/829332/823531/839621/834246/830303/835956/820555/817597/836557/829866/827904/817141/817721/841072/821536/818438/816012/817830/842395/832289/836806/836629/831486/820093/831635/818581/818942/824340/830454/830019/816650/833693/823594/821212/820318/819619/834663/820295/828706/836236/829105/821382/835198/828303/844042/821432/823150/836321/839401/842993/816837/821831/816787/823916/826470/832563/836463/840099/840860/838606/814812/836845/843811/837417/816579/833552/837597/817016/841922/821899/843527/831919/840218/834961/838127/831757/819878/814686/836822/834975/825297/829381/835788/829240/830543/830735/816538/836337/837332/844046/814714/836466/837610/824251/843377/819174/824019/842536/5007942/839108/834442/817696/818213/843330/827568/822525/837997/829668/818463/843194/814878/842953/838057/828564/825828/828263/832392/824637/834805/835028/835780/836367/831170/828934/830453/816621/829571/820974/821298/838674/816798/830062/826909/829311/824379/819127/838176/840477/841749/836598/821134/843133/834623/819956/818596",177
"GO:0010016","GO:0010016","shoot system morphogenesis","109/5177","213/20875",8.64136627520504e-17,1.07056926631707e-14,5.47286530762986e-15,"831213/843314/844066/821138/819554/820831/835217/839626/820530/829025/818862/819666/831541/839286/839928/820936/840521/820621/841968/821132/841072/835098/831635/820816/829034/842876/821982/830463/839401/841645/827125/826470/841753/814812/839662/836845/824468/833970/831171/822138/822000/843141/818340/834154/820060/831757/818036/820732/839287/819153/835648/830735/829799/825338/836861/830609/821696/836269/836218/817659/843693/816492/837048/819424/839108/824134/817173/830701/830751/828167/819300/829424/827568/837997/818820/839901/836710/830445/844348/3769880/824443/816640/824585/838363/836853/843899/835467/824229/822075/830512/829937/826934/836685/830895/835641/816621/830889/843212/826750/817788/832093/826909/3768574/828569/827588/843393/28718327/841156/3767658",109
"GO:0010629","GO:0010629","negative regulation of gene expression","158/5177","352/20875",1.0946998288403e-16,1.28483190437572e-14,6.56819897304181e-15,"827337/834160/831597/823960/819210/820213/837357/821138/818511/839244/819550/827323/835150/817252/820530/841891/820529/823578/839413/832060/816307/827482/844104/829557/836300/839081/830308/840143/817919/832217/838044/828876/837133/837511/832154/837322/828259/831743/833507/823849/815840/835931/843510/842655/840295/816257/831486/820492/831141/832140/815269/822389/831635/818942/839689/817278/829117/824853/825027/836223/843900/826476/816650/844250/816905/826760/821797/844417/838762/819852/820485/825296/838354/836431/829105/837284/842312/828165/821382/835386/828552/828303/816462/843343/828654/819950/834443/834451/825892/834569/817585/830846/819383/821960/817386/828163/841528/838495/821230/817292/839109/825332/819966/837498/822081/817331/819897/823551/837107/834975/817131/837409/817403/817369/842858/831660/824886/837047/832242/821181/830864/833951/824086/827640/829635/821078/836584/828858/832829/842157/837157/836808/5007942/834403/817246/829611/827277/834934/841910/818463/828831/820745/839497/824621/837483/826931/826420/823287/817365/817747/829392/844199/826714/836109/820478/838622/819420/831910",158
"GO:0009765","GO:0009765","photosynthesis, light harvesting","33/5177","37/20875",2.12725760208564e-16,2.37189222632549e-14,1.21253683318882e-14,"816733/822416/817646/818599/827564/833979/841099/839870/823901/841995/839871/837040/830325/835515/819406/839869/824654/826626/815058/842446/825320/835806/820043/818006/843903/841919/827927/815055/839449/838151/837358/822391/838498",33
"GO:0010027","GO:0010027","thylakoid membrane organization","42/5177","54/20875",4.10764785003269e-16,4.36193081217758e-14,2.22986597573203e-14,"829266/817170/837198/820236/815275/842073/832346/840099/842072/822306/818514/817646/829696/826935/840144/821840/831086/819185/817569/829306/842833/817429/814640/823899/816386/10723110/835467/839753/818051/822055/833476/825466/830699/831975/827759/816623/843812/820461/827144/841033/840472/832500",42
"GO:0032787","GO:0032787","monocarboxylic acid metabolic process","201/5177","490/20875",1.10048851930859e-15,1.11549518093552e-13,5.70253141823541e-14,"816781/820862/844376/841427/835862/828222/837555/824385/820946/824459/844314/824060/837507/826918/842482/829022/843384/830354/837583/840521/836279/844293/816808/840296/827088/825326/817175/837757/815842/820816/844435/830586/825905/829034/830746/818944/7922308/825386/830961/839031/816619/824710/819070/837904/816585/820255/842836/836519/837236/835895/841905/842072/832268/820387/838140/843048/841665/823650/820239/817523/837330/840138/837704/834398/841699/835006/839131/835863/829167/818437/817548/821870/841863/819845/843628/841468/837386/824599/830912/842775/830108/834876/839434/816505/843835/839053/834946/818379/816892/844282/839891/829220/834300/837610/834671/820812/838528/835369/826580/841900/828758/817694/837418/830339/822475/837888/821967/830751/824702/822102/830740/829420/843028/822525/834273/820773/829954/820951/840069/827089/820257/841367/822181/816765/10723110/828564/837731/824779/814962/817570/816652/839932/819284/814873/844309/837147/830052/821965/820288/837377/837286/819664/842561/818988/836367/816672/817832/824005/819205/817165/830332/829574/828213/834813/827835/817205/844094/816893/816888/840346/824208/815152/831500/816124/829602/841670/820828/817412/822168/828553/833497/825492/830441/818937/838468/831406/820461/837095/843182/828608/836464/839395/827018/830825/824033/828019/828569/838551/815998/843393/842961/831484/838176/819219/828759/841787/830302/837117/831690/820216/835943",201
"GO:0048507","GO:0048507","meristem development","148/5177","332/20875",2.08546938031064e-15,2.0219985730838e-13,1.03366743198006e-13,"838039/836317/817154/818982/820831/835217/839626/817252/820530/843571/829025/839413/818862/816050/830498/831748/832379/840452/831541/824595/823664/839928/820936/843499/840521/839621/829322/832048/838372/839455/826172/839314/817830/820416/825107/831694/829845/819814/820318/821159/836431/831124/841539/837150/816533/841645/834451/816787/816366/817056/826470/816928/817649/817265/820989/833552/829931/834575/828890/816389/834154/838946/820036/831919/816549/843432/832094/820777/821404/820746/841056/842858/818036/835648/838687/828556/814714/28717514/844282/830915/836269/836364/836584/839329/842534/824251/819174/837048/834403/841582/822475/835702/821849/843096/829424/843428/829435/829175/3769880/824443/837654/843805/822075/830512/829937/824637/836414/817956/829093/820391/826934/836699/831170/830895/828934/843915/843987/827774/814898/830858/820974/842374/834439/832197/824292/824129/5007704/827914/841113/839200/828569/819127/828760/819773/834713/843393/827457/843263/834952/28716239/831368/843334/817199/28718327/836498/836598/831098/833982",148
"GO:0051301","GO:0051301","cell division","131/5177","285/20875",4.7778962622704e-15,4.43946194369292e-13,2.26950072457844e-13,"831213/824047/842951/818982/829409/832171/821514/834213/841891/821148/831809/831748/831889/830971/820555/820419/841937/836365/839419/835098/818131/824340/824589/828558/829618/831976/821982/842992/817860/823150/824036/844261/839401/838020/830399/820999/821947/835175/824343/843271/832749/814812/844213/833970/822138/817411/822000/835234/823970/819744/818340/825034/829919/820036/831919/844194/830483/832467/844000/814686/834426/833791/834975/843599/821404/838418/831988/842858/838462/830912/829376/839467/817129/819697/831023/830847/825234/828783/836773/827676/825488/825338/831214/814649/821705/818086/830090/836269/836209/835759/842157/842672/832968/835616/817173/819026/828167/829419/821849/832059/837997/825111/835105/830445/844348/841748/827463/817592/838057/824804/843905/843797/830879/819157/824666/822075/816345/841110/831088/817361/836281/824260/844377/827760/834439/835621/841113/28718327/841156/836598/836709",131
"GO:0090558","GO:0090558","plant epidermis development","138/5177","306/20875",5.95830139039697e-15,5.3148048402341e-13,2.71698543402102e-13,"823706/829245/818077/836528/834719/818982/820614/841276/838519/832171/834031/834213/822557/818030/836617/843070/817306/841347/834200/827702/831889/829287/842529/820419/827088/844030/837876/831141/838260/830019/825905/829149/844224/825317/829754/827341/833763/832523/842752/829139/832846/816399/821982/842992/824036/839401/819820/831959/841258/819979/814776/827298/838606/814812/839662/824169/827965/838371/822000/818794/827132/829564/827130/844375/840218/816549/843432/838127/827853/833791/816548/819230/827922/842858/841468/816795/839287/832498/841654/830326/827940/825234/838571/821847/825338/844046/836861/830609/827598/836584/836209/843377/839108/6240858/817173/829223/828167/824702/818339/821849/837997/838598/830445/844348/3769880/837654/824585/843917/843899/829937/836667/843165/836685/830895/816164/835641/816621/844377/822159/829610/842777/827760/827917/837843/817593/835401/818444/826909/837095/824976/818390/830515/3768521/837452/821134/827503/836256/28721166",138
"GO:0071824","GO:0071824","protein-DNA complex organization","140/5177","314/20875",1.17176607042677e-14,1.00501474501988e-12,5.13774353956353e-13,"819210/820213/844066/820463/842099/839963/829817/825482/840169/827323/820092/842855/841891/838316/823578/839413/839984/824146/828570/831407/836516/832379/833676/830308/839393/831889/830719/825347/834510/832261/832154/815823/830303/837322/824393/821132/842529/824897/831743/844273/819910/839455/830006/817721/819965/836899/842655/820743/837093/819428/820168/831635/818942/817278/836867/835424/843641/837366/829117/828904/825502/834316/816650/816905/826760/823594/819375/819348/838762/821873/836431/842312/828165/821382/828770/838774/841418/827336/842992/828303/827933/823150/834451/819851/824147/821960/830376/821025/841528/819117/817292/28717376/834961/837107/819878/833791/834975/838135/821404/817684/820407/829657/837409/842858/838462/844215/831660/830543/833951/827640/824873/823286/836584/832829/842157/836808/821860/5007942/822101/838055/817246/826984/826539/816179/841910/818463/828831/819593/829484/824636/832208/843797/824621/816486/826420/828934/841923/836109/821437/816317",140
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","85/5177","160/20875",1.27244290483295e-14,1.05094358436203e-12,5.37253670929469e-13,"823706/818982/837466/829176/824385/840521/841405/825317/830035/839501/839031/835466/816619/838901/818775/828409/816585/824872/816271/832797/816232/825500/835006/835863/841863/819845/820128/834407/826975/831660/818382/837277/839891/837610/838580/830339/842375/815134/830740/821077/828100/820951/821292/821003/819022/830153/819654/836263/818978/822181/816765/825167/824770/817513/821147/838440/841433/842553/836210/827118/843612/840346/826811/815963/832872/832366/833497/818937/830662/835567/825376/821203/843749/842897/844013/821845/831270/827011/838210/832365/825068/830663/838211/821508/818912",85
