"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0090626","GO:0090626","plant epidermis morphogenesis","9/490","106/20875",0.000881779260093622,0.0395336448614106,0.0333142304986865,"832970/821209/842529/834031/818827/843671/840324/839323/825831",9
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","7/490","66/20875",0.000886453413927735,0.0395336448614106,0.0333142304986865,"830894/841026/830592/836015/821135/6241037/841944",7
"GO:0090558","GO:0090558","plant epidermis development","17/490","306/20875",0.000975095467361682,0.0395336448614106,0.0333142304986865,"837853/832970/821209/819314/820614/842529/839246/836633/834031/818827/843849/843671/840324/835632/839323/844323/825831",17
"GO:0010817","GO:0010817","regulation of hormone levels","16/490","280/20875",0.0010142077412922,0.0395336448614106,0.0333142304986865,"816469/827208/829417/835799/819314/843986/824516/819339/841026/820398/833889/832221/822148/839626/830457/835571",16
"GO:0015914","GO:0015914","phospholipid transport","4/490","20/20875",0.00107760253016074,0.0395336448614106,0.0333142304986865,"822148/834447/839154/820603",4
"GO:0097035","GO:0097035","regulation of membrane lipid distribution","4/490","20/20875",0.00107760253016074,0.0395336448614106,0.0333142304986865,"822148/834447/839154/820603",4
"GO:0009311","GO:0009311","oligosaccharide metabolic process","8/490","88/20875",0.00108271569382144,0.0395336448614106,0.0333142304986865,"836638/828081/841567/830979/826855/843319/834978/843034",8
"GO:0019318","GO:0019318","hexose metabolic process","8/490","88/20875",0.00108271569382144,0.0395336448614106,0.0333142304986865,"820006/827834/842342/818050/837112/839942/837111/834475",8
"GO:0016145","GO:0016145","S-glycoside catabolic process","5/490","34/20875",0.00110715808696573,0.0395336448614106,0.0333142304986865,"825182/842945/820888/819055/821201",5
"GO:0019759","GO:0019759","glycosinolate catabolic process","5/490","34/20875",0.00110715808696573,0.0395336448614106,0.0333142304986865,"825182/842945/820888/819055/821201",5
"GO:0019762","GO:0019762","glucosinolate catabolic process","5/490","34/20875",0.00110715808696573,0.0395336448614106,0.0333142304986865,"825182/842945/820888/819055/821201",5
"GO:0002229","GO:0002229","defense response to oomycetes","8/490","90/20875",0.00125374554426643,0.0437019875430013,0.0368268114756957,"817474/828950/836153/825144/823679/823680/835632/838122",8
"GO:0019748","GO:0019748","secondary metabolic process","19/490","371/20875",0.00132007830074202,0.044231780782305,0.0372732578924802,"825182/836533/842945/835828/836802/820888/824516/819055/821201/839418/838297/843665/6241037/816828/829894/821710/822042/830018/816823",19
"GO:0010026","GO:0010026","trichome differentiation","8/490","91/20875",0.0013469688433263,0.044231780782305,0.0372732578924802,"832970/821209/842529/834031/818827/843671/839323/825831",8
"GO:0051128","GO:0051128","regulation of cellular component organization","16/490","288/20875",0.00135958342568561,0.044231780782305,0.0372732578924802,"820540/828943/830066/837438/815069/6241037/839457/818827/827537/835632/828396/839323/823975/819903/817539/840448",16
"GO:0006012","GO:0006012","galactose metabolic process","4/490","22/20875",0.00156767973075237,0.0454434029274086,0.0382942682132031,"842342/818050/839942/834475",4
"GO:0006783","GO:0006783","heme biosynthetic process","4/490","22/20875",0.00156767973075237,0.0454434029274086,0.0382942682132031,"817682/843310/828029/832672",4
"GO:0009395","GO:0009395","phospholipid catabolic process","4/490","22/20875",0.00156767973075237,0.0454434029274086,0.0382942682132031,"821175/826789/841689/818802",4
"GO:0009991","GO:0009991","response to extracellular stimulus","17/490","320/20875",0.00157962032180611,0.0454434029274086,0.0382942682132031,"834353/844398/814828/824516/829444/844220/815657/821613/832474/828638/839418/838166/837890/832137/818721/838122/817261",17
"GO:0006310","GO:0006310","DNA recombination","12/490","187/20875",0.0016049505887509,0.0454434029274086,0.0382942682132031,"820589/838831/843038/830659/829704/839457/817756/823975/836513/844068/840448/831710",12
"GO:0035825","GO:0035825","homologous recombination","7/490","73/20875",0.00161183506977436,0.0454434029274086,0.0382942682132031,"838831/843038/829704/839457/836513/844068/840448",7
"GO:1901658","GO:1901658","glycosyl compound catabolic process","6/490","54/20875",0.00161410994004457,0.0454434029274086,0.0382942682132031,"825182/842945/820888/819055/830894/821201",6
"GO:0010224","GO:0010224","response to UV-B","7/490","74/20875",0.00174496501956023,0.047680085630131,0.0401790770481115,"827220/834504/818827/836103/830018/830424/835990",7
"GO:0071456","GO:0071456","cellular response to hypoxia","14/490","241/20875",0.0017586916830786,0.047680085630131,0.0401790770481115,"828511/835828/843997/827834/821175/829444/839952/837890/838016/824140/832137/836103/827896/830424",14
"GO:0001666","GO:0001666","response to hypoxia","15/490","269/20875",0.00183021263107958,0.0487169325800091,0.0410528077248854,"828511/835828/843997/827834/821175/829444/839952/837890/838016/834978/824140/832137/836103/827896/830424",15
"GO:0036294","GO:0036294","cellular response to decreased oxygen levels","14/490","243/20875",0.00189901089113972,0.048774595519799,0.0411013991581856,"828511/835828/843997/827834/821175/829444/839952/837890/838016/824140/832137/836103/827896/830424",14
"GO:0071453","GO:0071453","cellular response to oxygen levels","14/490","243/20875",0.00189901089113972,0.048774595519799,0.0411013991581856,"828511/835828/843997/827834/821175/829444/839952/837890/838016/824140/832137/836103/827896/830424",14
